industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,0.122889,0.122820,-0.001116,-0.016803,-0.027141,0.315226,0.955297,1.233387,21089488.904762,17382773.342857,15600524.764286,0.825227,223.659604,225.282465,227.993622,-0.125588,5.285714,1.000000,0.428571,0.142857,0.000000,0.142857,0.357143,5.000000,0,0.078611,False,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.065786,-0.089444,-0.122823,-0.022800,-0.017017,0.055498,0.078751,-0.114348,4413532.611111,4338686.233333,4932164.058333,0.859788,103.639000,107.204335,113.285166,-0.124425,3.833333,0.000000,0.166667,0.000000,0.000000,0.166667,0.058333,-4.000000,0,-0.014130,False,weak,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.074098,-0.073294,-0.089146,0.019899,0.004035,0.115038,-0.031418,-0.122851,14447836.041667,14305879.125000,16623921.031250,0.915709,219.352499,222.793375,222.141433,-0.108577,3.375000,0.000000,0.000000,0.000000,0.000000,0.125000,0.012500,-8.000000,0,-0.021764,False,weak,none,unclear,unclear,needs_review
Consumer Hardware,1,1,-0.015095,-0.034808,0.017203,0.097516,0.092966,0.178593,0.301262,0.510742,40296674.000000,47553024.400000,64339081.100000,0.634066,327.123999,324.387000,311.492000,-0.036196,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250000,-1.000000,10,-0.029892,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.054535,-0.069383,-0.068977,-0.007097,0.006684,-0.083815,-0.082649,-0.134006,19434910.962963,21312442.133333,22152934.977778,1.075672,243.053777,247.179666,243.598999,-0.090866,3.777778,0.000000,0.000000,0.000000,0.000000,0.333333,0.033333,-8.000000,0,-0.014749,False,weak,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.085013,-0.094514,-0.093191,0.108779,0.106620,0.559172,0.509364,0.248498,4993579.444444,4789821.000000,5473060.250000,0.828897,169.350001,171.083000,168.503187,-0.128875,2.833333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-13.000000,0,-0.008471,False,weak,none,unclear,unclear,needs_review
Defense,7,7,0.057454,0.054106,0.037407,0.084074,0.065384,-0.039504,-0.136575,0.121881,2034870.333333,1871822.200000,1645000.550000,1.574084,325.881716,326.452000,326.420093,-0.037480,4.857143,1.000000,1.000000,0.142857,0.142857,0.714286,0.585714,10.000000,1,0.054255,False,momentum_leader,none,unclear,unclear,needs_review
Defense Drones,5,5,0.081795,0.079168,-0.019087,-0.020281,-0.086193,-0.307881,-0.492307,0.330713,39419802.266667,40699549.360000,26087766.340000,0.748538,43.149400,42.829400,44.566350,-0.101382,4.200000,1.000000,0.600000,0.200000,0.000000,0.000000,0.400000,13.000000,0,0.071863,False,momentum_leader,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.017458,0.007697,0.014533,0.062686,0.058432,0.125979,0.110955,0.348738,10321677.777778,11759046.666667,14240497.500000,0.746533,195.128000,193.792899,193.971890,-0.030087,5.166667,0.666667,0.666667,0.333333,0.000000,0.000000,0.383333,0.000000,1,-0.017626,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.015703,-0.036788,-0.010354,-0.036203,-0.033246,-0.020390,0.005574,0.049514,9199724.944444,10163994.966667,11124422.908333,0.838709,250.030665,250.034772,251.601574,-0.036788,4.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.083333,3.000000,0,-0.036274,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,-0.134968,-0.182504,-0.213651,-0.148696,-0.162260,-0.175015,-0.259016,0.047134,59473023.666667,48743034.200000,42857293.550000,2.684203,364.608002,380.726001,391.827998,-0.215985,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.100000,-9.000000,0,-0.130661,False,weak,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.026980,-0.058845,-0.147197,-0.205680,-0.221245,-0.058990,-0.096566,0.199135,2634746.466667,2700883.880000,3366669.970000,0.834045,64.626800,66.823200,72.348600,-0.143461,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0,0.025559,False,weak,none,unclear,unclear,needs_review
