ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry
ASML,ASML Holding N.V.,Semiconductors,2026-05-07,123,0.094062,0.053934,0.072022,0.049200,1884266.000000,1623119.600000,1816664.900000,0.946238,1463.497998,1442.208289,1451.813635,-0.048100,5,True,False,False,False,-0.119330
MU,Micron Technology Inc.,Semiconductors,2026-05-07,123,0.121745,0.250348,0.342336,0.534080,55344821.666667,50458693.000000,41192243.250000,1.117690,614.416016,563.327008,509.080507,-0.038642,7,True,True,False,True,0.150984
QCOM,Qualcomm Incorporated,Semiconductors,2026-05-07,123,0.202934,0.127910,0.512131,0.585519,38399358.000000,31885394.800000,22192263.700000,2.288102,185.412003,171.175002,152.535501,-0.062368,7,False,True,True,True,0.320779
INTC,Intel Corporation,Semiconductors,2026-05-07,123,0.144498,0.160246,0.641510,0.776086,158389376.000000,150592985.600000,141651866.400000,0.842672,105.236002,96.746001,81.239000,-0.038547,6,False,True,False,True,0.450158
ARM,Arm Holdings plc,Semiconductors,2026-05-07,123,0.049444,0.014216,0.042520,0.424013,18744174.000000,13585604.400000,10429691.100000,2.108473,214.777997,213.523999,192.157000,-0.153997,6,False,True,False,True,-0.148832
AMAT,Applied Materials Inc.,Semiconductors,2026-05-07,123,0.049211,0.040939,0.016662,0.032252,6900822.666667,6070253.600000,5882193.400000,1.213861,406.108002,401.062997,398.796500,-0.086155,6,True,True,False,True,-0.174690
TXN,Texas Instruments Incorporated,Semiconductors,2026-05-07,123,0.020646,0.019956,0.015800,0.333563,8086530.000000,6855918.000000,8408809.500000,0.806439,282.949866,276.980426,253.153103,-0.043805,4,True,False,False,False,-0.175552
AVAV,AeroVironment Inc.,Defense Drones,2026-05-07,123,-0.067014,-0.137627,-0.167055,-0.053573,1424206.666667,1326584.000000,1170836.000000,0.930720,174.893997,183.734999,190.856001,-0.150754,2,False,False,False,True,-0.011039
KTOS,Kratos Defense & Security Solutions Inc.,Defense Drones,2026-05-07,123,-0.079606,-0.095956,-0.130037,-0.165813,4822871.333333,4032922.800000,3761810.700000,1.541336,60.362000,61.050000,66.031001,-0.097530,3,False,False,False,True,0.025979
RCAT,Red Cat Holdings Inc.,Defense Drones,2026-05-07,123,-0.058182,-0.116041,-0.173844,-0.131601,9624797.666667,8563338.600000,9654889.650000,0.884784,10.728000,11.126000,11.994250,-0.122034,2,False,False,False,True,-0.017828
ONDS,Ondas Holdings Inc.,Defense Drones,2026-05-07,123,-0.086331,-0.114542,-0.156546,-0.027352,51265038.000000,49470902.800000,53676985.700000,0.794514,9.522000,9.912000,10.027500,-0.188128,5,False,False,False,True,-0.000531
DPRO,Draganfly Inc.,Defense Drones,2026-05-07,123,0.021526,-0.029740,-0.152597,0.029586,1214106.000000,1131503.600000,1591620.900000,0.658899,5.234000,5.345000,5.641000,-0.136286,2,False,False,False,True,0.003418
RTX,RTX Corporation,Defense,2026-05-07,123,0.022441,0.004032,-0.014055,-0.129977,5463400.000000,5193260.000000,5536405.000000,1.006068,174.656000,174.545999,184.253500,-0.018175,4,True,False,False,False,0.037989
LHX,L3Harris Technologies Inc.,Defense,2026-05-07,123,-0.024107,-0.060427,-0.087941,-0.158645,1781471.000000,1641262.600000,1549480.650000,0.634156,305.603998,313.281998,330.517500,-0.072950,2,False,False,False,False,-0.035898
NOC,Northrop Grumman Corporation,Defense,2026-05-07,123,-0.025979,-0.046956,-0.060222,-0.200269,840928.000000,775596.800000,819794.200000,1.008892,561.121997,568.570996,609.144498,-0.046956,4,False,False,False,False,-0.008178
LMT,Lockheed Martin Corporation,Defense,2026-05-07,123,-0.011078,-0.010734,-0.032805,-0.178659,1495774.000000,1452304.400000,1592281.100000,0.961967,513.304004,513.338995,551.380496,-0.017794,3,False,False,False,False,0.019238
GD,General Dynamics Corporation,Defense,2026-05-07,123,-0.003781,0.010049,0.091149,0.015921,1243164.333333,1370158.600000,1592564.650000,0.627914,347.821997,336.155997,334.227499,-0.005413,7,False,True,False,False,0.143193
HII,Huntington Ingalls Industries Inc.,Defense,2026-05-07,123,-0.133886,-0.136073,-0.149727,-0.219773,1072275.333333,854685.200000,552231.300000,0.963049,336.872003,348.991003,368.669003,-0.136073,4,False,False,False,True,-0.097683
LDOS,Leidos Holdings Inc.,Defense,2026-05-07,123,-0.117936,-0.120359,-0.110705,-0.156589,1969592.666667,1828735.600000,1091348.900000,1.306528,140.277997,143.296999,148.831000,-0.120418,3,False,False,False,True,-0.058661
RKLB,Rocket Lab USA Inc.,Space,2026-05-07,123,-0.021541,-0.047631,-0.071158,0.177405,19575888.000000,18269552.800000,21646198.200000,1.008143,80.222000,80.120000,80.208000,-0.071707,4,False,False,False,False,0.004367
LUNR,Intuitive Machines Inc.,Space,2026-05-07,123,-0.048915,-0.048915,-0.125181,0.097406,10933515.666667,9725789.400000,12985412.350000,0.778878,25.242000,25.266000,25.794500,-0.084314,5,False,False,False,True,-0.049656
ASTS,AST SpaceMobile Inc.,Space,2026-05-07,123,-0.045010,-0.115697,-0.170159,-0.286650,18886672.333333,16528243.400000,18210430.850000,0.995925,67.843999,70.844999,78.934500,-0.172668,3,False,False,False,True,-0.094633
IRDM,Iridium Communications Inc.,Space,2026-05-07,123,0.007521,0.028666,-0.018080,0.159884,1618319.000000,1689631.400000,2665517.850000,0.590113,39.867999,38.850999,39.166500,-0.065965,4,True,False,False,False,0.057446
SPCE,Virgin Galactic Holdings Inc.,Space,2026-05-07,123,-0.003968,0.054622,-0.073801,-0.154882,4585250.000000,6203310.000000,8056332.500000,0.563339,2.558000,2.500000,2.708500,-0.096899,3,False,False,False,True,0.001725
PL,Planet Labs PBC,Space,2026-05-07,123,-0.085625,-0.046795,-0.079655,0.029506,8587075.666667,8668565.400000,10312961.350000,0.954811,37.500001,36.447001,36.673000,-0.112119,4,False,False,False,True,-0.004129
RDW,Redwire Corporation,Space,2026-05-07,123,0.064815,0.001088,-0.083665,-0.002169,28433941.000000,24577484.600000,25180791.150000,1.253917,9.102000,9.135000,9.720000,-0.111570,4,True,False,False,True,-0.008140
BKSY,BlackSky Technology Inc.,Space,2026-05-07,123,-0.112579,-0.091319,-0.161290,-0.012557,2864632.666667,2083439.600000,1888344.900000,2.811297,36.118000,34.599000,35.603500,-0.204147,5,False,False,False,True,-0.085764
VSAT,Viasat Inc.,Space,2026-05-07,123,0.039329,0.006372,0.059923,0.197509,1273282.333333,1188529.400000,1428497.350000,1.236227,65.628001,63.204001,61.904501,-0.063397,4,False,False,False,False,0.135449
SATL,Satellogic Inc.,Space,2026-05-07,123,-0.062323,0.024768,-0.027900,-0.080556,7253198.000000,7398758.800000,8479344.700000,0.788303,7.000000,6.619500,6.885250,-0.077994,4,False,False,False,False,0.047626
SPIR,Spire Global Inc.,Space,2026-05-07,123,-0.075072,-0.094784,-0.079818,-0.099330,1527464.000000,1299818.400000,2201144.600000,0.450262,17.306000,16.904000,18.428500,-0.118033,3,False,False,False,True,-0.004292
CRWD,CrowdStrike Holdings Inc.,Cybersecurity,2026-05-07,123,0.077743,0.134537,0.135454,0.281342,3170820.000000,2643612.000000,3099468.000000,1.641753,475.040002,463.106000,442.947499,-0.020308,7,True,True,False,False,-0.013406
PANW,Palo Alto Networks Inc.,Cybersecurity,2026-05-07,123,0.064857,0.095974,0.134634,0.176897,7089100.666667,6226100.400000,6905345.100000,1.523603,185.965997,183.311998,175.540499,-0.019573,6,True,True,False,False,-0.014226
FTNT,Fortinet Inc.,Cybersecurity,2026-05-07,123,0.209884,0.280631,0.304616,0.338582,10034147.000000,7919088.200000,6223872.050000,2.905963,92.673999,88.951999,85.262499,-0.020904,9,True,True,True,True,0.155756
ZS,Zscaler Inc.,Cybersecurity,2026-05-07,123,0.074473,0.169192,0.149056,0.250020,2551334.000000,2537620.400000,2735695.100000,1.221555,142.997998,138.607999,134.974500,-0.039612,5,True,False,False,False,0.000196
OKTA,Okta Inc.,Cybersecurity,2026-05-07,123,0.047126,0.098167,0.063651,0.193624,2900622.333333,2670493.400000,3677158.350000,1.002069,77.817999,76.722000,73.972500,-0.033465,6,True,True,False,False,-0.085209
TENB,Tenable Holdings Inc.,Cybersecurity,2026-05-07,123,0.034086,0.031115,0.105750,0.312614,3255523.666667,3463734.200000,3604178.550000,0.950555,21.156000,20.907000,19.869000,-0.029809,7,False,True,False,False,-0.043111
CRM,Salesforce Inc.,Cloud Software,2026-05-07,123,0.004637,0.055571,0.075245,0.090664,10662364.333333,10551238.600000,12814089.650000,0.853974,184.764001,182.123001,180.388002,-0.031018,7,True,True,False,False,-0.088654
NOW,ServiceNow Inc.,Cloud Software,2026-05-07,123,0.017614,0.059789,0.103916,0.042089,24435735.333333,23616501.200000,29851550.300000,0.918964,91.556001,90.609000,92.047000,-0.032170,7,True,True,False,False,-0.059983
SNOW,Snowflake Inc.,Cloud Software,2026-05-07,123,0.065945,0.126401,0.050000,0.162432,8984616.666667,8499070.000000,8466832.500000,1.609935,144.076004,142.520003,142.564001,-0.053934,4,True,False,False,False,-0.113899
DDOG,Datadog Inc.,Cloud Software,2026-05-07,123,0.286591,0.427718,0.476068,0.731786,13194874.333333,10511244.600000,6252941.150000,4.146740,153.078000,142.525000,132.072000,-0.020315,6,True,True,True,True,0.312169
MDB,MongoDB Inc.,Cloud Software,2026-05-07,123,0.108542,0.169796,0.136802,0.278574,1733746.666667,1533788.000000,1605057.000000,2.140323,270.702002,263.880003,257.313000,-0.051252,6,True,True,False,False,-0.027097
WDAY,Workday Inc.,Cloud Software,2026-05-07,123,0.023380,0.069281,0.141362,0.157615,4842839.000000,4801723.400000,4957285.850000,1.207640,127.448001,124.084001,123.115501,-0.048495,7,False,True,False,False,-0.022537
TTD,The Trade Desk Inc.,Adtech,2026-05-07,123,-0.025311,-0.004239,0.038461,0.139738,25112488.666667,20950293.200000,17276568.300000,2.329373,24.090000,23.875000,23.106000,-0.045510,5,False,False,False,False,-0.047244
APP,AppLovin Corporation,Adtech,2026-05-07,123,0.050253,0.117665,0.098421,0.315794,7894254.333333,5994252.600000,4342103.150000,2.873990,476.161993,462.819998,459.024001,-0.036629,6,True,True,True,False,0.012715
ROKU,Roku Inc.,Adtech,2026-05-07,123,0.005158,0.086736,0.101862,0.266193,2461462.666667,3842297.600000,2955509.400000,0.694225,125.732001,119.972000,115.779000,-0.025516,6,True,True,False,False,0.016156
MGNI,Magnite Inc.,Adtech,2026-05-07,123,0.030928,0.092044,0.117318,0.184433,3556090.000000,3452494.000000,2323768.500000,2.620687,13.658000,13.301000,13.157000,-0.024052,5,True,False,False,False,0.031613
PUBM,PubMatic Inc.,Adtech,2026-05-07,123,-0.000976,0.047035,0.117904,0.211834,653085.000000,638671.000000,603527.750000,1.177502,10.252000,9.989000,9.656500,-0.025000,8,False,True,False,False,0.032198
DV,DoubleVerify Holdings Inc.,Adtech,2026-05-07,123,-0.048246,-0.015427,0.040268,0.115108,2532977.666667,2475906.600000,1980251.650000,1.600268,11.234000,11.086000,10.761500,-0.053229,7,False,False,False,False,-0.045437
CEG,Constellation Energy Corporation,Nuclear,2026-05-07,123,-0.030431,-0.005495,0.063224,0.110723,2463539.333333,2465383.600000,2628605.900000,0.925554,316.667999,312.775000,301.892500,-0.057651,5,False,False,False,False,0.067213
VST,Vistra Corp.,Nuclear,2026-05-07,123,-0.042897,-0.024645,-0.018489,0.007856,6534731.666667,5391499.000000,4160639.750000,1.880046,157.750000,159.242999,159.420500,-0.076780,4,False,False,False,False,-0.014500
CCJ,Cameco Corporation,Nuclear,2026-05-07,123,0.003805,-0.035192,-0.041502,0.027436,4026303.000000,3507981.800000,3216190.450000,0.877190,119.158000,119.469000,119.704000,-0.071643,3,False,False,False,False,-0.037513
UEC,Uranium Energy Corp.,Nuclear,2026-05-07,123,0.051957,0.047011,0.042809,0.137126,9203092.666667,8402975.600000,8701983.900000,1.022247,15.124000,14.784000,14.704000,-0.129786,4,True,False,False,True,0.046798
LEU,Centrus Energy Corp.,Nuclear,2026-05-07,123,-0.002996,-0.022090,-0.060479,0.145030,1182758.333333,942195.000000,927098.750000,1.378898,211.444000,209.336000,204.847001,-0.135147,4,False,False,False,True,-0.056490
SMR,NuScale Power Corporation,Nuclear,2026-05-07,123,0.032841,0.009631,-0.011006,0.352688,32238932.333333,27466279.400000,38671419.850000,0.839806,12.458000,12.250000,11.903000,-0.105138,4,True,False,False,True,-0.007017
OKLO,Oklo Inc.,Nuclear,2026-05-07,123,0.047085,-0.009241,-0.060555,0.504293,15264898.666667,13031959.200000,16496154.800000,0.877629,71.766000,71.233000,67.454000,-0.144212,3,False,False,False,True,-0.056566
NNE,NANO Nuclear Energy Inc.,Nuclear,2026-05-07,123,0.144940,0.142002,0.054086,0.264803,4171331.000000,3292698.600000,2448814.650000,1.495455,25.054000,24.503500,24.395250,-0.129658,4,True,False,False,True,0.058075
GEV,GE Vernova Inc.,Renewables,2026-05-07,123,-0.026370,-0.034916,-0.090385,0.080174,2310830.333333,2149218.200000,2636369.550000,0.976377,1079.339966,1090.161975,1054.855991,-0.090116,4,False,False,False,True,-0.103340
FSLR,First Solar Inc.,Renewables,2026-05-07,123,0.015043,0.062807,0.093685,0.087807,2898519.000000,3338151.400000,2493622.850000,1.209989,215.010004,205.465001,200.018501,-0.034788,4,True,False,False,False,0.080730
NXT,Nextracker Inc.,Renewables,2026-05-07,123,0.033610,0.014522,-0.028144,0.064002,1633169.000000,1479621.400000,1722175.350000,1.035323,121.428000,120.107000,116.447001,-0.067793,5,True,False,False,False,-0.041099
ARRY,Array Technologies Inc.,Renewables,2026-05-07,123,0.070496,0.059432,0.011097,0.137309,6667182.000000,5552249.200000,5732957.300000,1.448440,8.002000,7.924000,7.769500,-0.077682,4,True,False,False,False,-0.001857
ORA,Ormat Technologies Inc.,Renewables,2026-05-07,123,0.068178,0.066318,0.078521,0.076436,1449272.333333,1034743.400000,900570.850000,2.654668,116.183998,114.662000,113.433999,-0.032875,5,True,False,False,False,0.065566
FLNC,Fluence Energy Inc.,Energy Storage,2026-05-07,123,0.538524,0.557471,0.403106,0.398967,20447533.000000,14243959.800000,7059069.950000,6.468288,13.948000,13.284000,13.560750,-0.115845,6,True,True,True,True,0.364166
STEM,Stem Inc.,Energy Storage,2026-05-07,123,-0.138203,-0.184112,-0.226064,-0.102775,328658.666667,238015.200000,141793.800000,4.020458,10.222000,10.547000,10.617000,-0.234882,5,False,False,False,True,-0.265004
ENPH,Enphase Energy Inc.,Energy Storage,2026-05-07,123,0.090043,0.076153,-0.019082,0.134677,5997720.666667,5877492.400000,7205588.100000,0.643648,34.736000,34.314000,33.667000,-0.128040,3,True,False,False,True,-0.058022
SEDG,SolarEdge Technologies Inc.,Energy Storage,2026-05-07,123,-0.070087,-0.099160,-0.184755,-0.077199,6038867.000000,4635420.200000,3886025.050000,1.166411,41.658000,43.023001,42.178500,-0.185099,4,False,False,False,True,-0.223695
GNRC,Generac Holdings Inc.,Energy Storage,2026-05-07,123,0.037655,0.029009,0.221495,0.286534,846205.666667,821683.400000,866970.850000,1.225436,262.852002,248.476001,229.795501,-0.017245,6,False,True,True,True,0.182555
ISRG,Intuitive Surgical Inc.,Robotics Automation,2026-05-07,123,0.002520,-0.009003,-0.052901,-0.003187,2154032.666667,1944319.600000,2272344.900000,0.672036,453.346002,459.801999,462.489998,-0.063954,5,False,False,False,False,-0.062245
TER,Teradyne Inc.,Robotics Automation,2026-05-07,123,0.049401,0.030978,-0.116911,-0.027731,4089854.333333,3649272.600000,3708013.150000,1.312742,355.310004,362.656000,369.137999,-0.267293,5,True,False,False,True,-0.126254
SYM,Symbotic Inc.,Robotics Automation,2026-05-07,123,-0.010000,-0.045178,-0.097264,0.052995,2475655.000000,1982633.000000,1540738.250000,1.794312,58.312000,58.400000,59.264500,-0.077338,5,False,False,False,False,-0.106608
ROK,Rockwell Automation Inc.,Robotics Automation,2026-05-07,123,0.120507,0.096941,0.096941,0.135857,1384188.000000,1156632.800000,763468.200000,1.449129,430.313995,417.007001,411.736501,-0.023512,4,True,False,False,False,0.087597
CGNX,Cognex Corporation,Robotics Automation,2026-05-07,123,0.170870,0.187534,0.218484,0.222779,6098343.666667,4465306.200000,2324001.550000,3.432885,59.849999,57.137000,55.859500,-0.028499,8,True,True,True,True,0.209141
ZBRA,Zebra Technologies Corporation,Robotics Automation,2026-05-07,123,0.021857,0.010430,0.007714,0.024880,686309.000000,667845.400000,776791.350000,0.975715,227.515997,224.732999,227.564999,-0.053445,5,True,False,False,False,-0.001630
XYZ,Block Inc.,Fintech,2026-05-07,123,-0.024478,-0.005248,0.003003,0.118839,6679288.333333,5727733.000000,5076928.250000,1.939237,71.186000,70.835000,69.844500,-0.030295,4,False,False,False,False,0.042513
PYPL,PayPal Holdings Inc.,Fintech,2026-05-07,123,-0.082754,-0.078181,-0.070955,0.005220,24317245.666667,19073407.400000,14191571.850000,0.988773,47.962000,49.078000,49.250000,-0.092658,3,False,False,False,True,-0.031445
HOOD,Robinhood Markets Inc.,Fintech,2026-05-07,123,-0.003527,0.046508,-0.086905,0.087849,23674860.333333,25131376.200000,35247214.050000,0.612726,76.514001,77.739000,80.596750,-0.159485,6,False,False,False,True,-0.047395
COIN,Coinbase Global Inc.,Fintech,2026-05-07,123,-0.049411,0.027640,-0.025110,0.141640,8827010.666667,8899106.400000,9791921.600000,0.882557,196.582004,194.296002,194.178001,-0.090304,5,False,False,False,True,0.014400
SOFI,SoFi Technologies Inc.,Fintech,2026-05-07,123,-0.012346,-0.006211,-0.126638,-0.016595,54694931.666667,61937039.000000,66750274.750000,0.810991,16.190000,16.813500,17.613750,-0.172441,5,False,False,False,True,-0.087128
AFRM,Affirm Holdings Inc.,Fintech,2026-05-07,123,0.004174,0.047915,0.069546,0.374413,5212030.000000,5225478.000000,5181639.500000,1.185260,66.874001,65.414000,62.804000,-0.030247,6,True,True,False,False,0.109056
NFLX,Netflix Inc.,Consumer Platforms,2026-05-07,123,-0.030433,-0.057259,-0.049235,-0.135228,40600723.333333,35627574.000000,42896328.500000,0.650603,89.497998,90.930000,95.401500,-0.061105,3,False,False,False,False,-0.024812
UBER,Uber Technologies Inc.,Consumer Platforms,2026-05-07,123,0.037874,0.028414,0.027175,0.068514,28928681.333333,22304368.800000,16387987.200000,1.438800,75.580000,75.200000,75.182000,-0.043530,5,True,False,False,False,0.051598
ABNB,Airbnb Inc.,Consumer Platforms,2026-05-07,123,0.011522,0.000712,-0.009939,0.087488,4632953.000000,3917431.800000,3435917.950000,1.862984,140.118002,140.415001,139.322000,-0.027727,7,True,False,False,False,0.014484
DASH,DoorDash Inc.,Consumer Platforms,2026-05-07,123,-0.007070,0.016010,-0.031921,0.108703,8748883.000000,6722269.800000,4580882.450000,2.496800,170.774002,171.466000,173.253751,-0.060188,3,False,False,False,False,-0.007498
SPOT,Spotify Technology S.A.,Consumer Platforms,2026-05-07,123,-0.024711,-0.042817,-0.171551,-0.121635,3024459.000000,2422915.400000,2347098.850000,0.820024,430.396002,449.012003,483.941000,-0.190097,5,False,False,False,True,-0.147128
PINS,Pinterest Inc.,Consumer Platforms,2026-05-07,123,0.033573,0.096134,0.088934,0.201226,39505989.666667,34466233.800000,18198918.450000,1.510533,21.212000,20.558000,20.105000,-0.050269,6,True,True,True,False,0.113356
JNJ,Johnson & Johnson,Defensive Healthcare,2026-05-07,123,-0.007538,-0.031934,-0.035292,-0.077908,6770155.000000,7077853.000000,7838543.250000,0.863868,224.813998,226.189999,229.970500,-0.031934,3,False,False,False,False,-0.021848
MRK,Merck & Co. Inc.,Defensive Healthcare,2026-05-07,123,-0.007161,0.028577,-0.020241,-0.084610,6516883.333333,7832690.000000,9411947.500000,0.465807,112.856001,111.657001,114.385000,-0.024307,5,False,False,False,False,-0.006797
PFE,Pfizer Inc.,Defensive Healthcare,2026-05-07,123,0.006844,-0.008240,-0.007124,-0.027186,45635553.000000,40161751.800000,35612902.950000,1.092117,26.418000,26.532000,26.848000,-0.027407,4,False,False,False,False,0.006320
ABBV,AbbVie Inc.,Defensive Healthcare,2026-05-07,123,-0.026182,-0.040744,0.008758,-0.037704,5030282.333333,5202649.400000,6757907.350000,0.489848,205.722003,203.760004,204.660017,-0.040744,4,False,False,False,False,0.022202
UNH,UnitedHealth Group Inc.,Defensive Healthcare,2026-05-07,123,-0.002724,-0.001997,0.042814,0.204718,6111736.000000,5639501.600000,8173045.400000,0.630207,368.083997,365.801999,346.109499,-0.018557,6,False,False,False,False,0.056257
MDT,Medtronic plc,Defensive Healthcare,2026-05-07,123,-0.004342,-0.037174,-0.069579,-0.113184,10270347.666667,10042668.600000,9387062.150000,1.065982,78.330000,80.013000,82.820501,-0.068651,2,False,False,False,False,-0.056135
PG,Procter & Gamble Co.,Defensive Staples,2026-05-07,123,0.018407,-0.007003,0.009950,0.003408,7970027.333333,8073536.400000,8832584.100000,0.775117,145.907996,146.883997,144.998676,-0.038547,7,False,False,False,False,-0.001834
KO,The Coca-Cola Company,Defensive Staples,2026-05-07,123,0.003069,-0.004190,0.028186,0.003198,13837547.333333,13359088.400000,14052417.100000,1.125418,78.582002,78.096001,76.903001,-0.015529,5,False,False,False,False,0.016402
PEP,PepsiCo Inc.,Defensive Staples,2026-05-07,123,0.010997,-0.013881,0.003789,-0.007620,5285208.333333,5126745.000000,5862646.250000,0.743508,155.857999,155.889999,155.993000,-0.024607,5,False,False,False,False,-0.007995
WMT,Walmart Inc.,Defensive Staples,2026-05-07,123,-0.000998,-0.013113,-0.013861,0.008286,13720431.333333,12396578.800000,16091924.700000,0.879478,130.600000,129.803998,128.551999,-0.017934,4,False,False,False,False,-0.025644
COST,Costco Wholesale Corporation,Defensive Staples,2026-05-07,123,-0.000721,-0.000987,-0.000839,-0.017927,1884620.000000,1728592.000000,1791558.000000,0.881054,1009.743994,1005.781165,999.554904,-0.020336,5,False,False,False,False,-0.012623
CL,Colgate-Palmolive Company,Defensive Staples,2026-05-07,123,0.023310,0.023430,0.043478,0.021652,5289065.000000,5885619.000000,5453179.750000,0.915007,86.896002,85.882001,84.625422,-0.021659,6,True,True,False,False,0.031694
SPY,SPDR S&P 500 ETF Trust,Market ETFs,2026-05-07,123,0.018899,0.017978,0.032649,0.075995,45043341.000000,46026084.600000,50032051.150000,0.897583,725.568018,719.888007,710.155005,-0.005020,6,True,True,False,False,0.000611
QQQ,Invesco QQQ Trust,Market ETFs,2026-05-07,123,0.032784,0.040734,0.066808,0.138891,39282065.666667,38312159.400000,39668334.850000,1.057937,683.870007,673.432001,655.787497,-0.010057,7,True,True,False,False,0.034770
IWM,iShares Russell 2000 ETF,Market ETFs,2026-05-07,123,0.015762,0.015433,0.024463,0.077493,25389313.333333,26747388.000000,26966072.000000,1.037394,281.756000,278.653000,275.030002,-0.018258,6,True,True,False,False,-0.007575
DIA,SPDR Dow Jones Industrial Average ETF Trust,Market ETFs,2026-05-07,123,0.012971,-0.001490,0.005903,0.029509,3950956.333333,3913173.800000,4072908.450000,1.018773,494.499994,493.327997,490.857227,-0.014276,3,False,False,False,False,-0.026135
VTI,Vanguard Total Stock Market ETF,Market ETFs,2026-05-07,123,0.017572,0.016997,0.029731,0.073781,3334263.000000,3353437.800000,3335244.450000,1.045287,357.664001,354.791998,350.257997,-0.006581,6,True,True,False,False,-0.002307
VOO,Vanguard S&P 500 ETF,Market ETFs,2026-05-07,123,0.018815,0.018105,0.032675,0.076029,5652363.000000,5669197.800000,5793309.450000,0.942982,667.027991,661.813995,652.842496,-0.004958,6,True,True,False,False,0.000637
