ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,forward_pe,earnings_growth,peg_ratio,peg_rating,peg_status,peg_note,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-09-17,251,0.062404,0.055770,0.072165,0.070153,0.032871,0.209786,0.466378,0.360494,5474212.000000,5346887.200000,4873541.800000,1.445034,195.461996,193.940999,193.033499,-0.059021,7,True,True,False,False,-0.012485,infrastructure_leader,5,0.033655,-0.052114,0.883755,38.666504,0.357000,1.083095,fair,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,strong_uptrend,too_extended,7042436,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-09-17,251,0.017271,-0.026522,-0.059021,-0.074524,-0.113711,-0.239407,-0.087305,0.702924,5394267.000000,6371080.200000,5205020.050000,0.949084,241.979398,256.077580,257.949940,-0.193111,6,False,False,False,True,-0.143672,infrastructure_leader,5,-0.063811,-0.357841,0.433599,26.472317,0.530000,0.499478,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,reasonable_pullback,reasonable_pullback,falling_knife,avoid_for_now,4940001,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-09-17,251,0.101295,0.161423,0.195449,0.344761,0.255521,0.405543,2.962173,3.510620,10701227.333333,11150196.400000,9801284.100000,0.935080,559.354004,541.305005,497.006503,-0.058189,8,True,True,False,True,0.110799,challenger,5,0.183888,0.000000,1.000000,20.521791,2.729000,0.075199,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,very_extended,very_extended,very_extended,overextended,too_extended,9164982,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-09-17,251,0.101606,0.105397,0.177696,0.148880,0.096068,0.266390,1.861743,1.455780,24043430.666667,28477898.400000,25635494.600000,0.967553,58.220000,56.769000,54.839500,-0.107586,7,True,True,False,True,0.093046,non_leader,5,0.113066,-0.016911,0.975221,13.277329,4.102000,0.032368,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,avoid_for_now,24803692,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-09-17,251,0.098258,0.079454,0.090540,0.103062,0.078589,0.452484,0.329489,-0.121680,40095175.666667,41334145.400000,37923351.350000,1.639336,37.935999,38.371000,37.750000,-0.114754,6,True,False,False,True,0.005890,challenger,5,0.068874,-0.312372,0.519528,7.576155,4.347000,0.017428,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,avoid_for_now,62169127,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-09-17,251,0.041459,0.000758,0.047614,-0.035816,-0.050704,0.002020,0.141626,0.115159,2367406.666667,2384264.000000,1910641.000000,1.362014,403.637994,407.265997,407.336002,-0.077509,6,False,False,False,False,-0.037036,infrastructure_leader,5,0.005214,-0.109792,0.655901,25.379316,-0.159000,,unavailable,invalid_growth,Yahoo Finance earningsGrowth is zero or negative.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,research_candidate,2602320,ok,資料日期與本次市場日期一致。
NBIS,Nebius Group N.V.,AI Infrastructure,2026-09-17,251,0.027334,-0.044365,0.068107,-0.026396,-0.122529,-0.223986,0.838647,1.316086,18333745.666667,15990927.400000,15396571.850000,1.987088,214.294000,222.083002,217.224500,-0.149705,5,False,False,False,True,-0.016543,emerging_leader,4,0.003524,-0.239632,0.677192,-66.399635,,,unavailable,missing_pe,Yahoo Finance forwardPE is missing or not positive.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,avoid_for_now,30594337,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-09-17,251,0.039723,0.004488,-0.021499,0.009310,-0.000703,0.072980,0.218633,0.247535,92489683.666667,99759270.200000,129741592.550000,0.715621,214.931998,220.021486,218.435421,-0.083191,5,True,False,False,True,-0.053939,core_leader,5,0.004141,-0.067441,0.774711,14.046848,1.278000,0.109913,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,early_recovery,avoid_for_now,92845751,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-09-17,251,0.104741,0.082387,0.192601,0.168668,0.125312,0.063632,1.732829,2.451685,22594079.000000,22323707.400000,18219726.850000,1.554938,514.266010,503.550003,486.235500,-0.053138,7,False,True,True,False,0.160161,challenger,5,0.121041,-0.061662,0.915423,35.007442,1.595000,0.219482,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,extended,extended,strong_uptrend,not_eligible_industry,28330537,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-09-17,251,0.007484,-0.037497,-0.054297,-0.041878,-0.086053,-0.114661,0.103344,0.013015,23636647.333333,24947928.400000,25547792.100000,0.899238,346.557996,354.161996,359.638998,-0.079471,5,False,False,False,False,-0.086737,core_leader,5,-0.034309,-0.277676,0.289326,17.916922,2.153000,0.083218,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,reasonable_pullback,reasonable_pullback,sideways_base,not_eligible_industry,22973542,ok,資料日期與本次市場日期一致。
