industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,6,6,-0.093303,-0.126322,0.078066,0.197075,0.179986,0.586964,0.657905,1.102948,16987033.555556,18071600.133333,18540880.033333,1.034718,229.554333,228.743832,214.624750,-0.139590,5.000000,0.000000,0.500000,0.000000,0.000000,0.166667,0.141667,0.000000,5,-0.078477,True,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.023172,-0.040882,0.036207,0.050909,0.006895,0.094473,-0.043855,-0.043003,5414520.666667,5369722.400000,5595037.266667,1.049757,122.350668,126.838502,118.854168,-0.096807,5.000000,0.166667,0.666667,0.000000,0.000000,0.333333,0.233333,8.000000,0,0.032877,False,momentum_leader,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.075459,-0.121871,0.086152,0.151744,0.137866,0.206735,-0.111330,0.052755,14485238.375000,14928253.025000,16997019.506250,0.827620,239.625749,242.013124,226.813555,-0.158321,4.250000,0.000000,0.750000,0.000000,0.000000,0.000000,0.187500,6.000000,3,0.010685,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Consumer Hardware,1,1,-0.066446,-0.078204,-0.057665,-0.007278,-0.008531,0.114970,0.044156,0.439299,71063289.333333,61779133.600000,50458533.400000,1.385896,304.184003,307.785004,304.558000,-0.078204,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.100000,3.000000,0,-0.062632,False,weak,none,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.019866,-0.010409,-0.020425,-0.012736,-0.030750,0.000963,-0.100165,-0.054937,20715661.111111,21538176.666667,19318715.833333,0.938572,241.666968,245.556010,244.934836,-0.066321,4.222222,0.222222,0.333333,0.000000,0.000000,0.000000,0.127778,6.000000,0,0.021543,False,weak,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.072081,-0.121959,0.000376,0.195618,0.194672,0.382568,0.181351,0.084453,4982043.277778,5760402.633333,6098983.991667,0.853190,230.750664,233.594665,221.851166,-0.145999,3.833333,0.000000,0.666667,0.000000,0.000000,0.166667,0.183333,2.000000,0,-0.006406,False,neutral,none,unclear,unclear,needs_review
Defense,7,7,0.007507,0.016024,-0.015612,0.000521,0.002282,-0.183505,0.008497,0.196182,1499731.238095,1495421.600000,1651677.542857,0.707809,329.378731,331.678191,333.368408,-0.054500,4.000000,0.857143,0.428571,0.000000,0.000000,0.000000,0.278571,11.000000,0,0.020830,False,momentum_leader,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.165086,-0.193621,0.007834,0.034403,0.056865,-0.178533,-0.070910,1.331872,15340579.066667,17779119.440000,24023954.860000,0.709882,55.566199,57.685300,53.375900,-0.213519,4.400000,0.000000,0.200000,0.000000,0.000000,0.000000,0.050000,-2.000000,0,-0.047267,False,momentum_leader,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.013006,0.059044,0.038813,0.072121,0.072246,0.058731,0.087796,0.299266,13161758.444444,13638168.400000,12585301.266667,0.888407,179.704001,176.702000,175.713528,-0.031544,5.166667,1.000000,0.666667,0.166667,0.000000,0.000000,0.408333,16.000000,1,0.011591,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.027904,0.028391,-0.002193,-0.008359,-0.023301,-0.034871,0.081428,0.066651,11995816.500000,11850216.566667,11095815.808333,0.964641,256.611864,256.915859,264.818248,-0.055161,5.000000,0.833333,0.500000,0.000000,0.000000,0.166667,0.308333,14.000000,0,0.011800,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
