industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.048908,0.062717,0.048972,0.148365,0.223081,0.345457,0.998597,1.222274,15702408.333333,23119027.857143,18448414.821429,0.914922,254.402570,244.919317,232.543590,-0.080066,4.714286,0.571429,0.857143,0.142857,0.000000,0.000000,0.364286,0.000000,0,-0.071332,False,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.011874,-0.001026,0.036540,0.052158,0.059178,0.276937,0.547349,0.144098,5816144.277778,6642773.233333,8295165.808333,0.788619,89.175334,91.941501,96.905417,-0.110005,5.166667,0.500000,0.666667,0.500000,0.000000,0.166667,0.408333,10.000000,0,0.008759,False,neutral,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.052554,-0.015071,0.016603,0.198096,0.175370,0.264194,0.344183,0.182425,10745575.916667,12114250.550000,15394948.887500,0.721096,272.236875,268.438187,250.111219,-0.080991,4.625000,0.125000,0.625000,0.000000,0.000000,0.000000,0.181250,-3.000000,0,0.005427,False,neutral,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.015626,0.016792,0.002965,-0.053221,-0.049887,0.041826,0.176987,0.349650,37666846.666667,39001528.000000,52115642.000000,0.894201,305.812000,307.816284,316.312579,-0.034530,6.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.450000,7.000000,0,0.025454,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.013405,-0.020212,0.019221,0.060209,0.058343,0.073320,0.197904,-0.033570,14678265.629630,14713186.044444,19591922.622222,0.913810,250.885665,251.220499,246.359416,-0.055422,5.222222,0.444444,0.555556,0.222222,0.111111,0.222222,0.327778,5.000000,0,0.012131,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.055428,-0.017467,0.026960,0.064602,0.040915,0.438263,0.769196,0.592807,3653081.222222,3696402.066667,4466078.016667,0.792904,188.382667,186.030833,176.037083,-0.064567,5.000000,0.166667,0.833333,0.166667,0.000000,0.000000,0.283333,-2.000000,0,0.009367,False,neutral,none,unclear,unclear,needs_review
Defense,7,7,0.002568,0.002610,0.031161,0.163062,0.150646,0.099943,-0.065172,0.180104,1353992.666667,1338169.885714,1721410.328571,0.761550,364.249782,362.179363,353.787587,-0.025239,5.857143,0.714286,0.714286,0.571429,0.000000,0.000000,0.464286,5.000000,0,0.017338,False,momentum_leader,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.022739,-0.048930,0.082682,0.161794,0.250763,0.028907,-0.247797,0.292175,19960668.400000,21558377.040000,19840917.260000,0.761843,54.772600,53.912900,49.099650,-0.082159,6.000000,0.200000,1.000000,0.200000,0.000000,0.000000,0.340000,1.000000,7,-0.043683,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.014092,0.023798,0.047199,0.051172,0.058995,0.158224,0.128828,0.340199,9278118.166667,9737450.900000,11799315.225000,0.772126,194.525332,193.533499,194.752943,-0.017220,6.666667,0.833333,0.833333,0.833333,0.000000,0.000000,0.583333,13.000000,0,0.018347,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.002319,0.008887,0.006351,0.031300,0.022620,-0.025459,-0.042609,0.069002,7938977.666667,7985979.933333,9804194.983333,0.894135,255.945331,254.987499,254.387117,-0.018145,5.500000,0.666667,0.666667,0.333333,0.000000,0.000000,0.383333,7.000000,0,0.014496,False,neutral,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,-0.009089,0.012199,0.029082,-0.110997,-0.088481,-0.178346,-0.179626,0.022957,32862617.666667,32399010.600000,39156947.650000,0.692435,337.181995,331.925995,325.522998,-0.015925,5.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.450000,3.000000,0,-0.013248,False,momentum_leader,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.070129,-0.069701,-0.158931,-0.157448,-0.132067,-0.320405,-0.257923,-0.012735,2499207.666667,2463024.600000,3590138.150000,0.762216,61.602800,61.315700,60.978150,-0.107430,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.000000,0,-0.078974,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,-0.046330,-0.012480,-0.027522,-0.039748,-0.015762,0.119895,0.251660,-0.156746,13847573.666667,14124220.866667,18600370.216667,0.829577,80.027333,79.779083,79.872250,-0.055036,3.833333,0.333333,0.166667,0.000000,0.000000,0.166667,0.125000,0.000000,0,-0.023648,False,weak,none,unclear,unclear,needs_review
Market ETFs,8,8,-0.014981,-0.003173,-0.002541,0.023508,0.038432,0.061741,0.172444,0.309877,12336685.500000,12098222.550000,15458997.875000,0.969124,461.085250,459.970001,451.615188,-0.017114,3.875000,0.125000,0.250000,0.125000,0.000000,0.250000,0.143750,-1.000000,0,-0.012518,False,weak,none,unclear,unclear,needs_review
Nuclear,8,8,-0.068473,-0.064869,-0.018410,0.015488,0.069643,-0.113324,-0.239071,-0.176693,6542202.958333,6803054.275000,7636812.318750,0.861242,98.736250,98.028500,96.585125,-0.080953,4.125000,0.000000,0.375000,0.000000,0.000000,0.000000,0.093750,-10.000000,0,-0.072462,False,weak,none,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,-0.019120,0.015654,0.057526,0.242467,0.288551,-0.105253,0.329717,0.198913,15434786.000000,17921431.600000,20790362.900000,0.688192,45.480000,43.745000,39.680500,-0.058070,5.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.450000,-1.000000,3,-0.085686,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Renewables,5,5,-0.058558,-0.070572,-0.042162,-0.050815,-0.049532,-0.203252,-0.141271,0.161524,2544195.600000,2446433.360000,3254937.340000,0.853401,297.614804,294.650402,287.527401,-0.103833,4.800000,0.000000,0.400000,0.000000,0.000000,0.000000,0.100000,-10.000000,0,-0.054166,False,weak,none,unclear,unclear,needs_review
Robotics Automation,6,6,-0.016867,-0.008594,-0.037728,0.080348,0.107962,0.073396,0.082370,0.544497,1694746.944444,1814974.833333,2134375.375000,0.834774,289.218523,285.277386,273.125486,-0.080902,4.500000,0.333333,0.333333,0.000000,0.000000,0.000000,0.150000,-8.000000,0,-0.058621,False,weak,none,unclear,unclear,needs_review
Semiconductors,18,18,-0.032872,-0.010889,-0.019588,-0.054080,-0.006189,0.030312,0.499829,1.379214,20817873.629630,21700005.288889,24890829.100000,1.041935,400.940371,394.560166,386.670427,-0.062085,5.000000,0.333333,0.222222,0.111111,0.000000,0.111111,0.161111,-10.000000,0,-0.055277,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Space,11,11,-0.020561,-0.012668,0.103847,0.190139,0.254667,-0.196191,0.419701,0.993147,7237827.909091,7736749.472727,7779779.186364,0.818585,35.773455,35.216727,32.735955,-0.064238,5.363636,0.090909,0.727273,0.090909,0.000000,0.000000,0.222727,0.000000,9,-0.059716,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Telecom Infrastructure,1,1,-0.016098,0.100636,0.047379,-0.022578,0.030754,-0.243814,0.423288,1.467934,87586185.000000,98111891.000000,90996627.750000,1.154954,10.562000,9.975000,9.649500,-0.046973,5.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.450000,0.000000,0,-0.080087,False,momentum_leader,none,unclear,unclear,needs_review
