industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,6,6,-0.094622,-0.178358,-0.002226,0.118556,0.102667,0.463032,0.533499,0.988882,24413497.166667,21878824.966667,19997346.241667,1.419699,222.958333,228.604166,214.955166,-0.202627,4.500000,0.000000,0.333333,0.000000,0.000000,0.333333,0.116667,-4.000000,0,-0.052036,False,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.024797,-0.027096,-0.021372,0.023563,0.022160,0.073526,-0.066128,-0.074882,5601007.500000,5500281.166667,5632548.625000,0.881634,119.576002,125.343002,118.798418,-0.110288,4.166667,0.333333,0.500000,0.166667,0.000000,0.000000,0.233333,5.000000,0,0.013786,False,momentum_leader,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.039462,-0.076886,0.087539,0.155908,0.143540,0.178571,-0.124042,0.055630,14186051.708333,14520093.525000,17079257.131250,0.755225,236.022498,243.632999,228.036000,-0.167928,4.375000,0.000000,0.750000,0.000000,0.000000,0.125000,0.200000,5.000000,4,0.044985,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Consumer Hardware,1,1,-0.051279,-0.060208,-0.061991,-0.010923,-0.003758,0.119009,0.051213,0.472667,65737005.000000,61478123.000000,50637710.750000,0.972353,300.447998,305.858002,304.397000,-0.078204,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0,0.017996,False,weak,none,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.019508,-0.016326,-0.044045,-0.028433,-0.025991,-0.012606,-0.106521,-0.068263,19305721.629630,20713281.866667,19407274.911111,0.950247,240.324175,243.829477,244.695954,-0.075710,3.888889,0.333333,0.111111,0.000000,0.000000,0.000000,0.094444,7.000000,0,-0.005917,False,weak,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.037202,-0.082330,0.085915,0.201490,0.188630,0.377328,0.184219,0.081169,4587255.444444,4970746.600000,6107755.816667,0.655174,225.852665,234.497498,223.471166,-0.149488,4.500000,0.000000,0.833333,0.000000,0.000000,0.000000,0.208333,8.000000,1,0.039629,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defense,7,7,-0.012583,0.011823,-0.026723,-0.032663,-0.016159,-0.196426,-0.020120,0.175534,1577225.238095,1582632.285714,1653952.357143,0.701154,330.454859,330.948950,332.887339,-0.055705,3.857143,0.857143,0.142857,0.000000,0.000000,0.000000,0.207143,13.000000,0,-0.004201,False,momentum_leader,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.093343,-0.149525,-0.069579,0.012020,-0.001797,-0.212459,-0.113051,1.432162,13052778.600000,15105863.160000,24023226.790000,0.507540,54.421799,57.424500,53.396200,-0.240643,3.600000,0.000000,0.200000,0.000000,0.000000,0.000000,0.050000,-11.000000,0,0.044096,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,-0.002303,0.043861,0.026649,0.045622,0.065183,0.051116,0.090706,0.288677,12495512.222222,13578374.000000,12631602.666667,0.842822,181.720001,177.413833,176.159798,-0.029043,4.500000,1.000000,0.666667,0.166667,0.000000,0.000000,0.408333,11.000000,2,-0.015183,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.021239,0.043595,0.000702,-0.007207,0.007416,-0.007131,0.112928,0.092829,10756194.444444,11856683.333333,11204314.166667,0.954050,258.187666,256.616496,264.459839,-0.048163,5.166667,1.000000,0.500000,0.166667,0.000000,0.333333,0.400000,17.000000,0,0.015204,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,-0.024067,-0.099386,-0.133459,-0.119645,-0.142494,-0.064318,-0.131921,0.168980,53099872.333333,51608623.400000,47652915.850000,1.031753,399.334003,413.788004,419.892999,-0.136870,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0,-0.035526,False,weak,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.083407,-0.200983,-0.188699,0.086555,0.039124,0.152154,0.244775,1.113173,5693495.133333,5257565.080000,6172700.270000,0.930848,82.505601,86.985201,84.148700,-0.253930,3.200000,0.000000,0.200000,0.000000,0.000000,0.400000,0.090000,-15.000000,0,-0.001412,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,-0.000280,-0.033695,-0.040318,-0.062422,-0.080367,-0.017873,-0.257800,-0.099869,23950099.277778,24009376.233333,22671587.391667,0.921666,72.437667,75.684535,76.526368,-0.138850,4.666667,0.166667,0.166667,0.000000,0.000000,0.166667,0.091667,7.000000,0,0.042246,False,weak,none,unclear,unclear,needs_review
Market ETFs,8,8,-0.012901,-0.041439,-0.032633,-0.002560,-0.010931,0.125246,0.142213,0.319652,24780836.916667,24981639.825000,18558767.662500,1.147659,441.766000,447.028998,444.063124,-0.049248,5.500000,0.000000,0.000000,0.000000,0.000000,0.375000,0.037500,4.000000,0,-0.007975,False,weak,none,unclear,unclear,needs_review
Nuclear,8,8,-0.099364,-0.182910,-0.190226,-0.220119,-0.257256,-0.199357,-0.329650,-0.100727,9583787.208333,9721569.825000,9640407.456250,1.137100,96.494124,101.928687,102.730916,-0.254254,4.125000,0.000000,0.000000,0.000000,0.000000,0.250000,0.025000,-8.000000,0,0.012186,False,weak,none,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,-0.002642,-0.170013,-0.134098,0.013603,-0.004570,0.652466,0.041759,0.426448,29033955.666667,31887633.400000,31816398.350000,0.734086,59.712000,64.968000,60.806500,-0.214236,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-13.000000,0,0.036009,False,weak,none,unclear,unclear,needs_review
Renewables,5,5,-0.101147,-0.165085,-0.137785,-0.056892,-0.069424,0.092172,0.142501,0.549176,3205356.666667,3378438.000000,2998186.500000,1.216703,294.826003,304.809601,308.712337,-0.190348,3.400000,0.000000,0.000000,0.000000,0.000000,0.600000,0.060000,-9.000000,0,-0.032092,False,weak,none,unclear,unclear,needs_review
Robotics Automation,6,6,-0.038620,-0.092543,-0.103070,-0.085155,-0.072267,0.024280,0.095916,0.710900,1940885.111111,2033667.733333,2154386.100000,0.865984,263.485997,266.748916,266.595334,-0.112371,4.166667,0.166667,0.000000,0.000000,0.000000,0.000000,0.033333,2.000000,0,-0.044050,False,weak,none,unclear,unclear,needs_review
Semiconductors,18,18,-0.003486,-0.112358,-0.031181,0.068109,0.037016,0.643423,0.800354,1.646917,34268659.425926,35846757.877778,32436748.636111,1.036239,512.057892,515.411175,491.888767,-0.146987,4.944444,0.111111,0.333333,0.111111,0.111111,0.277778,0.183333,-1.000000,0,-0.047341,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Space,11,11,-0.067747,-0.141520,-0.271226,0.014230,-0.035675,0.503563,1.041763,1.701496,14894471.878788,17053052.218182,19918472.145455,0.671156,42.131455,46.674091,47.052727,-0.348465,3.454545,0.090909,0.090909,0.000000,0.000000,0.090909,0.050000,-12.000000,0,0.063217,False,weak,none,unclear,unclear,needs_review
