industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.038120,-0.091870,0.011851,-0.031229,0.051231,0.697138,0.891295,1.299765,19142853.523810,18244606.400000,23140393.742857,0.776541,234.003715,236.725242,233.211766,-0.125443,5.142857,0.000000,0.714286,0.000000,0.000000,0.000000,0.178571,-5.000000,0,-0.024863,False,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.054436,0.072051,0.053202,0.050829,0.058544,0.359947,-0.003787,-0.031806,7389316.944444,6885216.833333,7211835.041667,0.846969,110.865165,112.673582,117.042625,-0.074018,4.500000,1.000000,0.666667,0.333333,0.166667,0.166667,0.500000,1.000000,0,0.038277,False,momentum_leader,none,unclear,unclear,needs_review
Cloud Software,8,8,0.055117,0.045064,-0.028749,-0.131467,-0.056085,0.279653,-0.119253,-0.049977,25254876.458333,21791743.375000,18653439.593750,0.870350,208.911500,213.465125,227.092859,-0.123906,3.500000,0.875000,0.250000,0.000000,0.000000,0.000000,0.237500,6.000000,0,0.042557,False,early_recovery,none,unclear,unclear,needs_review
Consumer Hardware,1,1,-0.038692,-0.051412,-0.032254,-0.097161,-0.098461,0.133439,0.030873,0.378650,144177681.000000,107525168.600000,66669337.150000,0.957348,285.609991,291.467999,296.772501,-0.080504,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0,-0.003662,False,weak,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.031453,0.041098,0.042191,-0.008607,-0.020371,0.123957,-0.086527,-0.077069,36931459.259259,32160031.111111,24989704.444444,0.907574,230.851777,233.956444,237.062071,-0.074176,4.777778,0.888889,0.555556,0.222222,0.000000,0.111111,0.383333,8.000000,0,0.049185,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.120918,0.140209,0.129811,0.092946,0.221406,0.851177,0.452568,0.215723,5150231.944444,4424699.166667,5373108.125000,1.066506,237.902002,234.184667,234.481583,-0.037931,6.500000,1.000000,1.000000,0.833333,0.000000,0.333333,0.691667,3.000000,2,0.079302,False,momentum_leader,none,unclear,unclear,needs_review
Defense,7,7,-0.001050,0.000915,-0.069341,-0.072357,-0.081020,-0.174401,-0.108732,0.089075,1886101.523810,1832749.485714,1882341.657143,0.757407,315.808571,322.251286,326.524986,-0.083518,4.000000,0.571429,0.142857,0.142857,0.000000,0.000000,0.185714,-6.000000,0,0.017896,False,early_recovery,none,unclear,unclear,needs_review
Defense Drones,5,5,0.022764,-0.071675,-0.146562,-0.318141,-0.327403,-0.149726,-0.246284,0.742937,20775922.000000,18389605.200000,17297164.300000,0.950925,42.298199,45.795800,50.653450,-0.201068,3.800000,0.000000,0.000000,0.000000,0.000000,0.200000,0.020000,-1.000000,0,0.086911,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.049251,0.062976,0.044345,0.093392,0.081134,0.146404,0.128892,0.375729,20053205.500000,20210993.300000,15991843.325000,0.806507,189.422751,184.717493,181.605310,-0.038242,6.000000,0.833333,0.833333,0.833333,0.000000,0.000000,0.583333,4.000000,0,-0.014776,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.011620,0.007526,-0.016036,0.010660,-0.011165,0.010571,0.084362,0.072904,14011335.777778,12702134.800000,12037992.033333,0.786115,255.431666,256.834667,256.892842,-0.037035,4.500000,0.500000,0.333333,0.166667,0.000000,0.000000,0.225000,-6.000000,0,0.000075,False,early_recovery,none,defensive_rotation,defensive_rotation,inferred
