ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,forward_pe,earnings_growth,peg_ratio,peg_rating,peg_status,peg_note,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-06-05,251,-0.120116,-0.032608,0.038226,0.088325,0.049028,0.160885,0.207121,0.586324,9100532.000000,9287479.200000,11473849.800000,0.785952,168.131998,162.174998,152.266499,-0.120116,6,False,False,False,True,-0.171468,infrastructure_leader,5,0.013158,-0.131998,0.743551,34.671078,0.250000,1.386843,fair,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,avoid_for_now,9017896,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-06-05,251,-0.101587,-0.048145,-0.070779,-0.116173,-0.162738,0.243203,0.680353,1.608196,5763714.333333,5706108.600000,5848667.150000,1.246018,322.750006,321.479001,335.420003,-0.101587,4,False,False,False,True,-0.280473,infrastructure_leader,5,-0.104078,-0.201260,0.717351,34.006695,1.357000,0.250602,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,7287543,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-06-05,251,-0.094002,-0.063006,0.560087,0.712729,0.651549,1.700780,1.973442,2.519884,12026275.666667,14589305.400000,12039651.350000,0.793239,427.757996,378.233997,311.577497,-0.153597,7,False,False,False,True,0.350393,challenger,5,0.265785,-0.153597,0.800107,18.487364,2.825000,0.065442,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,very_extended,neutral,very_extended,overextended,too_extended,9550327,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-06-05,251,-0.123776,0.143123,0.448337,0.656566,0.620020,1.343457,1.237873,1.785459,43157097.333333,79653378.400000,37217054.600000,0.959979,52.238000,45.528001,39.020000,-0.123776,6,False,True,False,True,0.238643,non_leader,5,0.260892,-0.123776,0.821500,12.254109,,,unavailable,missing_growth,Yahoo Finance earningsGrowth is missing.,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,very_extended,extended,very_extended,overextended,avoid_for_now,35727592,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-06-05,251,-0.170022,-0.096550,0.244471,0.238549,0.201385,0.329927,0.236342,0.002166,43549568.666667,47190961.200000,42446035.300000,1.104188,46.602000,43.127000,37.867500,-0.170022,7,False,False,False,True,0.034777,challenger,5,0.099624,-0.314116,0.525386,12.849551,3.260000,0.039416,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,extended,neutral,extended,overextended,too_extended,46868406,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-06-05,251,-0.051913,-0.011633,0.037823,-0.005301,-0.057799,0.145283,0.186853,0.208432,2070250.666667,2124910.400000,2569937.600000,0.844049,410.691992,405.684998,400.416000,-0.059994,5,False,False,False,False,-0.171871,infrastructure_leader,5,-0.011178,-0.083083,0.695563,25.184332,-0.094000,,unavailable,invalid_growth,Yahoo Finance earningsGrowth is zero or negative.,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,research_candidate,2169152,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-06-05,251,-0.078453,-0.027474,-0.064557,-0.029130,-0.011986,0.154820,0.143502,0.449248,181859892.666667,190358655.600000,177627078.900000,1.214063,216.983887,215.185594,218.874101,-0.084779,3,False,False,False,True,-0.098910,core_leader,5,-0.062932,-0.128960,0.676769,16.172209,2.145000,0.075395,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,215650478,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-06-05,251,-0.105764,-0.096338,0.037345,0.141801,0.106766,1.423635,1.143290,3.013943,34756825.333333,32374575.200000,34227188.800000,1.336638,512.754004,506.490005,473.934003,-0.140345,5,False,False,False,True,0.002993,challenger,5,-0.015939,-0.140345,0.821418,35.850483,0.912000,0.393097,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,overextended,too_extended,45749376,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-06-05,251,-0.199016,-0.136625,-0.069566,-0.065033,-0.093339,0.169629,0.017521,0.574760,60316481.666667,49968429.000000,27475152.250000,1.814135,445.082007,435.677002,429.019002,-0.199016,5,False,False,False,True,-0.103918,core_leader,5,-0.100902,-0.199016,0.599421,20.090816,0.854000,0.235255,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,49843645,ok,資料日期與本次市場日期一致。
TSM,Taiwan Semiconductor Manufacturing Co. Ltd.,Semiconductors,2026-06-05,251,-0.070563,-0.007838,0.019698,0.002463,-0.010322,0.228540,0.412976,1.048504,13408840.666667,13682964.400000,13039566.100000,1.457658,435.820007,426.198004,414.734001,-0.070563,6,False,False,False,False,-0.014654,core_leader,5,0.001051,-0.070563,0.870830,21.259285,0.584000,0.364029,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,sideways_base,too_extended,19007222,ok,資料日期與本次市場日期一致。
