ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,industry_regime,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ASML,ASML Holding N.V.,Semiconductors,2026-05-13,251,-0.006558,0.023849,0.134497,0.069690,1904663.333333,1945798.000000,1754669.500000,0.955103,1555.389990,1501.682996,1466.555133,-0.044648,5,False,False,False,False,-0.060601,infrastructure_leader,5,0.078432,-0.006558,0.988477,exhaustion,neutral,very_extended,very_extended,overextended,not_eligible_industry,1675890,ok,資料日期與本次市場日期一致。
MU,Micron Technology Inc.,Semiconductors,2026-05-13,251,0.076084,0.205584,0.550033,0.761458,66149909.333333,62221625.600000,46130721.400000,1.164817,751.796008,670.159009,576.246008,-0.036149,7,False,True,False,True,0.354934,specialist,5,0.394595,0.000000,1.000000,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,53733828,ok,資料日期與本次市場日期一致。
QCOM,Qualcomm Incorporated,Semiconductors,2026-05-13,251,-0.027021,0.106974,0.366474,0.602180,36738800.000000,39831720.000000,27894175.000000,0.937554,216.529999,198.674001,170.281001,-0.114596,7,False,True,False,True,0.171376,specialist,5,0.251872,-0.102555,0.785299,exhaustion,very_extended,neutral,very_extended,overextended,not_eligible_industry,26152300,ok,資料日期與本次市場日期一致。
INTC,Intel Corporation,Semiconductors,2026-05-13,251,-0.037064,0.064419,0.269551,0.852325,155484687.333333,163367052.400000,155746178.100000,0.734856,120.976001,111.592001,93.186500,-0.070689,5,False,False,False,True,0.074453,challenger,5,0.290852,-0.070689,0.916916,exhaustion,very_extended,extended,very_extended,overextended,not_eligible_industry,114451062,ok,資料日期與本次市場日期一致。
ARM,Arm Holdings plc,Semiconductors,2026-05-13,251,0.037230,-0.067804,0.096782,0.388289,8917570.333333,12149162.200000,11253635.550000,0.743192,213.672000,213.925999,203.556001,-0.123810,5,False,False,False,True,-0.098316,specialist,5,0.086728,-0.067804,0.878795,exhaustion,extended,extended,extended,overextended,not_eligible_industry,8363611,ok,資料日期與本次市場日期一致。
AMAT,Applied Materials Inc.,Semiconductors,2026-05-13,251,0.002687,0.018641,0.141196,0.107416,7800101.333333,7861460.800000,6344310.200000,0.907412,431.502002,417.189999,406.883998,-0.041949,7,False,True,False,False,-0.053903,infrastructure_leader,5,0.073058,-0.015802,0.975649,exhaustion,neutral,very_extended,very_extended,overextended,not_eligible_industry,5756904,ok,資料日期與本次市場日期一致。
TXN,Texas Instruments Incorporated,Semiconductors,2026-05-13,251,0.064420,0.058389,0.143661,0.423536,7753878.333333,7832207.000000,9085136.750000,0.823690,294.462000,288.147836,269.395654,-0.014511,6,False,True,False,False,-0.051437,specialist,5,0.137138,0.000000,1.000000,exhaustion,extended,very_extended,very_extended,overextended,not_eligible_industry,7483335,ok,資料日期與本次市場日期一致。
AVAV,AeroVironment Inc.,Defense Drones,2026-05-13,251,-0.043377,-0.076733,-0.122670,-0.188640,1321878.000000,1196886.800000,1218956.700000,1.120412,166.553998,173.407999,185.733000,-0.174495,4,False,False,False,True,-0.040414,core_leader,3,-0.133218,-0.607179,0.000000,weak,deep_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,1365734,ok,資料日期與本次市場日期一致。
KTOS,Kratos Defense & Security Solutions Inc.,Defense Drones,2026-05-13,251,-0.093280,-0.146782,-0.118704,-0.296946,6861818.333333,6163691.000000,4435837.750000,2.125158,56.340001,58.956001,62.655500,-0.167486,4,False,False,False,True,-0.036448,challenger,3,-0.162244,-0.598455,0.195082,weak,deep_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,9426855,ok,資料日期與本次市場日期一致。
RCAT,Red Cat Holdings Inc.,Defense Drones,2026-05-13,251,-0.093539,-0.114878,-0.150858,-0.278588,17624395.000000,14072177.000000,11118499.250000,3.011394,10.482000,10.741000,11.549750,-0.197952,4,False,False,False,True,-0.068602,emerging_leader,3,-0.186130,-0.458525,0.302366,weak,deep_pullback,reasonable_pullback,deep_pullback,falling_knife,avoid_for_now,33482185,ok,資料日期與本次市場日期一致。
ONDS,Ondas Holdings Inc.,Defense Drones,2026-05-13,251,-0.022075,-0.051392,-0.066386,-0.116650,43271418.666667,41824171.200000,52917057.800000,0.908186,9.054000,9.403000,9.945000,-0.141473,5,False,False,False,True,0.015870,non_leader,3,-0.109100,-0.367595,0.608454,weak,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,48058556,ok,資料日期與本次市場日期一致。
DPRO,Draganfly Inc.,Defense Drones,2026-05-13,251,-0.031022,-0.020295,0.047337,-0.106061,1555106.000000,1549043.600000,1432875.900000,0.753672,5.388000,5.327000,5.595500,-0.050186,4,False,False,False,False,0.129593,non_leader,3,-0.051023,-0.614379,0.299089,weak,reasonable_pullback,reasonable_pullback,reasonable_pullback,sideways_base,not_eligible_industry,1079918,ok,資料日期與本次市場日期一致。
RTX,RTX Corporation,Defense,2026-05-13,251,0.011471,0.007751,0.030789,-0.102223,5017264.333333,5397618.600000,5891859.650000,0.496073,177.695999,176.105000,179.630000,-0.018175,5,False,False,False,False,0.067217,core_leader,4,-0.008462,-0.160492,0.592417,weak,neutral,neutral,neutral,strong_uptrend,not_eligible_industry,2922793,ok,資料日期與本次市場日期一致。
LHX,L3Harris Technologies Inc.,Defense,2026-05-13,251,0.017654,0.009034,-0.051245,-0.143263,1154873.333333,1265704.000000,1600911.000000,0.499041,303.514001,306.495999,320.186000,-0.065232,2,True,False,False,False,-0.014816,specialist,4,-0.047647,-0.191524,0.551928,weak,reasonable_pullback,neutral,reasonable_pullback,early_recovery,not_eligible_industry,798920,ok,資料日期與本次市場日期一致。
NOC,Northrop Grumman Corporation,Defense,2026-05-13,251,0.004149,-0.013939,-0.036006,-0.186843,634561.000000,697576.600000,847929.150000,0.650270,552.020007,559.291998,583.847998,-0.053962,3,False,False,False,False,0.000422,core_leader,4,-0.054891,-0.281529,0.322059,weak,reasonable_pullback,reasonable_pullback,reasonable_pullback,sideways_base,not_eligible_industry,551383,ok,資料日期與本次市場日期一致。
LMT,Lockheed Martin Corporation,Defense,2026-05-13,251,0.026515,0.011045,0.019870,-0.149174,1063794.666667,1308296.800000,1675884.200000,0.396677,514.421997,514.419000,531.560999,-0.022465,5,True,False,False,False,0.056298,core_leader,4,-0.021862,-0.231654,0.428152,weak,neutral,reasonable_pullback,reasonable_pullback,strong_uptrend,not_eligible_industry,664784,ok,資料日期與本次市場日期一致。
GD,General Dynamics Corporation,Defense,2026-05-13,251,-0.014919,-0.017018,0.007764,0.007318,1227810.000000,1320626.000000,1583871.500000,0.440838,345.227997,346.178995,335.412997,-0.022339,6,False,False,False,False,0.044192,core_leader,4,0.017730,-0.066510,0.756486,weak,neutral,neutral,neutral,sideways_base,not_eligible_industry,698230,ok,資料日期與本次市場日期一致。
HII,Huntington Ingalls Industries Inc.,Defense,2026-05-13,251,0.056722,0.045941,-0.077174,-0.160525,705017.666667,676670.600000,620477.650000,0.768203,323.306000,335.046002,354.506003,-0.136073,6,True,False,False,True,-0.040746,specialist,4,-0.057223,-0.263395,0.490813,weak,reasonable_pullback,neutral,reasonable_pullback,early_recovery,avoid_for_now,476653,ok,資料日期與本次市場日期一致。
LDOS,Leidos Holdings Inc.,Defense,2026-05-13,251,-0.045654,-0.079540,-0.148996,-0.219253,1845143.333333,1699706.000000,1259816.500000,1.061686,128.321999,136.095998,143.064500,-0.167929,3,False,False,False,True,-0.112568,non_leader,4,-0.132070,-0.374790,0.000000,weak,deep_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,1337530,ok,資料日期與本次市場日期一致。
RKLB,Rocket Lab USA Inc.,Space,2026-05-13,251,0.177112,0.466627,0.611919,0.686821,38450104.000000,43644102.400000,27324730.600000,0.965258,108.622000,94.815000,89.210000,-0.071707,7,True,True,False,True,0.335580,emerging_leader,3,0.391660,0.000000,1.000000,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,26375412,ok,資料日期與本次市場日期一致。
LUNR,Intuitive Machines Inc.,Space,2026-05-13,251,0.231619,0.355108,0.439290,0.494137,14171928.000000,13899196.800000,12367424.200000,1.278179,30.654000,28.072000,27.476000,-0.084314,6,True,True,True,True,0.162951,emerging_leader,3,0.298588,0.000000,1.000000,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,15807784,ok,資料日期與本次市場日期一致。
ASTS,AST SpaceMobile Inc.,Space,2026-05-13,251,-0.003198,0.058432,0.071009,-0.139225,29103314.000000,25887248.400000,19972662.100000,0.739458,74.144000,71.849000,75.735500,-0.135724,5,False,False,False,True,-0.205330,emerging_leader,3,-0.012220,-0.387255,0.522521,exhaustion,neutral,neutral,neutral,strong_uptrend,not_eligible_industry,14768942,ok,資料日期與本次市場日期一致。
IRDM,Iridium Communications Inc.,Space,2026-05-13,251,0.039315,0.061592,0.184117,0.133947,1993105.000000,2028823.000000,2590245.750000,0.588444,41.910000,40.777000,40.456500,-0.034531,7,False,True,False,False,-0.092223,specialist,3,0.065095,-0.007372,0.988486,exhaustion,neutral,very_extended,very_extended,overextended,not_eligible_industry,1524215,ok,資料日期與本次市場日期一致。
SPCE,Virgin Galactic Holdings Inc.,Space,2026-05-13,251,-0.020408,0.082707,0.236052,0.017668,8856067.666667,9501580.600000,8216735.150000,1.090470,2.808000,2.670000,2.698500,-0.075472,5,False,False,False,False,-0.040288,non_leader,3,0.067260,-0.400000,0.269962,exhaustion,neutral,reasonable_pullback,reasonable_pullback,pullback_in_uptrend,not_eligible_industry,8960103,ok,資料日期與本次市場日期一致。
PL,Planet Labs PBC,Space,2026-05-13,251,0.043545,0.026455,0.195423,0.183958,9619387.666667,10478792.600000,10005253.150000,0.767933,39.508001,38.677001,37.921500,-0.112119,6,False,True,False,True,-0.080917,specialist,3,0.074325,-0.026291,0.971174,exhaustion,neutral,very_extended,very_extended,overextended,not_eligible_industry,7683363,ok,資料日期與本次市場日期一致。
RDW,Redwire Corporation,Space,2026-05-13,251,0.035230,0.188797,0.332558,0.156408,33922299.666667,37959579.800000,29609944.950000,0.903372,11.090000,10.095000,10.082500,-0.074946,6,True,True,False,False,0.056219,emerging_leader,3,0.136623,-0.442878,0.412637,exhaustion,extended,reasonable_pullback,extended,strong_uptrend,not_eligible_industry,26748799,ok,資料日期與本次市場日期一致。
BKSY,BlackSky Technology Inc.,Space,2026-05-13,251,0.043093,0.015799,0.299747,0.243954,3352837.333333,3729182.400000,2214735.600000,0.871035,38.906001,37.836000,37.015500,-0.204147,7,False,True,False,True,0.023408,specialist,3,0.111696,-0.005558,0.992491,exhaustion,extended,very_extended,very_extended,overextended,not_eligible_industry,1929112,ok,資料日期與本次市場日期一致。
VSAT,Viasat Inc.,Space,2026-05-13,251,0.008142,0.048737,0.190621,0.177904,1523557.000000,1575634.200000,1474233.550000,0.836483,70.196001,67.870001,64.652001,-0.034077,5,False,False,False,False,-0.085718,specialist,3,0.091691,-0.034077,0.961299,exhaustion,extended,very_extended,very_extended,overextended,not_eligible_industry,1233171,ok,資料日期與本次市場日期一致。
SATL,Satellogic Inc.,Space,2026-05-13,251,0.070013,0.134454,0.317073,0.170520,12049538.666667,10825323.200000,8585505.800000,0.940867,7.708000,7.338000,7.026250,-0.132184,6,False,True,False,True,0.040734,non_leader,3,0.152820,-0.068965,0.919246,exhaustion,very_extended,extended,very_extended,overextended,not_eligible_industry,8077816,ok,資料日期與本次市場日期一致。
SPIR,Spire Global Inc.,Space,2026-05-13,251,-0.006490,0.003825,0.161923,-0.105648,2035579.666667,1721507.800000,1669331.950000,1.203918,17.860000,17.752000,17.787500,-0.118033,6,False,True,False,True,-0.114416,specialist,3,0.032748,-0.206137,0.704094,exhaustion,neutral,neutral,neutral,strong_uptrend,not_eligible_industry,2009739,ok,資料日期與本次市場日期一致。
CRWD,CrowdStrike Holdings Inc.,Cybersecurity,2026-05-13,251,0.065938,0.201893,0.243578,0.368251,3041528.333333,3656057.000000,2789024.250000,0.998874,536.900006,499.973004,472.341002,-0.017753,8,True,True,False,True,0.079947,core_leader,5,0.191025,0.000000,1.000000,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,2785885,ok,資料日期與本次市場日期一致。
PANW,Palo Alto Networks Inc.,Cybersecurity,2026-05-13,251,0.095776,0.240146,0.254765,0.388032,9008350.000000,9844690.000000,6891962.500000,1.353105,212.292001,197.408000,186.590000,-0.004768,7,True,True,True,True,0.091133,core_leader,5,0.220805,0.000000,1.000000,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,9325550,ok,資料日期與本次市場日期一致。
FTNT,Fortinet Inc.,Cybersecurity,2026-05-13,251,0.031735,0.308394,0.366740,0.477775,5619579.333333,8974647.600000,6007851.900000,0.870567,113.808002,100.875000,92.627000,-0.013600,8,True,True,False,True,0.203109,core_leader,5,0.270580,0.000000,1.000000,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,5230238,ok,資料日期與本次市場日期一致。
ZS,Zscaler Inc.,Cybersecurity,2026-05-13,251,0.001972,0.097961,0.131374,0.163499,3201542.666667,3301165.600000,2592391.400000,1.828323,150.477997,144.526997,140.236499,-0.043327,4,True,False,False,False,-0.032258,challenger,5,0.086950,-0.546704,0.157547,exhaustion,extended,deep_pullback,extended,strong_uptrend,not_eligible_industry,4739728,ok,資料日期與本次市場日期一致。
OKTA,Okta Inc.,Cybersecurity,2026-05-13,251,-0.067938,0.009814,0.026786,0.161099,2283916.333333,2858769.800000,3174942.450000,0.688658,80.745999,78.559000,77.123500,-0.067938,5,False,False,False,False,-0.136846,specialist,5,0.013958,-0.385703,0.237222,exhaustion,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,2186449,ok,資料日期與本次市場日期一致。
TENB,Tenable Holdings Inc.,Cybersecurity,2026-05-13,251,-0.057261,-0.027410,-0.041453,0.087163,2728472.000000,3086003.200000,3428350.800000,1.099250,21.254000,21.140000,20.593000,-0.057261,5,False,False,False,False,-0.205085,specialist,5,-0.000631,-0.419628,0.233780,exhaustion,neutral,deep_pullback,deep_pullback,sideways_base,not_eligible_industry,3768616,ok,資料日期與本次市場日期一致。
CRM,Salesforce Inc.,Cloud Software,2026-05-13,251,-0.087889,-0.084718,-0.084869,-0.066216,10295132.333333,11992879.400000,12366964.850000,0.770310,176.560001,179.681001,180.876501,-0.113108,4,False,False,False,True,-0.189943,core_leader,5,-0.083131,-0.426146,0.007095,exhaustion,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,9526397,ok,資料日期與本次市場日期一致。
NOW,ServiceNow Inc.,Cloud Software,2026-05-13,251,-0.045295,-0.022459,-0.020700,-0.075804,21913555.000000,23680073.000000,27331963.250000,0.804302,90.462000,90.481001,92.281000,-0.069879,5,False,False,False,False,-0.125774,core_leader,5,-0.056686,-0.583369,0.032159,exhaustion,reasonable_pullback,deep_pullback,deep_pullback,sideways_base,not_eligible_industry,21983165,ok,資料日期與本次市場日期一致。
SNOW,Snowflake Inc.,Cloud Software,2026-05-13,251,-0.000525,0.090382,0.078955,0.054610,5306985.000000,7382191.000000,6867957.750000,0.909143,152.403998,146.515001,146.214001,-0.030996,5,False,False,False,False,-0.026119,challenger,5,0.042103,-0.450206,0.200346,exhaustion,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,6243955,ok,資料日期與本次市場日期一致。
DDOG,Datadog Inc.,Cloud Software,2026-05-13,251,0.025729,0.428641,0.532393,0.695936,5624360.666667,10977136.400000,6607649.100000,0.655208,199.292001,170.531001,150.104501,-0.020315,6,True,True,False,True,0.427319,infrastructure_leader,5,0.367780,0.000000,1.000000,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,4329382,ok,資料日期與本次市場日期一致。
MDB,MongoDB Inc.,Cloud Software,2026-05-13,251,0.011787,0.142275,0.173100,0.241498,1875556.000000,2210813.600000,1607033.400000,0.952916,299.852002,281.018001,270.617500,-0.018528,6,True,True,False,False,0.068026,specialist,5,0.119662,-0.312301,0.461638,exhaustion,extended,neutral,extended,strong_uptrend,not_eligible_industry,1531368,ok,資料日期與本次市場日期一致。
WDAY,Workday Inc.,Cloud Software,2026-05-13,251,-0.088633,-0.049988,-0.048436,-0.061392,3893888.000000,4389992.800000,4738503.200000,1.088079,123.050002,124.401001,123.614001,-0.109872,4,False,False,False,True,-0.153510,specialist,5,-0.057550,-0.575916,0.024659,exhaustion,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,5155864,ok,資料日期與本次市場日期一致。
TTD,The Trade Desk Inc.,Adtech,2026-05-13,251,-0.112218,-0.146606,-0.159212,-0.084450,19015582.666667,28276249.600000,19562002.400000,0.945851,21.944000,23.027000,23.182000,-0.167412,2,False,False,False,True,-0.119926,core_leader,3,-0.116125,-0.771725,0.005741,weak,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,18502748,ok,資料日期與本次市場日期一致。
APP,AppLovin Corporation,Adtech,2026-05-13,251,-0.032056,-0.032634,0.022777,-0.023890,4947568.000000,7041380.800000,4555115.200000,1.225788,478.012000,471.834998,468.234999,-0.090885,7,False,False,False,True,0.062063,challenger,3,-0.031405,-0.381775,0.315065,weak,reasonable_pullback,reasonable_pullback,reasonable_pullback,sideways_base,not_eligible_industry,5583604,ok,資料日期與本次市場日期一致。
ROKU,Roku Inc.,Adtech,2026-05-13,251,-0.029723,-0.017972,0.115965,0.149547,2124004.333333,2096522.600000,2903410.650000,0.674005,127.516000,125.613000,120.241500,-0.029723,5,False,False,False,False,0.155251,non_leader,3,0.045230,-0.029723,0.936385,weak,neutral,very_extended,very_extended,overextended,not_eligible_industry,1956913,ok,資料日期與本次市場日期一致。
MGNI,Magnite Inc.,Adtech,2026-05-13,251,-0.086341,-0.035848,-0.000774,-0.025660,3372992.666667,4121095.600000,2720008.900000,1.275172,13.646000,13.534000,13.379500,-0.086341,5,False,False,False,True,0.038512,specialist,3,-0.035091,-0.513198,0.111619,weak,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,3468478,ok,資料日期與本次市場日期一致。
PUBM,PubMatic Inc.,Adtech,2026-05-13,251,-0.117318,-0.065089,-0.024691,-0.021672,1196218.333333,1187251.000000,737792.750000,1.346252,10.024000,10.092000,9.870500,-0.117318,6,False,False,False,True,0.014595,non_leader,3,-0.039562,-0.306511,0.433018,weak,reasonable_pullback,reasonable_pullback,reasonable_pullback,falling_knife,avoid_for_now,993255,ok,資料日期與本次市場日期一致。
DV,DoubleVerify Holdings Inc.,Adtech,2026-05-13,251,-0.197107,-0.203587,-0.189781,-0.158294,3359013.666667,3361628.200000,2250762.050000,1.642751,10.246000,10.757000,10.766000,-0.225131,5,False,False,False,True,-0.150495,specialist,3,-0.175181,-0.454210,0.004043,weak,deep_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,3697441,ok,資料日期與本次市場日期一致。
CEG,Constellation Energy Corporation,Nuclear,2026-05-13,251,-0.094655,-0.148367,-0.074444,-0.067316,5553680.333333,4447968.200000,3138807.050000,2.110783,296.618005,306.815002,302.005002,-0.148367,3,False,False,False,True,-0.117624,core_leader,4,-0.089783,-0.317801,0.180265,neutral,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,6625341,ok,資料日期與本次市場日期一致。
VST,Vistra Corp.,Nuclear,2026-05-13,251,-0.034592,-0.099059,-0.072696,-0.124770,5715755.000000,6623513.000000,4714153.250000,1.344370,148.639999,153.584000,156.891000,-0.113398,3,False,False,False,True,-0.115876,challenger,4,-0.091025,-0.343779,0.003789,neutral,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,6337565,ok,資料日期與本次市場日期一致。
CCJ,Cameco Corporation,Nuclear,2026-05-13,251,-0.011649,-0.067631,0.009625,-0.031232,3463926.333333,3139135.800000,3290538.950000,1.015359,117.584000,118.804000,119.769000,-0.069733,3,False,False,False,False,-0.033555,core_leader,4,-0.036562,-0.139459,0.774724,neutral,reasonable_pullback,neutral,reasonable_pullback,sideways_base,not_eligible_industry,3341079,ok,資料日期與本次市場日期一致。
UEC,Uranium Energy Corp.,Nuclear,2026-05-13,251,0.013852,-0.025365,0.146160,0.037112,8564249.000000,8549109.400000,8979412.350000,0.629178,15.618000,15.301000,15.007500,-0.066788,4,False,False,False,False,0.102980,specialist,4,0.024155,-0.236842,0.681575,neutral,neutral,neutral,neutral,sideways_base,not_eligible_industry,5649647,ok,資料日期與本次市場日期一致。
LEU,Centrus Energy Corp.,Nuclear,2026-05-13,251,-0.072445,-0.168641,0.001719,-0.027706,838137.333333,906482.400000,964460.600000,0.683192,204.300000,208.338000,207.101501,-0.168641,5,False,False,False,True,-0.041460,specialist,4,-0.071422,-0.558922,0.289181,neutral,reasonable_pullback,reasonable_pullback,reasonable_pullback,sideways_base,not_eligible_industry,658912,ok,資料日期與本次市場日期一致。
SMR,NuScale Power Corporation,Nuclear,2026-05-13,251,-0.047012,-0.115385,0.056537,0.021349,39044413.000000,38891427.800000,39479196.950000,0.703506,12.476000,12.455000,12.355500,-0.115385,4,False,False,False,True,0.013358,emerging_leader,4,-0.032010,-0.776156,0.063248,neutral,reasonable_pullback,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,27773839,ok,資料日期與本次市場日期一致。
OKLO,Oklo Inc.,Nuclear,2026-05-13,251,-0.039305,-0.125094,0.072022,0.099605,15645757.666667,14317614.600000,16551653.650000,0.842760,73.152000,72.526000,70.844500,-0.125094,4,False,False,False,True,0.028843,emerging_leader,4,-0.016720,-0.599977,0.239205,neutral,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,13949073,ok,資料日期與本次市場日期一致。
NNE,NANO Nuclear Energy Inc.,Nuclear,2026-05-13,251,-0.014572,-0.069487,0.206512,0.113627,2277275.000000,2561245.000000,2470126.250000,0.699246,27.328000,25.859000,25.370250,-0.081527,5,False,False,False,True,0.163333,emerging_leader,4,0.066209,-0.522338,0.213925,neutral,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,1727225,ok,資料日期與本次市場日期一致。
GEV,GE Vernova Inc.,Renewables,2026-05-13,251,0.021555,-0.050395,-0.000508,0.077745,1997962.333333,2082177.400000,2621409.350000,0.526849,1058.681982,1072.793970,1069.451987,-0.070431,5,False,False,False,False,-0.162094,infrastructure_leader,3,-0.006435,-0.075648,0.879806,momentum_leader,neutral,extended,extended,sideways_base,too_extended,1381087,ok,資料日期與本次市場日期一致。
FSLR,First Solar Inc.,Renewables,2026-05-13,251,0.066606,0.076147,0.230785,0.201844,3103438.000000,2853422.800000,2593955.700000,0.988958,226.090002,219.282002,205.831001,-0.022335,6,False,True,False,False,0.069199,core_leader,3,0.139770,-0.175656,0.645260,momentum_leader,extended,neutral,extended,strong_uptrend,too_extended,2565314,ok,資料日期與本次市場日期一致。
