ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-05-21,251,0.048550,0.005277,0.048254,-0.138858,9992727.333333,9889136.400000,12476594.100000,0.926566,142.868002,142.358000,154.199500,-0.049523,4,False,False,False,False,0.015803,infrastructure_leader,5,-0.036378,-0.163957,0.681460,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,strong_uptrend,not_eligible_industry,11560382,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-05-21,251,-0.048068,-0.140419,-0.048852,0.005128,6676251.000000,6597330.600000,5727772.650000,0.868619,334.474005,349.361005,338.921501,-0.160965,4,False,False,False,True,-0.081302,infrastructure_leader,5,-0.045797,-0.140419,0.805928,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,4975253,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-05-21,251,0.062051,0.019807,0.097842,0.191666,4491449.000000,4688009.400000,5746362.350000,0.880339,242.201999,244.920998,230.450499,-0.096752,5,False,False,False,True,0.065391,challenger,5,0.096982,-0.029409,0.950259,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,not_eligible_industry,5058747,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-05-21,251,0.029394,-0.004688,0.143771,0.216255,11117931.000000,13277618.600000,14810374.650000,0.786286,33.298000,32.512000,30.715500,-0.044243,5,False,False,False,False,0.111320,non_leader,5,0.105956,-0.004688,0.990739,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,not_eligible_industry,11645193,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-05-21,251,0.084603,0.013018,-0.004759,0.250841,29397234.666667,28444480.800000,38090330.200000,0.706578,31.874000,32.608000,30.755000,-0.135991,3,True,False,False,True,-0.037210,challenger,5,0.087953,-0.448855,0.321802,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,reasonable_pullback,extended,overextended,avoid_for_now,26913804,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-05-21,251,-0.000943,-0.065156,-0.041553,-0.098788,2378319.000000,2650231.400000,2939962.850000,0.509686,382.878003,395.147003,405.844447,-0.112458,6,False,False,False,True,-0.074003,infrastructure_leader,5,-0.059960,-0.116500,0.573115,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,1498457,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-05-21,251,-0.012639,-0.068847,0.037872,0.099529,175381322.000000,170680493.200000,164775008.300000,1.219810,222.246002,222.822002,214.392501,-0.068847,6,False,False,False,False,-0.050707,core_leader,5,0.023870,-0.068847,0.844661,momentum_leader,narrow_leadership,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,sideways_base,too_extended,200994166,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-05-21,251,0.067935,-0.000245,0.100695,0.472472,33843889.666667,31819073.800000,44707458.450000,0.595813,431.261993,441.378000,399.911000,-0.097517,5,False,False,False,True,0.012116,challenger,5,0.124225,-0.020053,0.973600,momentum_leader,narrow_leadership,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,too_extended,26637269,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-05-21,251,-0.014594,-0.057346,0.004872,-0.012788,17764423.333333,18022734.000000,19008138.500000,0.859030,417.860004,422.361002,419.521001,-0.065304,3,False,False,False,False,-0.083707,core_leader,5,-0.011802,-0.057346,0.881545,momentum_leader,narrow_leadership,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,sideways_base,too_extended,16328570,ok,資料日期與本次市場日期一致。
TSM,Taiwan Semiconductor Manufacturing Co. Ltd.,Semiconductors,2026-05-21,251,0.028286,-0.025304,-0.016902,0.063999,11059387.333333,11432792.400000,14090353.100000,0.627441,400.335999,403.269998,402.485498,-0.060112,4,False,False,False,False,-0.105482,core_leader,5,0.011589,-0.029440,0.946274,momentum_leader,narrow_leadership,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,very_extended,very_extended,overextended,too_extended,8840862,ok,資料日期與本次市場日期一致。
ASML,ASML Holding N.V.,Semiconductors,2026-05-21,251,0.081235,0.004727,0.049716,0.125319,1498580.333333,1593508.200000,1659842.050000,0.816849,1515.154004,1542.063000,1492.135645,-0.083278,5,False,False,False,True,-0.038863,infrastructure_leader,5,0.066927,-0.000013,0.999978,momentum_leader,narrow_leadership,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,very_extended,very_extended,overextended,too_extended,1355841,ok,資料日期與本次市場日期一致。
MU,Micron Technology Inc.,Semiconductors,2026-05-21,251,0.118203,-0.017925,0.178572,0.582039,50897278.000000,52250666.800000,50809831.700000,0.828035,719.805981,748.738995,656.033002,-0.151923,6,False,False,False,True,0.089992,specialist,5,0.161679,-0.051678,0.941547,momentum_leader,narrow_leadership,risk_on_growth,industry_flow_leads_leaders,inferred,very_extended,very_extended,very_extended,overextended,too_extended,42072334,ok,資料日期與本次市場日期一致。
