industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,0.030965,-0.007487,0.032206,0.068160,0.025330,-0.029232,0.865163,1.193407,18163538.142857,15229571.457143,16602027.864286,1.395168,230.335429,231.629715,237.707714,-0.076204,5.285714,0.285714,0.714286,0.142857,0.142857,0.285714,0.328571,9.000000,0,0.025622,False,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.029694,0.038848,0.041439,0.042341,0.030674,0.147877,0.268457,0.075808,5513962.055556,5350227.233333,7240359.308333,0.825062,90.051165,89.329749,89.746208,-0.024389,5.166667,1.000000,1.000000,0.166667,0.000000,0.000000,0.491667,3.000000,0,-0.008476,False,momentum_leader,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.009174,0.004178,0.068743,0.133087,0.105645,0.153000,0.425616,0.117407,12657312.541667,13417425.025000,12163985.631250,1.428006,278.663999,273.864498,272.129097,-0.079189,5.625000,0.750000,0.750000,0.500000,0.000000,0.250000,0.487500,-2.000000,1,-0.018636,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Consumer Hardware,1,1,0.035853,0.043328,0.054321,0.051481,0.056248,0.055467,0.263190,0.373853,41380387.333333,40806652.400000,39395933.100000,0.944193,322.970001,317.247000,312.794499,-0.008915,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,-3.000000,0,0.006608,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.006302,0.004791,0.007328,0.053174,0.055550,0.094795,0.081404,-0.043764,13705368.407407,15439556.600000,15118052.483333,0.960662,258.847666,257.840389,255.137611,-0.050279,5.444444,0.666667,0.555556,0.222222,0.111111,0.222222,0.372222,-8.000000,0,0.022504,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.075540,-0.072219,0.068940,0.028506,0.018211,0.216892,0.795031,0.592189,6444758.833333,7220331.966667,5187036.325000,1.283805,186.319166,181.588499,183.501666,-0.101620,5.166667,0.000000,0.833333,0.000000,0.000000,0.166667,0.225000,4.000000,1,-0.117133,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defense,7,7,-0.025786,-0.033390,-0.049439,-0.071367,-0.053697,0.017225,-0.177890,0.055670,1415963.047619,1373552.114286,1415303.028571,1.051341,335.200396,338.504146,349.706847,-0.045327,3.571429,0.142857,0.000000,0.000000,0.000000,0.285714,0.057143,-6.000000,0,0.002563,False,weak,none,unclear,unclear,needs_review
Defense Drones,5,5,0.022617,0.025249,0.017281,0.000211,0.013245,-0.280499,-0.302223,0.053272,17799008.266667,15851440.960000,17397751.240000,1.729298,43.546800,44.461000,49.177250,-0.128025,5.400000,0.200000,0.200000,0.200000,0.200000,0.400000,0.220000,12.000000,0,0.013632,False,neutral,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.027005,0.025372,0.024996,0.086371,0.083423,0.161982,0.198097,0.390549,11804915.388889,11776382.566667,11548306.475000,0.874081,199.458333,199.895395,197.356542,-0.034634,5.666667,1.000000,0.833333,0.166667,0.000000,0.166667,0.466667,-5.000000,0,0.020524,False,neutral,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.004830,0.010450,0.006122,-0.008819,-0.008638,0.025220,-0.026918,0.073299,10248572.055556,10481073.233333,10515359.975000,1.123241,251.225998,252.970832,253.919711,-0.036056,4.833333,0.500000,0.500000,0.333333,0.000000,0.500000,0.358333,-3.000000,0,0.018349,False,neutral,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,0.022870,0.060751,0.090502,0.177871,0.170471,-0.100574,-0.071964,0.111763,44328173.333333,45537804.000000,36642421.000000,1.714917,361.233002,356.885501,347.164249,-0.046960,6.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.800000,6.000000,4,0.028393,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Energy Storage,5,5,-0.011841,-0.055905,-0.040725,-0.090611,-0.112423,-0.474474,-0.244492,-0.018161,2705307.800000,2670216.680000,2744736.170000,0.913851,53.591600,55.746000,58.339750,-0.087217,4.400000,0.200000,0.200000,0.000000,0.000000,0.200000,0.110000,0.000000,0,-0.004765,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,0.057147,-0.003751,0.067598,0.116427,0.093610,0.208672,0.215942,-0.110702,17602360.111111,18633722.733333,15965681.516667,1.276066,86.497500,87.761000,84.103292,-0.102264,5.333333,0.333333,0.666667,0.166667,0.166667,0.500000,0.358333,1.000000,0,0.039431,False,momentum_leader,narrow_leadership,unclear,unclear,needs_review
Market ETFs,8,8,0.006631,0.000553,0.014366,0.010955,0.010563,0.019379,0.198507,0.308437,13213389.333333,13289527.575000,12587842.643750,1.198250,456.045247,456.110872,457.808826,-0.015740,6.250000,0.750000,0.750000,0.375000,0.000000,0.375000,0.468750,-3.000000,0,0.001028,False,momentum_leader,none,unclear,unclear,needs_review
