industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,0.057190,0.039283,-0.064759,0.186390,0.300752,0.143806,0.931429,1.077414,11769757.142857,11744002.857143,16594786.428571,0.795898,232.924001,238.517000,238.020614,-0.129483,3.857143,0.857143,0.000000,0.000000,0.000000,0.000000,0.171429,-12.000000,0,0.016373,False,early_recovery,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.006672,0.002452,-0.027464,0.046929,0.025136,0.129431,0.396660,0.009630,4320311.111111,4191490.000000,8135246.666667,0.706388,88.608333,89.008333,92.502500,-0.048021,4.833333,0.666667,0.333333,0.000000,0.000000,0.000000,0.216667,5.000000,0,0.016677,False,early_recovery,none,unclear,unclear,needs_review
Cloud Software,8,8,0.068929,0.063881,0.017445,0.193765,0.215879,0.242154,0.438101,0.087974,12772691.666667,11061202.500000,12972340.625000,1.541505,269.064997,269.211394,266.251156,-0.064370,4.375000,0.875000,0.375000,0.125000,0.000000,0.500000,0.350000,0.000000,0,0.079227,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.013662,0.010536,0.030531,-0.055720,-0.069011,0.007492,0.154575,0.357680,30752766.666667,34761740.000000,47747550.000000,0.677815,311.523999,310.729996,309.241431,-0.023609,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,9.000000,1,0.021204,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.012945,0.002316,0.005798,0.076129,0.069820,0.077499,0.129512,-0.036138,14154677.777778,13963962.222222,17328211.666667,0.836546,256.833113,254.074779,252.403584,-0.039462,5.000000,0.222222,0.444444,0.111111,0.000000,0.000000,0.183333,-1.000000,0,-0.015492,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.152640,0.150173,0.012160,0.195962,0.215535,0.481973,1.082488,0.665293,6774127.777778,5582506.666667,4561494.166667,2.483579,176.857832,179.417917,181.069625,-0.111969,3.833333,1.000000,0.500000,0.000000,0.000000,1.000000,0.425000,8.000000,0,0.193393,False,momentum_leader,none,unclear,unclear,needs_review
Defense,7,7,0.002239,-0.016451,-0.053063,0.018413,0.023262,0.022120,-0.134768,0.083463,1369766.666667,1388488.571429,1511395.714286,0.844843,342.852575,351.641002,354.999172,-0.082822,4.000000,0.000000,0.000000,0.000000,0.000000,0.142857,0.014286,1.000000,0,0.029497,False,weak,none,unclear,unclear,needs_review
Defense Drones,5,5,0.030375,-0.010475,-0.101195,0.132824,0.220514,-0.317786,-0.328402,-0.035520,13856886.666667,13673936.000000,17946225.000000,0.784847,45.375200,48.802700,50.121150,-0.171180,4.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.080000,-1.000000,0,0.084291,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,-0.015399,-0.000318,0.030042,0.051821,0.035768,0.155539,0.158538,0.376198,10596294.444444,10880976.666667,12082785.000000,0.948245,200.332457,198.246396,195.477182,-0.034336,5.000000,0.500000,0.666667,0.000000,0.000000,0.000000,0.266667,0.000000,0,-0.000049,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.030153,-0.004223,-0.025978,-0.017356,-0.035605,-0.021309,-0.069613,0.077329,10688705.555556,11506980.000000,10638429.166667,0.973029,254.715666,254.839258,254.637608,-0.043247,4.333333,0.500000,0.166667,0.000000,0.000000,0.166667,0.158333,-1.000000,0,0.008143,False,weak,none,defensive_rotation,defensive_rotation,inferred
