ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-05-19,251,-0.042149,-0.006735,-0.168253,-0.180956,9414943.666667,11627526.200000,12222921.550000,0.718104,142.752002,142.331000,157.259499,-0.072283,3,False,False,False,False,-0.161084,infrastructure_leader,5,-0.099705,-0.203398,0.604832,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,sideways_base,not_eligible_industry,8777331,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-05-19,251,-0.142466,-0.121210,-0.053926,0.032614,7186650.000000,5926450.000000,6001582.500000,1.433297,355.904004,355.347006,338.312502,-0.142466,4,False,False,False,True,-0.046757,infrastructure_leader,5,-0.046355,-0.142466,0.803482,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,8602050,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-05-19,251,-0.050950,-0.015401,0.087555,0.107836,4501589.333333,4951033.600000,5744778.400000,0.616050,241.407999,242.254999,227.003499,-0.096752,4,False,False,False,True,0.094725,challenger,5,0.036372,-0.096752,0.836362,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,overextended,not_eligible_industry,3539068,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-05-19,251,-0.044243,0.079775,0.085885,0.134214,13847331.666667,20740759.000000,14784244.750000,0.575457,32.984000,31.742000,30.149000,-0.044243,4,False,False,False,False,0.093055,non_leader,5,0.081960,-0.044243,0.912597,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,extended,extended,strong_uptrend,not_eligible_industry,8507695,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-05-19,251,-0.074780,-0.068009,0.098096,0.074921,25708119.333333,26992711.600000,38419727.900000,0.601089,31.496000,32.744000,30.205500,-0.135991,3,False,False,False,True,0.105265,challenger,5,0.011736,-0.496623,0.249627,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,23093658,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-05-19,251,-0.088753,-0.073843,-0.092373,-0.089803,3021962.333333,2678917.400000,3010454.350000,0.979815,393.646002,400.854874,409.587425,-0.115053,5,False,False,False,True,-0.085204,infrastructure_leader,5,-0.092062,-0.138801,0.491399,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,2949687,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-05-19,251,-0.064181,-0.000770,0.122697,0.103712,155447335.333333,159506061.200000,156475125.300000,0.888854,225.964005,220.457002,212.350501,-0.064181,7,False,False,False,False,0.072125,core_leader,5,0.038896,-0.064181,0.855189,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,sideways_base,too_extended,139083506,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-05-19,251,-0.079275,-0.076379,0.165484,0.455411,31665937.000000,30306962.200000,46236275.550000,0.809626,430.867999,434.646002,385.492000,-0.097517,4,False,False,False,True,0.114912,challenger,5,0.074082,-0.097517,0.871614,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,overextended,too_extended,37434111,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-05-19,251,-0.065304,-0.019628,-0.038118,0.022130,19143151.666667,18828891.000000,19534132.750000,1.055028,422.710004,422.928000,420.034000,-0.065304,2,False,False,False,False,-0.088690,core_leader,5,-0.021341,-0.065304,0.865106,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,sideways_base,too_extended,20609055,ok,資料日期與本次市場日期一致。
TSM,Taiwan Semiconductor Manufacturing Co. Ltd.,Semiconductors,2026-05-19,251,-0.060112,-0.011755,-0.004564,0.066643,12676226.333333,13946715.800000,14560693.950000,0.964437,402.085999,405.757999,400.551999,-0.064100,3,False,False,False,False,-0.055136,core_leader,5,-0.019828,-0.064100,0.883131,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,sideways_base,too_extended,14042879,ok,資料日期與本次市場日期一致。
