industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.046907,-0.023771,-0.066173,-0.053633,-0.016398,0.361621,0.830607,1.169314,11210040.095238,11544738.342857,16630294.585714,0.870704,231.757141,229.075142,233.442642,-0.078547,4.285714,0.285714,0.285714,0.000000,0.000000,0.142857,0.142857,2.000000,0,-0.084436,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.009638,0.004135,0.034889,0.078526,0.091542,0.282246,0.076673,-0.027529,4195383.500000,3910850.100000,6220040.025000,0.547420,113.576001,118.684166,115.636291,-0.069620,5.333333,0.833333,0.833333,0.500000,0.000000,0.000000,0.500000,-3.000000,0,0.026148,False,momentum_leader,none,unclear,unclear,needs_review
Cloud Software,8,8,0.003152,-0.004854,0.040334,-0.000177,0.017568,0.377773,-0.041493,-0.008370,15934346.583333,14516365.450000,17422227.612500,0.756582,226.952999,227.141165,219.829535,-0.051971,5.750000,0.625000,0.750000,0.500000,0.000000,0.125000,0.450000,-3.000000,0,0.012198,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.038627,0.045024,0.131808,0.104851,0.124927,0.266475,0.260743,0.564519,46791843.666667,44526466.200000,65221181.550000,0.931920,318.241998,313.093002,301.927499,-0.007721,7.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,5.000000,4,0.031504,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Consumer Platforms,9,9,0.014204,0.028532,0.067418,0.045451,0.093184,0.038310,-0.038432,-0.024622,15603728.851852,16464786.200000,23480625.438889,0.759413,250.959778,247.906222,240.591055,-0.033727,6.555556,0.777778,1.000000,0.444444,0.000000,0.000000,0.516667,3.000000,0,0.037297,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Cybersecurity,6,6,0.066321,0.052137,0.073005,0.233596,0.257150,1.027928,0.628828,0.429340,4995595.611111,4845680.700000,5938239.341667,0.835487,172.325999,171.853250,160.912292,-0.067150,5.666667,1.000000,1.000000,0.333333,0.000000,0.000000,0.533333,-2.000000,14,0.003811,False,momentum_leader,none,unclear,unclear,needs_review
Defense,7,7,-0.014324,-0.019074,0.020090,-0.023347,-0.036098,-0.160160,-0.151818,0.087142,1179052.190476,1176439.885714,1798949.257143,0.612286,328.275712,331.180999,325.888468,-0.042481,4.428571,0.285714,0.714286,0.000000,0.000000,0.000000,0.235714,2.000000,0,0.008853,False,neutral,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.022215,-0.061564,-0.131436,-0.216837,-0.208174,-0.277940,-0.498488,0.199692,25794024.733333,22385814.840000,19219682.710000,0.877579,42.673800,46.053100,45.753500,-0.174869,3.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.020000,-4.000000,0,-0.024401,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,-0.013701,-0.019770,-0.004838,0.034767,0.022158,0.072489,0.095395,0.311867,11841854.777778,11052919.533333,16021449.883333,0.799530,192.910000,194.335666,190.053236,-0.053007,4.000000,0.166667,0.500000,0.000000,0.000000,0.000000,0.158333,-1.000000,0,0.014419,False,weak,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.006677,-0.020657,-0.000806,-0.032365,-0.030374,-0.009680,0.045231,0.080985,8115873.444444,9018744.066667,11843911.850000,0.650925,248.562998,251.511831,253.633665,-0.039359,5.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.083333,7.000000,0,0.007817,False,weak,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,-0.032617,0.001015,-0.062149,-0.040593,-0.029452,0.083086,-0.121392,0.226288,29195954.666667,31766572.800000,43075053.200000,0.728813,399.941998,403.518997,399.308997,-0.074888,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.200000,-7.000000,0,0.017694,False,early_recovery,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.031207,-0.003399,-0.155118,-0.184730,-0.175306,0.078996,0.045500,0.497279,2482513.000000,2710495.800000,3838084.950000,0.695764,70.211600,72.437600,77.692900,-0.136830,3.600000,0.600000,0.000000,0.000000,0.000000,0.200000,0.140000,-1.000000,0,0.009793,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,0.045177,0.065944,0.109467,0.124994,0.185440,0.204519,-0.074601,-0.076215,26905228.611111,24497563.833333,25776580.125000,1.629384,83.806000,83.661333,80.877000,-0.048167,6.166667,1.000000,0.833333,0.500000,0.166667,0.333333,0.600000,3.000000,2,0.046513,False,momentum_leader,none,unclear,unclear,needs_review
Market ETFs,8,8,-0.005803,0.007858,-0.007092,-0.004428,0.012178,0.120597,0.158121,0.320105,13579635.041667,13572424.650000,18028798.225000,0.709807,450.603501,449.810629,448.260167,-0.017891,5.125000,0.875000,0.625000,0.000000,0.000000,0.000000,0.331250,1.000000,0,0.004666,False,early_recovery,none,unclear,unclear,needs_review
Nuclear,8,8,-0.041737,-0.015919,-0.078081,-0.140659,-0.088409,-0.185562,-0.365723,-0.212394,7149883.000000,6571564.800000,8014893.700000,0.805560,94.289875,93.933500,97.410857,-0.093167,4.625000,0.375000,0.250000,0.125000,0.000000,0.125000,0.181250,6.000000,0,-0.009953,False,weak,none,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,-0.124825,-0.167924,-0.295719,-0.386891,-0.351599,0.048937,-0.263788,-0.138493,20492747.333333,17815648.400000,21817982.100000,0.931371,40.662000,44.314000,49.361000,-0.270234,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-0.034106,False,weak,none,unclear,unclear,needs_review
Renewables,5,5,-0.014548,-0.006118,-0.074051,-0.131356,-0.106211,-0.011616,0.050703,0.431388,2502813.800000,2462692.280000,3136364.070000,0.784346,302.630399,308.195198,311.615299,-0.098765,4.400000,0.200000,0.200000,0.000000,0.000000,0.000000,0.090000,6.000000,0,0.025103,False,weak,none,unclear,unclear,needs_review
Robotics Automation,6,6,-0.042312,-0.019812,-0.098445,-0.038984,-0.010676,-0.011500,0.080597,0.556303,1824230.388889,1722014.900000,2406727.058333,0.846708,265.062999,269.706999,274.121166,-0.104944,4.333333,0.166667,0.000000,0.000000,0.000000,0.166667,0.050000,-5.000000,0,-0.015101,False,weak,none,unclear,unclear,needs_review
Semiconductors,18,18,-0.045124,-0.013943,-0.111251,-0.125239,-0.083783,0.383323,0.688780,1.459576,23812034.388889,23422968.411111,30542663.491667,0.810837,414.123223,415.002434,430.649171,-0.101601,4.222222,0.500000,0.166667,0.055556,0.000000,0.055556,0.161111,0.000000,0,-0.039144,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Space,11,11,-0.054998,-0.090270,-0.217105,-0.228214,-0.241305,-0.127009,0.143562,0.710598,7669852.090909,7270840.345455,11832220.995455,0.599528,33.398363,35.668636,36.127523,-0.208606,2.090909,0.090909,0.000000,0.000000,0.000000,0.000000,0.018182,-8.000000,0,-0.017455,False,weak,none,unclear,unclear,needs_review
Telecom Infrastructure,1,1,-0.095659,-0.058577,-0.152861,-0.240891,-0.239865,0.086956,0.709726,1.394843,101853512.333333,90713987.400000,89188466.850000,1.279937,11.996000,12.127000,12.890500,-0.128582,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.100000,-1.000000,0,-0.045919,False,weak,none,unclear,unclear,needs_review
