industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.024481,-0.111741,0.001893,0.060164,0.050655,0.126685,0.885000,1.026049,12818191.523810,14575966.342857,17553477.300000,0.661695,232.675714,242.852000,232.990859,-0.139441,3.714286,0.000000,0.285714,0.000000,0.000000,0.000000,0.071429,-4.000000,0,-0.012279,False,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.014472,-0.022030,-0.031006,0.050047,0.080405,0.198288,0.564693,0.045359,4115016.055556,4529676.300000,8302341.575000,0.499694,88.461666,88.897334,94.488583,-0.049751,5.333333,0.000000,0.333333,0.000000,0.000000,0.000000,0.083333,-5.000000,0,0.013815,False,weak,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.012818,0.002586,-0.018888,0.198659,0.254013,0.250910,0.480715,0.164513,8682326.750000,9921496.050000,14198139.012500,0.616785,267.687624,270.391951,260.530154,-0.081725,3.875000,0.500000,0.375000,0.000000,0.000000,0.000000,0.193750,1.000000,0,0.011430,False,early_recovery,none,unclear,unclear,needs_review
Consumer Hardware,1,1,-0.020484,0.015544,0.006748,-0.078069,-0.067300,0.005789,0.167983,0.371220,40702412.000000,45207467.200000,52252896.800000,0.657953,311.569995,308.178998,312.886340,-0.023609,5.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.450000,8.000000,0,0.004365,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.011682,0.039360,0.006192,0.118073,0.149837,0.103913,0.215772,-0.009807,13759086.481481,14808880.777778,18626132.416667,0.783838,252.769115,252.400278,249.925917,-0.041051,5.444444,0.888889,0.555556,0.444444,0.000000,0.000000,0.427778,4.000000,0,0.035982,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.040220,-0.061472,-0.087710,0.059405,0.059452,0.224991,0.944819,0.482941,3917182.222222,3948589.333333,4411280.666667,0.759185,176.980166,183.069416,178.643041,-0.123176,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.000000,0,0.008707,False,weak,none,unclear,unclear,needs_review
Defense,7,7,-0.047532,-0.045516,-0.059341,0.002210,0.013498,0.034160,-0.141254,0.095497,1508196.476190,1574563.600000,1643111.614286,0.736273,352.574289,358.230876,355.597055,-0.071256,3.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.000000,0,0.013652,False,weak,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.093671,-0.129857,-0.134592,0.037927,0.072199,-0.134676,-0.363661,0.000117,14393350.866667,15627446.520000,17997363.630000,0.772622,48.701400,52.231500,49.803350,-0.180239,3.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.000000,0,-0.018138,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,-0.002239,0.046609,0.051507,0.066682,0.068323,0.161717,0.164494,0.380591,11305690.833333,12948004.500000,12489273.625000,0.898230,199.042998,196.472999,195.365666,-0.024210,5.666667,1.000000,0.833333,0.666667,0.166667,0.166667,0.625000,2.000000,0,0.002479,True,momentum_leader,momentum_exhaustion,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.002606,0.017799,0.011842,0.016297,0.034255,-0.001539,-0.043510,0.106272,15394725.111111,13775851.733333,10996468.766667,0.968275,255.238796,255.228859,255.267290,-0.035164,6.166667,0.833333,0.666667,0.500000,0.000000,0.166667,0.475000,8.000000,0,0.028646,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,-0.006180,0.028441,0.054612,0.128485,0.114749,-0.180888,-0.127254,0.006780,42922750.666667,38699630.400000,34779577.600000,1.121982,348.985999,342.677997,330.128497,-0.038334,5.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.450000,6.000000,4,-0.031716,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Energy Storage,5,5,-0.063869,-0.077157,-0.069945,-0.102142,-0.094068,-0.419513,-0.273327,-0.050029,2690242.800000,2760273.680000,3584753.420000,0.725917,58.792800,60.476200,60.368050,-0.125156,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0,0.001625,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,0.033218,0.055217,0.067061,0.064948,0.096964,0.219721,0.368103,-0.139675,19149049.666667,17199923.133333,18171114.116667,0.917890,84.036333,82.146416,80.786625,-0.049274,5.000000,0.833333,1.000000,0.333333,0.166667,0.166667,0.550000,16.000000,2,-0.010483,False,momentum_leader,none,unclear,unclear,needs_review
Market ETFs,8,8,-0.008857,-0.018236,-0.009265,0.033525,0.033582,0.032928,0.167507,0.296045,13900603.458333,14252490.250000,15250859.712500,0.853511,455.574473,458.478823,454.278994,-0.024468,4.500000,0.000000,0.125000,0.000000,0.000000,0.125000,0.043750,6.000000,0,-0.002002,False,weak,none,unclear,unclear,needs_review
Nuclear,8,8,-0.014458,-0.018222,-0.011274,0.048576,0.083186,-0.149354,-0.204213,-0.184054,8457896.000000,8051812.600000,7745153.775000,0.969121,96.312500,98.005709,96.490668,-0.086788,4.125000,0.250000,0.375000,0.000000,0.000000,0.250000,0.168750,6.000000,0,-0.013452,False,weak,none,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,-0.053044,-0.123399,-0.034564,0.143096,0.250305,-0.354808,0.333983,0.061531,17957388.666667,17151893.200000,20571103.300000,0.833634,42.986000,44.165000,41.345500,-0.123399,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.000000,0,-0.093135,False,weak,none,unclear,unclear,needs_review
Renewables,5,5,-0.061071,-0.094342,-0.110383,-0.072644,-0.055407,-0.261195,-0.187244,0.099674,2852299.600000,2728143.760000,3213275.940000,0.786609,277.747600,288.614928,285.681860,-0.136153,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-0.009020,False,weak,none,unclear,unclear,needs_review
Robotics Automation,6,6,-0.027347,-0.074840,-0.031802,0.059365,0.070299,-0.021131,0.061454,0.419524,1556814.777778,1703465.533333,2076229.716667,0.688474,277.017870,283.354736,277.419370,-0.091202,4.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0,-0.027577,False,weak,none,unclear,unclear,needs_review
Semiconductors,18,18,-0.025787,-0.083487,-0.043054,-0.032186,-0.048825,-0.086032,0.444520,1.276260,19796835.685185,21415821.411111,23967388.686111,0.874103,384.439398,392.686646,383.918341,-0.098023,4.444444,0.000000,0.222222,0.000000,0.000000,0.000000,0.055556,2.000000,0,-0.032161,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Space,11,11,-0.059772,-0.109059,-0.069977,0.157299,0.181435,-0.343735,0.313982,0.708920,5763918.272727,5943810.963636,7703752.286364,0.756516,33.221727,34.627318,33.321136,-0.137943,4.090909,0.090909,0.090909,0.000000,0.000000,0.090909,0.050000,-17.000000,0,-0.046434,False,weak,none,unclear,unclear,needs_review
Telecom Infrastructure,1,1,-0.016782,-0.076067,0.090909,0.073276,0.094505,-0.356173,0.315720,1.294931,60099366.666667,76335520.000000,80165535.000000,0.601653,10.168000,10.270000,9.752500,-0.076067,7.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250000,4.000000,3,-0.024952,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
