industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.101784,-0.091802,0.001234,0.042378,0.095452,0.299518,0.888486,1.130129,16242928.904762,18940871.628571,17858058.621429,0.988034,249.384284,244.013856,232.562795,-0.115037,4.142857,0.000000,0.285714,0.000000,0.000000,0.142857,0.085714,-14.000000,0,-0.154519,False,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.024065,0.002740,0.002084,0.056685,0.040424,0.250005,0.532124,0.146314,5544038.611111,6214353.166667,8323885.791667,0.617404,89.548668,90.356501,96.226667,-0.082646,5.166667,0.500000,0.666667,0.166667,0.000000,0.000000,0.308333,2.000000,0,0.003766,False,neutral,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.016612,0.011437,0.040793,0.260887,0.219724,0.276429,0.349428,0.196428,11702579.833333,11788285.400000,15295168.225000,0.824877,272.452750,269.311125,252.819313,-0.070389,5.125000,0.500000,0.625000,0.000000,0.000000,0.125000,0.268750,-2.000000,0,0.026508,False,neutral,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.035629,0.048238,0.019625,-0.026962,-0.032455,0.060652,0.200663,0.407019,47200973.666667,42036324.200000,53019436.050000,0.943222,308.727997,308.426080,315.873619,-0.034530,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,10.000000,0,0.031446,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.003105,0.026670,0.043770,0.102235,0.083036,0.110039,0.202000,-0.004418,16012284.740741,14950424.177778,19492805.488889,0.822361,251.638888,251.759166,246.867249,-0.049106,5.666667,0.777778,0.555556,0.444444,0.000000,0.000000,0.405556,7.000000,0,0.046882,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.049243,-0.042953,-0.006174,0.076323,0.033359,0.367463,0.762809,0.530182,3968620.500000,3813815.633333,4426763.075000,0.865093,186.518667,185.918667,176.691417,-0.084210,4.666667,0.166667,0.166667,0.166667,0.000000,0.166667,0.133333,-12.000000,0,-0.025486,False,weak,none,unclear,unclear,needs_review
Defense,7,7,-0.019934,-0.011762,0.026387,0.128718,0.151476,0.091756,-0.094544,0.152664,1628943.571429,1430180.428571,1739878.678571,0.717193,363.154572,362.871737,355.524196,-0.030401,5.571429,0.285714,0.571429,0.285714,0.000000,0.000000,0.271429,3.000000,0,-0.014372,False,neutral,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.080496,-0.062916,0.058105,0.164775,0.142469,0.037808,-0.305923,0.264221,16976606.200000,20635755.720000,18690106.930000,0.717322,53.743000,54.138100,49.481350,-0.093881,5.600000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250000,-2.000000,0,-0.013986,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.048264,0.055161,0.078114,0.085044,0.088647,0.191525,0.160608,0.383347,13503162.722222,11937830.966667,12327710.241667,1.441493,195.770666,194.338332,194.967666,-0.017829,6.833333,0.833333,0.833333,0.833333,0.333333,0.500000,0.700000,16.000000,1,0.031363,False,momentum_leader,none,defensive_rotation,defensive_rotation,observed
Defensive Staples,6,6,0.002867,0.008232,0.009828,0.032737,0.035262,-0.026590,-0.032921,0.066764,10249493.222222,8940449.266667,10035568.983333,1.058638,256.347664,255.311666,254.777092,-0.018171,5.500000,0.666667,0.666667,0.333333,0.000000,0.333333,0.416667,7.000000,0,-0.000655,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
