industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,0.013047,-0.005011,0.016454,-0.049395,0.013914,0.878851,0.992967,1.517796,19025140.428571,17828029.971429,22304864.635714,0.720916,235.198572,237.810142,233.173154,-0.125443,5.142857,0.714286,0.714286,0.142857,0.000000,0.000000,0.357143,-4.000000,0,0.086859,False,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.091527,0.061179,0.040400,0.004162,0.050904,0.361720,-0.002790,-0.010249,7960549.111111,6874689.466667,7257345.700000,0.776078,112.679665,112.588415,116.295125,-0.066733,4.333333,1.000000,0.500000,0.166667,0.000000,0.000000,0.366667,3.000000,0,-0.010872,False,momentum_leader,none,unclear,unclear,needs_review
Cloud Software,8,8,0.085999,0.041947,-0.041736,-0.207795,-0.126916,0.272600,-0.113201,-0.025043,24010190.291667,21310764.175000,17877839.793750,0.717773,210.740249,212.589375,224.444981,-0.109605,3.125000,0.750000,0.250000,0.000000,0.000000,0.000000,0.212500,4.000000,0,-0.003117,False,early_recovery,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.051645,-0.016786,-0.023818,-0.055336,-0.072742,0.174336,0.060342,0.397882,130887816.666667,110551810.000000,67584047.500000,0.953789,284.621991,290.761996,295.925000,-0.080504,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0,0.034626,False,weak,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.033881,0.028884,-0.019932,-0.037978,-0.025493,0.098700,-0.101571,-0.078076,36663037.000000,32124326.644444,25041207.216667,0.840555,231.741110,233.275888,236.404575,-0.068310,4.111111,0.888889,0.222222,0.000000,0.000000,0.000000,0.233333,3.000000,0,-0.012214,False,early_recovery,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.156825,0.159558,0.149230,0.049179,0.131919,0.859799,0.493594,0.286460,5569621.722222,4801733.033333,5215809.925000,1.042287,243.929668,237.002334,234.628666,-0.022168,6.333333,1.000000,1.000000,0.833333,0.000000,0.166667,0.675000,3.000000,3,0.019349,False,momentum_leader,none,unclear,unclear,needs_review
Defense,7,7,0.016146,-0.002879,-0.042584,-0.034451,-0.057973,-0.147027,-0.088630,0.097933,2048039.380952,1908046.485714,1895349.478571,0.864265,315.785999,320.815572,326.059548,-0.081889,4.714286,0.428571,0.142857,0.142857,0.000000,0.000000,0.157143,1.000000,0,-0.003794,False,weak,none,unclear,unclear,needs_review
Defense Drones,5,5,0.130933,0.021298,-0.097683,-0.271820,-0.268530,-0.029455,-0.143945,0.841438,24470152.866667,20905883.720000,17241687.930000,2.102174,42.908600,45.453900,50.011450,-0.183095,4.200000,0.600000,0.000000,0.000000,0.000000,0.800000,0.200000,1.000000,0,0.092973,False,early_recovery,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.015713,0.029548,0.041838,0.091462,0.076901,0.123097,0.109308,0.317987,18880363.722222,18859791.566667,16054971.225000,0.719075,190.913784,185.770806,182.643736,-0.038020,5.666667,0.666667,0.666667,0.500000,0.000000,0.000000,0.425000,10.000000,1,-0.033428,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.008938,-0.022479,-0.031743,0.011015,-0.003417,-0.016541,0.070455,0.046731,14480371.833333,12901489.766667,12060643.275000,0.875813,254.163998,255.755499,256.860491,-0.044413,4.000000,0.333333,0.333333,0.000000,0.000000,0.000000,0.150000,-4.000000,0,-0.030005,False,weak,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,0.121241,0.102172,0.022984,0.011349,-0.034856,0.183855,-0.114880,0.398690,50945824.333333,44011534.600000,47786798.650000,0.873831,392.559998,395.098996,400.591498,-0.073892,5.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.450000,10.000000,0,0.085409,False,momentum_leader,none,unclear,unclear,needs_review
Energy Storage,5,5,0.053202,0.037266,-0.035338,-0.173472,-0.120839,0.333935,0.393137,0.962126,4632974.333333,4210316.600000,4670208.150000,1.122795,83.066800,82.948201,83.715900,-0.134485,5.000000,0.800000,0.400000,0.200000,0.000000,0.400000,0.350000,4.000000,0,0.130694,False,early_recovery,none,unclear,unclear,needs_review
Fintech,6,6,0.040163,0.025570,0.017205,-0.008885,-0.016679,0.304888,-0.154088,-0.092406,25306591.944444,26074225.166667,25554933.791667,0.800312,77.175000,78.092667,76.132864,-0.078153,4.666667,0.666667,0.833333,0.166667,0.000000,0.000000,0.383333,-5.000000,0,-0.007059,False,momentum_leader,none,unclear,unclear,needs_review
Market ETFs,8,8,0.018100,0.020389,0.001858,0.003964,0.010123,0.255352,0.193713,0.351154,19028880.750000,19718264.450000,21839096.612500,0.751299,445.637227,446.709956,445.709989,-0.028974,5.000000,1.000000,0.375000,0.250000,0.000000,0.000000,0.356250,0.000000,0,0.030309,False,neutral,none,unclear,unclear,needs_review
Nuclear,8,8,-0.013650,-0.069977,-0.070458,-0.148656,-0.155179,-0.001621,-0.199621,-0.042651,8544122.708333,8091746.125000,9927572.156250,0.700551,98.736000,100.888214,99.841644,-0.140307,3.875000,0.000000,0.125000,0.000000,0.000000,0.125000,0.043750,-13.000000,0,0.012178,False,weak,none,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,0.053402,-0.079343,-0.129454,-0.231236,-0.260996,1.003009,0.157826,0.328180,34649585.000000,30201991.000000,28065442.750000,0.474112,52.122000,54.408000,57.964500,-0.154492,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,0,-0.003211,False,weak,none,unclear,unclear,needs_review
Renewables,5,5,-0.009025,-0.021875,-0.057539,-0.105159,-0.129111,0.169522,0.129063,0.650767,5001828.266667,3994220.960000,3350696.240000,0.948336,314.157602,315.035399,307.246430,-0.145248,4.600000,0.200000,0.200000,0.200000,0.000000,0.000000,0.140000,-6.000000,0,0.094041,False,weak,none,unclear,unclear,needs_review
Robotics Automation,6,6,0.054234,0.104666,0.069109,0.076748,0.079216,0.317049,0.366729,0.956934,3250415.611111,2856269.366667,2421074.008333,1.088264,283.158332,278.535333,272.771916,-0.056376,6.000000,0.833333,0.833333,0.833333,0.333333,0.333333,0.683333,4.000000,2,0.082889,False,momentum_leader,none,unclear,unclear,needs_review
