ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,forward_pe,earnings_growth,peg_ratio,peg_rating,peg_status,peg_note,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-06-30,251,0.026776,0.047349,0.004672,-0.004687,0.065279,0.462843,0.288532,0.717521,9045411.000000,8343606.600000,7991031.650000,0.842862,163.754004,165.814000,163.858499,-0.097159,5,True,False,False,True,-0.011782,infrastructure_leader,5,0.036748,-0.044168,0.900406,38.138090,0.250000,1.525524,fair,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,overextended,not_eligible_industry,6735333,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-06-30,251,0.028412,0.051835,0.073382,0.035560,0.060751,0.429808,0.998863,1.735342,11395118.333333,9319291.000000,7156022.750000,0.766984,317.548004,321.425000,314.389275,-0.150883,6,True,False,False,True,0.056928,infrastructure_leader,5,0.064985,-0.109880,0.838273,37.829010,1.357000,0.278769,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,overextended,not_eligible_industry,5488555,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-06-30,251,0.053755,0.008603,0.054734,-0.074041,0.025065,1.628416,2.363420,2.598295,8385496.333333,8530577.800000,9495014.450000,0.579777,417.813995,416.845996,409.487997,-0.079643,6,False,True,False,False,0.038280,challenger,5,0.053657,-0.074041,0.902881,20.159006,2.825000,0.071359,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,strong_uptrend,not_eligible_industry,5504989,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-06-30,251,-0.034461,-0.077882,-0.077071,-0.037405,0.051161,1.000972,0.859277,1.248517,22551380.666667,23126408.400000,36115492.100000,0.379578,45.740000,47.001000,48.517807,-0.106500,4,False,False,False,True,-0.093525,non_leader,5,-0.070238,-0.194266,0.702677,11.282013,,,unavailable,missing_growth,Yahoo Finance earningsGrowth is missing.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,13708642,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-06-30,251,-0.074179,-0.119748,-0.049271,-0.374360,-0.363636,0.392688,-0.042755,-0.378602,65047130.333333,58610478.200000,75927769.550000,0.730023,30.448000,30.868000,35.099500,-0.206148,3,False,False,False,True,-0.065724,challenger,5,-0.164376,-0.516884,0.219014,9.247669,3.260000,0.028367,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,deep_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,55428991,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-06-30,251,0.014886,0.051421,0.046824,0.065087,0.063704,0.243844,0.330447,0.214131,3330153.000000,2856711.800000,2542917.950000,0.989477,412.303998,414.169998,408.374500,-0.075956,7,True,False,False,False,0.030370,infrastructure_leader,5,0.043454,-0.022167,0.920696,27.080444,-0.094000,,unavailable,invalid_growth,Yahoo Finance earningsGrowth is zero or negative.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,very_extended,very_extended,overextended,not_eligible_industry,2516159,ok,資料日期與本次市場日期一致。
NBIS,Nebius Group N.V.,AI Infrastructure,2026-06-30,251,0.076141,0.003342,0.061906,0.044082,0.195076,1.993388,2.152986,4.489366,13421293.333333,14009136.000000,16905804.000000,0.757709,258.782004,268.547002,252.484501,-0.161812,5,False,False,False,True,0.045453,emerging_leader,4,0.093810,-0.036695,0.956599,764.548000,,,unavailable,missing_growth,Yahoo Finance earningsGrowth is missing.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,not_eligible_industry,12809680,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-06-30,251,0.022223,0.000250,-0.058178,-0.107135,-0.051230,0.212830,0.051457,0.306957,163744167.000000,158518640.200000,160403580.050000,1.016765,196.466000,201.376999,205.717530,-0.086193,3,True,False,False,True,-0.050914,core_leader,5,-0.027356,-0.150237,0.570526,15.675591,2.145000,0.073080,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,early_recovery,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,early_recovery,avoid_for_now,163092701,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-06-30,251,0.090767,0.117457,0.061488,0.138749,0.125576,1.963222,1.702032,3.267945,37497601.000000,33214480.600000,31875225.150000,1.038948,538.857996,532.290994,517.103499,-0.057811,6,True,True,False,False,0.068752,challenger,5,0.123392,0.000000,1.000000,44.114777,0.912000,0.483715,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,early_recovery,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,too_extended,33116703,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-06-30,251,-0.003061,-0.006313,-0.039580,-0.177451,-0.153148,0.289485,0.076709,0.437326,28681793.000000,27867555.800000,37178983.950000,0.724089,375.240002,382.757388,395.449718,-0.111225,5,False,False,False,True,-0.032316,core_leader,5,-0.044758,-0.214345,0.527241,19.475885,0.854000,0.228055,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,early_recovery,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,26920879,ok,資料日期與本次市場日期一致。
