industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.029012,0.017922,-0.094943,0.048030,0.105445,-0.053725,0.770904,1.133406,11396734.000000,11383646.114286,16227895.814286,0.999887,233.295429,232.985572,238.766576,-0.078365,3.571429,0.571429,0.000000,0.000000,0.000000,0.428571,0.157143,-11.000000,0,0.026649,False,early_recovery,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.015142,0.015362,-0.007176,0.036333,0.059836,0.079188,0.321444,0.041371,5227506.722222,4627604.033333,8094056.841667,0.645140,89.482167,88.971917,91.356292,-0.035406,5.166667,0.666667,0.500000,0.333333,0.000000,0.000000,0.341667,3.000000,0,-0.002760,False,early_recovery,none,unclear,unclear,needs_review
Cloud Software,8,8,0.087019,0.083684,0.088690,0.147672,0.195174,0.055425,0.490709,0.123336,16288196.000000,13422237.600000,12436563.775000,1.052203,276.034499,271.861062,269.886966,-0.045632,5.375000,0.875000,0.875000,0.500000,0.250000,0.250000,0.593750,11.000000,2,0.021884,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.010847,0.020977,0.036847,0.045163,0.026588,0.035302,0.199061,0.384383,37232143.000000,34318145.800000,41337116.450000,0.983799,314.896002,313.232999,310.478812,-0.023609,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,4.000000,0,-0.012480,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.020612,-0.014686,0.024192,0.038112,0.058342,0.071429,0.118379,-0.023163,16836491.888889,15630521.800000,16384084.894444,1.145269,258.349112,255.559113,253.539362,-0.038534,5.555556,0.444444,0.666667,0.333333,0.000000,0.444444,0.383333,-2.000000,0,-0.037016,False,momentum_leader,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.159847,0.156722,0.084022,0.136918,0.175213,0.227268,1.109051,0.722157,9258191.277778,7413431.433333,4904202.858333,1.389963,184.811832,180.895999,183.348499,-0.091892,4.833333,1.000000,1.000000,0.333333,0.166667,0.666667,0.633333,16.000000,1,0.057235,False,momentum_leader,none,unclear,unclear,needs_review
Defense,7,7,-0.007807,-0.006178,-0.051500,-0.012701,-0.005008,0.047751,-0.186155,0.079213,1295466.190476,1342948.285714,1469375.642857,1.165023,341.546362,346.959290,353.939603,-0.075559,3.571429,0.285714,0.000000,0.000000,0.000000,0.285714,0.085714,4.000000,0,0.000532,False,weak,none,unclear,unclear,needs_review
Defense Drones,5,5,0.022467,0.021438,-0.108801,0.041364,0.111828,-0.321132,-0.328539,-0.007351,14897685.466667,13469891.280000,17826591.820000,2.063333,44.528000,46.614700,50.095350,-0.139528,3.800000,0.400000,0.200000,0.200000,0.200000,0.200000,0.240000,3.000000,0,0.098059,False,early_recovery,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,-0.018843,-0.016925,0.028888,0.062187,0.056354,0.182923,0.130909,0.346247,11102062.888889,10913007.733333,11906993.600000,1.177250,198.935668,198.878487,195.880738,-0.036073,4.500000,0.166667,0.833333,0.000000,0.000000,0.500000,0.291667,-3.000000,0,-0.002607,False,neutral,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.009980,-0.024858,-0.007726,-0.005812,-0.009500,0.019535,-0.069158,0.069949,10640856.722222,10704167.366667,10584722.675000,1.318860,253.083998,254.161397,254.428441,-0.044702,5.000000,0.000000,0.500000,0.000000,0.000000,0.833333,0.208333,0.000000,0,-0.016404,False,weak,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,0.063993,0.054449,0.084439,0.142418,0.182321,-0.115250,-0.087697,0.117167,41402309.333333,36519325.600000,34320151.400000,1.781968,353.516003,351.251001,341.112498,-0.046960,5.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.550000,2.000000,1,0.093334,False,momentum_leader,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.039045,0.000677,-0.076085,-0.135849,-0.094502,-0.470726,-0.260934,-0.003173,2680212.800000,2856467.680000,3380638.920000,0.745884,56.288400,57.540600,59.770750,-0.092493,3.800000,0.400000,0.200000,0.000000,0.000000,0.000000,0.130000,3.000000,0,0.042731,False,early_recovery,none,unclear,unclear,needs_review
Fintech,6,6,-0.039614,-0.021669,0.034614,0.054925,0.094095,0.069309,0.224595,-0.145765,18116971.277778,16345456.100000,15782623.191667,1.355601,88.369333,86.202833,83.072875,-0.072303,4.833333,0.500000,0.500000,0.166667,0.000000,0.500000,0.316667,-4.000000,0,0.015728,False,momentum_leader,none,unclear,unclear,needs_review
Market ETFs,8,8,0.000307,0.006986,-0.011532,0.021064,0.037139,0.012681,0.165731,0.313495,12800148.500000,11562770.875000,13045121.093750,0.877783,456.968796,456.271634,458.232318,-0.013215,5.125000,0.750000,0.125000,0.125000,0.000000,0.125000,0.225000,0.000000,0,0.000972,False,early_recovery,none,unclear,unclear,needs_review
Nuclear,8,8,-0.038311,-0.002903,-0.021898,0.024492,0.082095,-0.181148,-0.241804,-0.216105,7787219.958333,9268924.475000,8055571.743750,0.877072,98.549750,97.431125,97.803685,-0.074024,4.375000,0.625000,0.375000,0.000000,0.000000,0.000000,0.218750,-4.000000,0,0.021214,False,weak,none,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,-0.017986,-0.042621,-0.160760,0.011840,0.078760,-0.432592,0.025300,-0.085601,24494163.000000,19790537.800000,20172234.450000,1.911845,40.610000,41.798000,42.651500,-0.126170,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.100000,-7.000000,0,0.083549,False,weak,none,unclear,unclear,needs_review
Renewables,5,5,-0.042422,-0.034770,-0.125733,-0.102933,-0.065995,-0.314730,-0.127861,0.084719,2547344.666667,2415442.800000,2882759.700000,1.154403,265.800802,271.774201,283.629918,-0.096854,3.200000,0.000000,0.000000,0.000000,0.000000,0.400000,0.040000,1.000000,0,-0.000379,False,weak,none,unclear,unclear,needs_review
Robotics Automation,6,6,-0.014843,-0.006537,-0.080804,-0.028662,-0.005782,-0.004732,0.052649,0.398649,1328268.888889,1285914.666667,1801165.333333,0.835356,270.457498,273.737684,279.533785,-0.068790,4.000000,0.333333,0.000000,0.000000,0.000000,0.166667,0.083333,-1.000000,0,0.021244,False,weak,none,unclear,unclear,needs_review
Semiconductors,18,18,-0.011207,0.005422,-0.078383,0.008554,0.014799,-0.135573,0.458387,1.348496,25603951.629630,23438984.311111,22448400.522222,0.833700,379.714445,382.066744,388.329144,-0.067989,3.944444,0.611111,0.055556,0.055556,0.055556,0.055556,0.166667,-1.000000,0,0.029452,False,early_recovery,none,risk_on_growth,industry_flow_leads_leaders,inferred
Space,11,11,-0.035857,-0.059497,-0.161099,0.014199,0.088529,-0.411105,0.166634,0.606919,5035185.242424,4941283.872727,7112020.968182,0.768693,30.628636,31.925227,33.557068,-0.142076,2.818182,0.000000,0.000000,0.000000,0.000000,0.090909,0.009091,-3.000000,0,0.047153,False,weak,none,unclear,unclear,needs_review
Telecom Infrastructure,1,1,-0.025937,0.018072,-0.059369,0.083333,0.109409,-0.376000,0.227603,1.397163,58237977.666667,49359866.600000,69374271.650000,0.639931,10.340000,10.254000,10.091000,-0.042493,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.200000,-11.000000,0,0.018072,False,early_recovery,none,unclear,unclear,needs_review
