industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.018218,-0.074787,0.013077,-0.082168,-0.094547,0.040839,0.741388,0.986080,15186417.761905,14116922.085714,14425233.378571,0.965621,243.233193,240.937574,236.956987,-0.108553,5.285714,0.142857,0.428571,0.142857,0.000000,0.142857,0.185714,-2.000000,0,-0.035154,False,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.032386,0.030369,0.029889,0.022998,0.005565,0.120316,0.376028,0.091234,5851889.722222,5265087.166667,5001724.291667,1.018755,90.841331,90.448832,89.710374,-0.047910,4.833333,1.000000,0.833333,0.166667,0.000000,0.166667,0.466667,8.000000,1,0.014193,False,momentum_leader,none,unclear,unclear,needs_review
Cloud Software,8,8,0.014934,0.011995,-0.047839,0.038235,0.006068,0.219988,0.399713,0.064609,13226314.875000,12545848.925000,12077280.981250,0.793354,268.286001,270.209750,271.035406,-0.099745,3.875000,0.750000,0.000000,0.000000,0.000000,0.000000,0.150000,-12.000000,0,0.008675,False,early_recovery,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.014606,0.047815,0.045731,0.084263,0.083058,0.118770,0.312915,0.396447,40468858.000000,51411694.800000,42747868.700000,0.735021,327.719995,325.308997,319.270998,-0.039213,5.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.450000,6.000000,4,0.006842,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.014671,0.001254,-0.031643,-0.008109,-0.031820,0.049083,0.081492,-0.096856,15904877.888889,16979073.400000,15600467.238889,0.887003,258.137666,257.927868,256.731222,-0.074619,4.333333,0.444444,0.333333,0.111111,0.000000,0.000000,0.200000,4.000000,0,0.004873,False,early_recovery,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.140416,0.137708,0.028001,0.116340,0.085444,0.390704,1.032246,0.715820,8259378.166667,6690273.566667,5956845.058333,1.155071,186.840000,183.533751,182.214875,-0.078584,4.666667,1.000000,0.666667,0.000000,0.000000,0.500000,0.416667,-2.000000,2,0.044077,False,momentum_leader,none,unclear,unclear,needs_review
Defense,7,7,0.003430,-0.006269,-0.046977,-0.095649,-0.115639,-0.006987,-0.188301,0.014473,1468290.333333,1396431.342857,1430636.407143,1.012301,323.124859,326.140676,336.045971,-0.050239,4.285714,0.285714,0.000000,0.000000,0.000000,0.142857,0.071429,0.000000,0,0.001460,False,weak,none,unclear,unclear,needs_review
Defense Drones,5,5,0.008705,-0.040394,-0.029511,-0.134065,-0.171029,-0.183210,-0.338486,-0.168107,15742010.000000,15510242.000000,14936062.500000,1.025836,43.379001,43.305000,44.959850,-0.086133,4.200000,0.200000,0.200000,0.200000,0.000000,0.200000,0.160000,0.000000,0,-0.008024,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.003692,-0.005259,-0.003737,0.024646,0.023569,0.126933,0.175901,0.335679,10195906.722222,10059764.033333,11318887.675000,0.949157,195.280941,197.609496,198.043499,-0.048844,4.833333,0.333333,0.500000,0.166667,0.000000,0.000000,0.233333,10.000000,0,0.013396,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.006404,-0.002712,-0.009800,-0.017875,-0.029545,-0.033438,-0.042612,0.071578,9692280.722222,9295471.766667,11040533.775000,0.968316,245.013999,246.950784,250.431143,-0.029332,4.000000,0.500000,0.500000,0.166667,0.000000,0.000000,0.266667,8.000000,0,-0.005162,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,-0.019199,-0.031454,-0.030901,0.050928,0.041809,-0.132725,-0.098544,-0.154262,30948426.333333,31015355.800000,39103088.950000,0.772703,362.471997,362.406998,356.828999,-0.059224,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.000000,0,-0.045264,False,weak,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.043369,-0.100590,-0.056562,-0.123661,-0.153822,-0.416828,-0.297975,-0.104017,2632580.933333,3029588.560000,2857996.140000,0.817497,53.629200,53.944000,55.742300,-0.107338,4.800000,0.000000,0.400000,0.000000,0.000000,0.000000,0.100000,-7.000000,0,-0.050115,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,0.004256,-0.026574,-0.021544,0.009817,-0.001976,0.077048,0.215496,-0.210496,14491782.277778,13857572.700000,15847289.008333,1.059516,85.130999,86.120770,86.149500,-0.087375,3.833333,0.333333,0.333333,0.000000,0.000000,0.500000,0.200000,10.000000,0,-0.009855,False,weak,none,unclear,unclear,needs_review
Market ETFs,8,8,-0.004802,-0.019112,-0.016944,-0.026822,-0.028832,-0.005473,0.186225,0.245277,14534189.250000,14342450.625000,13331976.106250,0.990386,451.651001,453.948377,455.122930,-0.026950,3.500000,0.000000,0.000000,0.000000,0.000000,0.250000,0.025000,0.000000,0,-0.000944,False,weak,none,unclear,unclear,needs_review
Nuclear,8,8,-0.096880,-0.160143,-0.097554,-0.118057,-0.127916,-0.193639,-0.249562,-0.362804,11183395.291667,9252032.175000,8480460.543750,0.944003,93.986126,96.313563,96.872344,-0.160802,4.000000,0.000000,0.125000,0.000000,0.000000,0.125000,0.043750,-8.000000,0,-0.052004,False,weak,none,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,0.005700,-0.084507,-0.057492,-0.209009,-0.199092,-0.394410,0.112947,-0.404915,15490860.000000,17939476.000000,18480959.000000,0.695217,37.256000,38.071000,39.934500,-0.091920,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,-0.033394,False,weak,none,unclear,unclear,needs_review
Renewables,5,5,-0.036145,-0.086384,-0.031511,-0.153353,-0.164682,-0.304734,-0.150205,0.036767,2495826.400000,2690567.840000,2547106.960000,1.135330,260.942399,263.958601,267.866401,-0.088041,4.800000,0.000000,0.200000,0.000000,0.000000,0.200000,0.070000,0.000000,0,-0.036583,False,weak,none,unclear,unclear,needs_review
Robotics Automation,6,6,-0.011528,-0.024351,-0.007839,-0.086993,-0.083741,-0.011743,0.127605,0.380112,1713202.555556,1616898.200000,1517836.216667,1.014107,266.536334,266.353333,270.033624,-0.070682,4.833333,0.166667,0.333333,0.000000,0.000000,0.166667,0.133333,2.000000,0,0.005794,False,weak,none,unclear,unclear,needs_review
Semiconductors,18,18,-0.023635,-0.044466,-0.008573,-0.085257,-0.076168,-0.215697,0.498070,1.081531,20393745.111111,20092452.622222,21857152.044444,0.921268,377.868335,377.453385,379.697603,-0.074444,5.111111,0.222222,0.388889,0.111111,0.000000,0.111111,0.180556,-2.000000,0,-0.010259,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Space,11,11,0.003584,-0.060820,-0.032982,-0.188107,-0.191559,-0.265842,0.129988,0.512317,5620851.303030,6106614.418182,6079706.331818,1.020067,29.490909,29.757182,30.841205,-0.091397,4.727273,0.000000,0.454545,0.000000,0.000000,0.272727,0.140909,2.000000,0,-0.032909,False,weak,none,unclear,unclear,needs_review
Telecom Infrastructure,1,1,-0.073446,-0.076056,-0.029586,-0.087198,-0.085502,-0.336032,0.137572,1.134490,98676467.000000,90008020.200000,71641575.050000,1.166627,10.400000,10.222000,10.238000,-0.132974,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.000000,0,-0.038170,False,weak,none,unclear,unclear,needs_review
