ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,forward_pe,earnings_growth,peg_ratio,peg_rating,peg_status,peg_note,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-09-15,251,0.020371,-0.010874,-0.014564,-0.044400,-0.030078,0.140458,0.424751,0.356500,5073151.666667,4340851.000000,5029162.750000,0.975839,192.431998,191.770000,192.161499,-0.059021,5,False,False,False,False,-0.027641,infrastructure_leader,5,0.003531,-0.083896,0.812864,37.370064,0.357000,1.046781,fair,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,research_candidate,4907655,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-09-15,251,-0.054256,-0.193111,-0.092967,-0.197526,-0.201377,-0.247692,-0.113197,0.718696,7125333.666667,8246000.200000,5270580.050000,1.082120,247.978351,259.242014,260.575402,-0.193111,5,False,False,False,True,-0.106044,infrastructure_leader,5,-0.099646,-0.376136,0.409532,25.718124,0.530000,0.485248,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,reasonable_pullback,reasonable_pullback,falling_knife,avoid_for_now,5703401,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-09-15,251,0.072816,0.018038,0.191882,0.132761,0.107374,0.330843,2.488518,3.311059,11077185.666667,9286211.400000,9306217.850000,1.029877,537.390002,517.856006,484.732002,-0.058189,7,False,True,False,False,0.178805,challenger,5,0.121259,-0.041919,0.947936,18.956150,2.729000,0.069462,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,too_extended,9584257,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-09-15,251,0.011952,-0.002677,0.069678,-0.030030,-0.048203,0.143278,1.581458,1.334996,31100556.333333,28633933.800000,25035218.450000,0.920402,57.500001,55.267000,54.394500,-0.107586,6,False,False,False,True,0.056602,non_leader,5,0.027310,-0.100016,0.853451,12.154934,4.102000,0.029632,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,overextended,avoid_for_now,23042469,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-09-15,251,-0.046549,-0.114754,-0.043991,-0.068966,-0.105422,0.155267,0.118644,-0.206413,37639235.666667,34177221.400000,37622015.350000,0.705239,37.758000,38.022000,37.589500,-0.114754,5,False,False,False,True,-0.057068,challenger,5,-0.051863,-0.392638,0.396068,6.691802,4.347000,0.015394,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,reasonable_pullback,reasonable_pullback,falling_knife,avoid_for_now,26532507,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-09-15,251,-0.040939,-0.070429,-0.023589,-0.138340,-0.130916,-0.033643,0.092545,0.068927,2502555.333333,2162413.200000,1883423.300000,1.427489,407.059998,404.695999,409.773003,-0.077509,5,False,False,False,False,-0.036666,infrastructure_leader,5,-0.042397,-0.146882,0.539656,24.323208,-0.159000,,unavailable,invalid_growth,Yahoo Finance earningsGrowth is zero or negative.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,sideways_base,research_candidate,2688566,ok,資料日期與本次市場日期一致。
NBIS,Nebius Group N.V.,AI Infrastructure,2026-09-15,251,-0.090921,-0.149705,0.005089,-0.228678,-0.253205,-0.202638,0.596996,1.318797,11786906.000000,11971823.600000,16830015.900000,0.618378,222.514001,219.710001,219.473000,-0.149705,4,False,False,False,True,-0.007988,emerging_leader,4,-0.055146,-0.276675,0.627291,-66.018070,,,unavailable,missing_pe,Yahoo Finance forwardPE is missing or not positive.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,sideways_base,avoid_for_now,10407318,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-09-15,251,-0.028348,-0.059020,-0.037923,-0.056009,-0.056638,-0.000200,0.160654,0.216139,102152997.000000,99036498.200000,130120999.550000,0.654250,216.639999,220.833102,218.613983,-0.083191,4,False,False,False,True,-0.029350,core_leader,5,-0.029477,-0.097926,0.672877,13.587671,1.278000,0.106320,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,falling_knife,avoid_for_now,85131691,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-09-15,251,0.001191,-0.003045,0.071125,-0.003557,-0.019810,-0.078683,1.564859,2.142216,20266670.000000,19791582.000000,17825295.500000,0.951665,507.688000,489.457999,480.896500,-0.053138,5,False,False,False,False,0.079698,challenger,5,0.048458,-0.132051,0.818875,32.381350,1.595000,0.203018,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,not_eligible_industry,16963710,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-09-15,251,-0.059751,-0.079471,-0.083896,-0.135464,-0.136696,-0.137414,0.048011,-0.050678,25733528.666667,25422617.200000,26069319.300000,0.896490,354.237994,359.172995,362.422499,-0.082260,3,False,False,False,True,-0.075323,core_leader,5,-0.063883,-0.294377,0.246582,17.502660,2.153000,0.081294,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,23370886,ok,資料日期與本次市場日期一致。
