ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,forward_pe,earnings_growth,peg_ratio,peg_rating,peg_status,peg_note,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-07-20,251,-0.014949,-0.065139,-0.022680,-0.001886,0.026799,0.031176,0.296807,0.517337,7315279.666667,7521607.800000,8653251.950000,0.690693,172.202002,176.132002,170.837002,-0.098417,6,False,False,False,True,0.040484,infrastructure_leader,5,-0.008704,-0.094191,0.771832,37.907192,0.250000,1.516288,fair,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,falling_knife,avoid_for_now,5976739,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-07-20,251,-0.042355,-0.046425,-0.084152,-0.124246,-0.081586,-0.050788,0.691203,1.313535,4948896.000000,4456257.600000,6417999.400000,0.586333,296.697998,305.552997,312.498500,-0.106076,4,False,False,False,True,-0.020988,infrastructure_leader,5,-0.066651,-0.224595,0.668004,32.871080,1.357000,0.242233,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,3763088,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-07-20,251,-0.074634,-0.105898,-0.072657,-0.067448,-0.089287,0.948927,2.215255,2.006254,6014434.000000,7639840.400000,7534610.100000,0.573036,407.964001,420.137000,418.414998,-0.165363,5,False,False,False,True,-0.009493,challenger,5,-0.087318,-0.180445,0.763310,17.536535,2.825000,0.062076,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,4317602,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-07-20,251,-0.059717,-0.056732,0.032677,-0.060114,-0.075519,0.690256,1.049136,1.201751,18028258.333333,18227115.000000,20595048.750000,0.575482,46.492001,46.549001,45.992000,-0.100888,5,False,False,False,True,0.095841,non_leader,5,-0.031136,-0.204090,0.687642,11.143873,,,unavailable,missing_growth,Yahoo Finance earningsGrowth is missing.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,sideways_base,not_eligible_industry,11852075,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-07-20,251,-0.113797,-0.138467,-0.123575,-0.222766,-0.142189,-0.165616,-0.190007,-0.537282,30683930.666667,28003178.400000,45324459.600000,0.525705,25.446000,26.586000,28.447000,-0.158248,3,False,False,False,True,-0.060411,challenger,5,-0.162302,-0.607478,0.082130,7.625819,3.260000,0.023392,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,deep_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,23827292,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-07-20,251,-0.027733,-0.003575,-0.029050,-0.048273,-0.020091,-0.009086,0.210863,0.086732,2375628.000000,2198216.800000,2297494.200000,0.539276,405.209991,403.724994,408.203996,-0.046327,6,False,False,False,False,0.034113,infrastructure_leader,5,-0.016644,-0.078870,0.717838,25.442717,-0.094000,,unavailable,invalid_growth,Yahoo Finance earningsGrowth is zero or negative.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,not_eligible_industry,1238984,ok,資料日期與本次市場日期一致。
NBIS,Nebius Group N.V.,AI Infrastructure,2026-07-20,251,-0.084657,-0.132488,-0.142710,-0.363005,-0.349899,0.162148,0.757905,2.487111,23104378.000000,21217206.800000,17574001.700000,0.913374,185.139999,198.372998,224.715999,-0.217983,5,False,False,False,True,-0.079546,emerging_leader,4,-0.187330,-0.363005,0.559567,-2442.096700,,,unavailable,missing_pe,Yahoo Finance forwardPE is missing or not positive.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,deep_pullback,neutral,deep_pullback,falling_knife,avoid_for_now,16051634,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-07-20,251,-0.043388,-0.001228,0.039530,-0.035170,-0.006694,0.009108,0.088094,0.187716,118430543.666667,120893686.200000,137332081.550000,0.642760,207.557999,205.610999,201.754499,-0.045600,6,False,False,False,False,0.131444,core_leader,5,0.007561,-0.136689,0.543388,15.827301,2.145000,0.073787,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,not_eligible_industry,88271631,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-07-20,251,-0.048324,-0.057673,-0.087818,-0.062899,-0.017386,0.808865,1.209416,2.207452,27458618.333333,26280691.000000,28283957.750000,0.820711,515.508008,525.006000,531.328998,-0.111366,5,False,False,False,True,0.004097,challenger,5,-0.052244,-0.133136,0.820043,37.399162,0.912000,0.410079,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,extended,extended,falling_knife,avoid_for_now,23212955,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-07-20,251,-0.040885,-0.015337,0.011393,-0.079231,-0.035993,-0.068336,0.106504,0.321713,20286104.333333,19460222.600000,24623630.650000,0.577275,381.365997,385.142996,380.179999,-0.075491,5,False,False,False,False,0.103308,core_leader,5,-0.005313,-0.213492,0.497423,19.475817,0.854000,0.228054,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,not_eligible_industry,14214613,ok,資料日期與本次市場日期一致。
