industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,0.131586,0.154378,0.243787,0.288881,0.293681,0.346251,1.194983,1.305926,28261938.857143,24056569.028571,18187443.685714,0.715100,248.472000,241.853215,229.351156,-0.063046,6.428571,1.000000,1.000000,0.857143,0.000000,0.000000,0.664286,7.000000,0,0.002539,True,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.015797,-0.006694,0.086786,0.060860,0.031733,0.306134,0.599000,0.120127,7133290.611111,8794567.700000,8160056.925000,0.866485,90.032000,95.009500,98.638750,-0.112666,6.166667,0.666667,0.666667,0.500000,0.166667,0.166667,0.475000,-3.000000,0,-0.066639,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Cloud Software,8,8,0.018452,0.046643,0.135506,0.231948,0.216800,0.395230,0.383540,0.218978,12577536.708333,12324319.525000,15543844.256250,0.778577,274.097751,266.664375,245.754500,-0.053478,6.125000,0.625000,0.875000,0.375000,0.000000,0.125000,0.450000,-4.000000,0,-0.065311,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Consumer Hardware,1,1,0.003345,-0.022775,-0.008793,-0.082538,-0.081216,0.026773,0.170962,0.325878,36009459.000000,38063515.400000,52507023.850000,0.496202,305.322003,307.481482,318.219887,-0.034530,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-0.000731,False,weak,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.002526,0.011085,0.052418,0.077464,0.056906,0.110236,0.212312,-0.026506,13651592.962963,14818335.777778,19640005.055556,0.605486,253.870552,251.758499,246.209693,-0.053752,5.888889,0.666667,0.666667,0.333333,0.000000,0.000000,0.383333,-11.000000,0,-0.028414,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Cybersecurity,6,6,-0.001792,0.034377,0.118894,0.049183,0.049323,0.543410,0.808721,0.629520,3634996.833333,3947914.766667,4488516.191667,0.781491,190.161333,184.724333,174.924250,-0.039067,5.666667,0.833333,0.833333,0.500000,0.000000,0.000000,0.500000,-2.000000,0,-0.056519,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Defense,7,7,0.011800,0.020418,0.073519,0.154293,0.151625,0.114833,-0.067702,0.194446,1180230.571429,1209626.914286,1736261.728571,0.510676,365.238570,360.371712,349.337713,-0.016956,6.714286,0.857143,1.000000,0.714286,0.000000,0.000000,0.600000,-4.000000,0,0.005473,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Defense Drones,5,5,0.018711,0.073922,0.313910,0.359774,0.333766,0.035913,-0.139481,0.317917,24023220.600000,22647008.360000,22996648.090000,1.409345,56.043999,52.789999,48.068300,-0.047912,7.800000,1.000000,1.000000,1.000000,0.400000,0.800000,0.860000,2.000000,5,-0.013737,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.008817,0.018296,0.027080,0.033755,0.035313,0.133390,0.117780,0.322071,9256326.666667,10395512.666667,11841226.500000,0.696185,194.040999,192.971832,194.633824,-0.016055,6.333333,0.833333,0.666667,0.666667,0.000000,0.000000,0.500000,-3.000000,0,-0.008292,False,neutral,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.009748,0.007041,0.010666,0.016649,0.001291,-0.014941,-0.051262,0.081526,7287994.388889,7809743.300000,9819489.158333,0.590958,255.371999,254.736500,253.802676,-0.013336,5.500000,0.666667,1.000000,0.333333,0.000000,0.000000,0.466667,-3.000000,0,-0.001137,False,neutral,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,0.028425,0.041664,0.099804,-0.101276,-0.124763,-0.227904,-0.179346,0.035425,36016898.666667,31279939.200000,39791569.800000,1.125266,334.685999,329.251996,329.139499,-0.023889,7.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,0.000000,0,-0.022274,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Energy Storage,5,5,0.004976,0.019002,0.019030,-0.101070,-0.101330,-0.278355,-0.122943,0.085060,2197690.866667,2221806.520000,3557950.630000,0.619932,61.684800,61.929700,61.421850,-0.150974,5.800000,0.600000,0.600000,0.400000,0.000000,0.000000,0.370000,1.000000,0,-0.005979,False,neutral,none,unclear,unclear,needs_review
Fintech,6,6,0.023953,0.020032,0.072351,0.019383,-0.005438,0.119644,0.365715,-0.156488,13900599.888889,13092203.266667,19510316.650000,0.785453,80.076833,79.778916,80.276416,-0.044513,5.333333,0.666667,1.000000,0.333333,0.166667,0.166667,0.516667,3.000000,0,-0.012497,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Market ETFs,8,8,0.010906,0.009937,0.056049,0.044091,0.033700,0.059328,0.191568,0.322505,11020355.416667,11587000.375000,15514107.737500,0.645992,461.076251,459.020375,450.135438,-0.007523,5.750000,0.875000,1.000000,0.375000,0.000000,0.000000,0.518750,-3.000000,0,-0.007956,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Nuclear,8,8,-0.010225,0.001110,0.117817,0.145329,0.151646,-0.144948,-0.162602,-0.193770,7160962.875000,6946445.225000,7845899.431250,0.736069,99.570749,98.117000,96.229125,-0.053864,5.750000,0.500000,0.875000,0.250000,0.000000,0.000000,0.381250,4.000000,0,-0.070211,True,neutral,momentum_exhaustion,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,0.064917,0.041188,0.269484,0.330075,0.317949,-0.195058,0.477955,0.149888,20437873.666667,18759164.200000,21224246.050000,0.848597,44.481999,42.706000,38.620000,-0.047939,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,1.000000,1,-0.091239,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Renewables,5,5,-0.019783,-0.014003,0.085135,-0.010188,-0.026812,-0.167455,-0.081444,0.292728,2327982.800000,2313389.680000,3295387.420000,0.632155,296.918402,293.890102,288.188052,-0.069189,6.200000,0.400000,0.800000,0.400000,0.000000,0.000000,0.380000,2.000000,0,-0.024958,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Robotics Automation,6,6,0.023531,0.034513,0.081204,0.143929,0.119839,0.064406,0.091196,0.588325,1776106.777778,1834667.400000,2158679.350000,0.622379,287.155666,283.364333,270.027334,-0.090855,5.333333,0.666667,0.666667,0.166667,0.000000,0.000000,0.341667,-6.000000,0,0.007744,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Semiconductors,18,18,0.022959,0.006361,0.089553,0.030689,0.015623,0.004359,0.570603,1.439574,21417432.777778,21553690.777778,24873180.194444,0.721504,396.126998,390.595054,386.320668,-0.045886,6.000000,0.555556,0.944444,0.500000,0.000000,0.111111,0.483333,6.000000,0,-0.025917,True,neutral,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred
Space,11,11,0.016823,0.030690,0.310746,0.266876,0.275515,-0.166125,0.501299,0.960569,8159573.030303,8458418.363636,7927312.318182,0.877164,35.848364,34.775136,32.258045,-0.041028,6.727273,0.636364,1.000000,0.545455,0.090909,0.181818,0.550000,-1.000000,7,-0.058331,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Telecom Infrastructure,1,1,0.139831,0.149573,0.177243,0.063241,0.036609,-0.255878,0.543759,1.561905,97510494.333333,80208116.600000,90220704.150000,0.717469,10.042000,9.786000,9.626500,-0.079637,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,14.000000,0,0.029743,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
