industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,6,6,0.091032,-0.027730,-0.074726,0.202718,0.165166,0.567653,0.679352,1.131724,29561552.333333,29832668.066667,22467962.016667,0.781467,219.791334,227.255833,217.752083,-0.193313,4.833333,0.666667,0.333333,0.000000,0.000000,0.000000,0.216667,-11.000000,0,0.010925,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.058081,0.036737,-0.038202,0.117466,0.146876,0.187756,-0.036401,0.002414,8525897.222222,7397608.333333,6116433.750000,2.085712,114.586668,120.001834,119.641001,-0.089127,4.166667,0.500000,0.333333,0.000000,0.000000,0.500000,0.233333,-7.000000,0,0.016969,False,early_recovery,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.012780,-0.048786,-0.175162,0.101919,0.138096,0.187548,-0.111894,0.031291,16744078.583333,16398382.150000,17565317.412500,0.673130,226.712964,236.300588,230.826260,-0.160064,3.000000,0.375000,0.000000,0.000000,0.000000,0.000000,0.075000,-18.000000,0,0.020382,False,weak,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.016599,-0.016979,-0.032288,-0.012690,-0.006002,0.173535,0.068125,0.499828,42206056.666667,49904054.000000,50007028.500000,0.905944,293.062000,301.088004,303.690501,-0.078204,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0,0.035764,False,weak,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.032267,0.013501,-0.019679,0.003700,0.008885,0.035431,-0.076381,-0.038833,19026183.481481,19311307.866667,19824638.633333,0.946830,236.744222,239.587972,243.731157,-0.058060,4.111111,0.666667,0.222222,0.000000,0.000000,0.111111,0.200000,4.000000,0,0.044844,False,early_recovery,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.055820,0.031831,-0.087200,0.180411,0.212902,0.476992,0.254795,0.137034,4112227.388889,4321809.766667,6001443.275000,0.620213,226.791666,232.254999,228.401582,-0.130288,4.000000,1.000000,0.166667,0.000000,0.000000,0.000000,0.241667,-9.000000,0,0.033702,False,early_recovery,none,unclear,unclear,needs_review
Defense,7,7,0.012315,0.010725,0.006375,0.007766,-0.010437,-0.182031,-0.028475,0.174012,1540909.619048,1578822.914286,1632303.585714,1.019756,334.654574,331.359463,333.459027,-0.034594,4.000000,0.857143,0.714286,0.000000,0.000000,0.285714,0.378571,5.000000,0,-0.002675,False,momentum_leader,none,unclear,unclear,needs_review
Defense Drones,5,5,0.036513,-0.056117,-0.193561,0.088361,0.040515,-0.192015,-0.077182,1.325357,14090189.600000,14171337.760000,20945716.440000,0.689267,51.820000,54.569000,54.023250,-0.224013,3.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.000000,0,0.016075,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,-0.005993,-0.001371,0.045953,0.042656,0.029226,0.055048,0.068219,0.276423,12292610.500000,12131032.966667,12674369.908333,0.839365,182.886666,180.103000,177.290578,-0.025667,5.500000,0.500000,0.833333,0.333333,0.000000,0.000000,0.391667,1.000000,5,-0.007001,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.000717,0.026540,0.043260,-0.010724,-0.012258,-0.012576,0.102266,0.102450,8818981.944444,9956659.166667,11253503.958333,0.822213,260.564000,258.042792,262.826794,-0.017480,6.333333,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,4.000000,2,0.007242,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
