ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,forward_pe,earnings_growth,peg_ratio,peg_rating,peg_status,peg_note,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-09-25,251,0.006628,0.035910,0.034872,0.027152,0.021261,0.310596,0.685434,0.449474,3957404.666667,4288402.800000,4768770.700000,0.912062,205.266000,200.343999,196.578000,-0.009493,6,True,True,False,False,0.006447,infrastructure_leader,5,0.050728,-0.018765,0.958144,39.817482,0.357000,1.115336,fair,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,very_extended,very_extended,overextended,not_eligible_industry,4349414,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-09-25,251,-0.000710,0.015598,-0.014463,-0.059187,-0.039680,-0.166501,0.003941,0.829099,3925414.333333,4032388.600000,5362987.150000,0.765384,250.336002,245.397002,254.503185,-0.032194,6,False,False,False,False,-0.042887,infrastructure_leader,5,-0.004806,-0.326490,0.483223,27.764744,0.530000,0.523863,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,sideways_base,not_eligible_industry,4104743,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-09-25,251,0.025450,-0.009101,-0.007756,0.191907,0.213596,0.411350,2.216726,3.359613,8303227.000000,8485576.200000,11286099.050000,0.770362,554.594006,557.051007,529.176505,-0.089021,6,False,False,False,True,-0.036180,challenger,5,0.063709,-0.043355,0.946616,19.331919,2.729000,0.070839,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,very_extended,very_extended,falling_knife,avoid_for_now,8694381,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-09-25,251,0.031296,0.035879,0.016254,0.159698,0.142480,0.443587,1.524284,1.669788,17312234.666667,17843120.800000,28168910.200000,0.549500,62.314000,60.091622,57.273443,-0.011660,6,True,True,False,False,-0.012170,non_leader,5,0.098939,-0.009131,0.986774,13.690228,4.102000,0.033375,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,not_eligible_industry,15478804,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-09-25,251,0.041406,0.106677,0.078803,0.124805,0.156994,0.412341,0.947771,-0.055871,41627727.666667,40670276.600000,37952884.150000,1.294397,41.789999,39.762000,38.991000,-0.031227,6,True,True,True,False,0.050379,challenger,5,0.109487,-0.262781,0.595806,8.122540,4.347000,0.018685,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,extended,neutral,extended,early_recovery,not_eligible_industry,49126083,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-09-25,251,-0.005672,0.035808,0.034347,0.057543,0.048970,0.095318,0.238537,0.216931,1519826.666667,1725836.000000,2075564.000000,0.679517,439.332001,421.424997,414.015498,-0.008430,6,False,True,False,False,0.005922,infrastructure_leader,5,0.062714,-0.043439,0.863859,27.298060,-0.159000,,unavailable,invalid_growth,Yahoo Finance earningsGrowth is zero or negative.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,strong_uptrend,not_eligible_industry,1410380,ok,資料日期與本次市場日期一致。
NBIS,Nebius Group N.V.,AI Infrastructure,2026-09-25,251,0.005125,0.061689,0.056914,0.086278,0.109382,-0.012360,1.239596,1.203621,15446320.000000,15851812.000000,15146633.000000,0.725611,235.267999,224.679999,221.992000,-0.040276,6,True,True,False,False,0.028490,emerging_leader,4,0.069093,-0.172172,0.768067,-67.913155,,,unavailable,missing_pe,Yahoo Finance forwardPE is missing or not positive.,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,early_recovery,not_eligible_industry,10990560,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-09-25,251,-0.016603,0.012597,0.031060,-0.011660,0.074701,0.170321,0.317358,0.266116,84983045.333333,92100387.200000,115966716.800000,0.758251,226.282001,221.005000,221.654555,-0.018744,7,False,True,False,False,-0.041993,core_leader,5,0.015409,-0.043079,0.856093,14.351548,1.278000,0.112297,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,strong_uptrend,too_extended,87931936,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-09-25,251,0.010998,0.126487,0.221843,0.322991,0.311272,0.209076,2.094813,2.954785,19724545.000000,26390147.000000,21621521.750000,0.810143,622.758008,572.881009,528.104002,-0.014685,8,True,True,False,True,0.148791,challenger,5,0.194140,0.000000,1.000000,40.481340,1.595000,0.253802,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,very_extended,very_extended,very_extended,overextended,too_extended,17516535,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-09-25,251,-0.032178,-0.011626,-0.023585,-0.048683,-0.006011,-0.031690,0.144114,0.062485,20023879.666667,21428207.800000,27376021.950000,0.575450,357.071997,351.062836,357.543480,-0.038898,6,False,False,False,False,-0.096637,core_leader,5,-0.013239,-0.264880,0.322076,18.201180,2.153000,0.084539,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,reasonable_pullback,reasonable_pullback,sideways_base,research_candidate,15753539,ok,資料日期與本次市場日期一致。
