ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,industry_regime,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ASML,ASML Holding N.V.,Semiconductors,2026-05-12,251,0.002862,0.054071,0.098501,0.003927,2102521.666667,2069333.000000,1882518.250000,0.971021,1548.021997,1482.932996,1461.403162,-0.044648,5,True,False,False,False,-0.104160,infrastructure_leader,5,0.040739,-0.044648,0.921547,exhaustion,neutral,very_extended,very_extended,overextended,not_eligible_industry,1827965,ok,資料日期與本次市場日期一致。
MU,Micron Technology Inc.,Semiconductors,2026-05-12,251,0.185500,0.197407,0.520117,0.646223,69130678.666667,62129067.200000,45339796.800000,1.572310,724.388013,641.642010,558.876009,-0.036149,7,False,True,True,True,0.317457,specialist,5,0.371646,-0.036149,0.959056,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,71288236,ok,資料日期與本次市場日期一致。
QCOM,Qualcomm Incorporated,Semiconductors,2026-05-12,251,0.038312,0.127365,0.402067,0.583183,40561789.666667,40584513.800000,27059698.450000,1.417657,212.410001,192.957001,166.275001,-0.114596,7,False,True,True,True,0.199406,specialist,5,0.264832,-0.114596,0.760092,exhaustion,very_extended,neutral,very_extended,overextended,not_eligible_industry,38361369,ok,資料日期與本次市場日期一致。
INTC,Intel Corporation,Semiconductors,2026-05-12,251,0.100255,0.115210,0.427000,0.890143,192735652.666667,171645391.600000,154552332.900000,1.106675,119.520001,109.038001,90.419000,-0.068217,6,False,True,False,True,0.224339,challenger,5,0.333901,-0.068217,0.919822,exhaustion,very_extended,extended,very_extended,overextended,not_eligible_industry,171039158,ok,資料日期與本次市場日期一致。
ARM,Arm Holdings plc,Semiconductors,2026-05-12,251,-0.025268,-0.004405,0.046665,0.289666,9989717.000000,15724970.200000,11016457.550000,0.708880,216.889999,211.973999,200.462500,-0.123810,5,False,False,False,True,-0.155996,specialist,5,0.037201,-0.123810,0.778682,exhaustion,neutral,neutral,neutral,sideways_base,not_eligible_industry,7809351,ok,資料日期與本次市場日期一致。
AMAT,Applied Materials Inc.,Semiconductors,2026-05-12,251,0.050068,0.049608,0.131432,0.089880,8406126.333333,8040275.800000,6323208.950000,1.380498,429.904004,411.788000,404.766499,-0.041949,7,False,True,False,False,-0.071229,infrastructure_leader,5,0.065306,-0.027997,0.956856,exhaustion,neutral,very_extended,very_extended,overextended,not_eligible_industry,8729179,ok,資料日期與本次市場日期一致。
TXN,Texas Instruments Incorporated,Semiconductors,2026-05-12,251,0.034813,0.050427,0.119509,0.355461,8212343.000000,8367625.800000,8932811.450000,0.717381,291.082001,284.299738,264.838482,-0.014511,6,False,True,False,False,-0.083152,specialist,5,0.114528,-0.008698,0.982284,exhaustion,extended,very_extended,very_extended,overextended,not_eligible_industry,6408229,ok,資料日期與本次市場日期一致。
AVAV,AeroVironment Inc.,Defense Drones,2026-05-12,251,0.004043,0.013018,-0.122075,-0.131914,1171634.000000,1207580.400000,1192200.100000,1.012919,169.229996,175.658998,187.604500,-0.146498,4,True,False,False,True,-0.054834,core_leader,3,-0.099915,-0.587975,0.031121,early_recovery,reasonable_pullback,deep_pullback,deep_pullback,early_recovery,avoid_for_now,1207602,ok,資料日期與本次市場日期一致。
KTOS,Kratos Defense & Security Solutions Inc.,Defense Drones,2026-05-12,251,0.005790,-0.033384,-0.070224,-0.221694,5127542.000000,5138905.200000,4134621.300000,1.208388,58.146001,59.663000,63.764001,-0.096114,4,False,False,False,True,-0.002982,challenger,3,-0.100903,-0.561429,0.244881,early_recovery,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,4996226,ok,資料日期與本次市場日期一致。
RCAT,Red Cat Holdings Inc.,Defense Drones,2026-05-12,251,0.064672,0.057526,-0.027337,-0.127373,8458224.000000,8542714.400000,9700018.600000,0.664563,10.726000,10.908000,11.731250,-0.116041,4,True,False,False,True,0.039905,emerging_leader,3,-0.059776,-0.364631,0.445223,early_recovery,reasonable_pullback,reasonable_pullback,reasonable_pullback,early_recovery,avoid_for_now,6446272,ok,資料日期與本次市場日期一致。
ONDS,Ondas Holdings Inc.,Defense Drones,2026-05-12,251,0.016873,-0.031083,-0.137405,-0.038298,38352264.333333,42972518.600000,53196109.650000,0.682698,9.150000,9.466000,10.003500,-0.138566,5,False,False,False,True,-0.070163,non_leader,3,-0.096316,-0.354747,0.622139,early_recovery,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,36316893,ok,資料日期與本次市場日期一致。
DPRO,Draganfly Inc.,Defense Drones,2026-05-12,251,0.032567,0.054794,0.020833,-0.067474,1863738.333333,1672063.000000,1438865.750000,1.055703,5.410000,5.303000,5.627000,-0.050186,4,True,False,False,False,0.088075,non_leader,3,-0.042118,-0.608569,0.305717,early_recovery,reasonable_pullback,reasonable_pullback,reasonable_pullback,early_recovery,avoid_for_now,1519015,ok,資料日期與本次市場日期一致。
RTX,RTX Corporation,Defense,2026-05-12,251,0.011936,0.034824,0.018272,-0.117943,5402187.000000,5592892.200000,5856968.050000,0.581369,177.422000,175.573000,180.643999,-0.018175,5,True,False,False,False,0.038271,core_leader,4,-0.009710,-0.156816,0.602081,early_recovery,neutral,neutral,neutral,early_recovery,research_candidate,3405061,ok,資料日期與本次市場日期一致。
LHX,L3Harris Technologies Inc.,Defense,2026-05-12,251,0.027525,0.022534,-0.047433,-0.129626,1275614.666667,1556648.800000,1611357.200000,0.830631,302.968005,308.142999,322.735501,-0.067704,2,True,False,False,False,-0.027434,specialist,4,-0.041103,-0.179486,0.583341,early_recovery,reasonable_pullback,neutral,reasonable_pullback,early_recovery,avoid_for_now,1338444,ok,資料日期與本次市場日期一致。
NOC,Northrop Grumman Corporation,Defense,2026-05-12,251,0.010919,-0.000537,-0.033782,-0.179128,697124.000000,741054.400000,847543.600000,0.803819,553.580005,561.352997,590.187500,-0.053962,3,False,False,False,False,-0.013783,core_leader,4,-0.054029,-0.273066,0.342440,early_recovery,reasonable_pullback,reasonable_pullback,reasonable_pullback,sideways_base,research_candidate,681272,ok,資料日期與本次市場日期一致。
LMT,Lockheed Martin Corporation,Defense,2026-05-12,251,0.016764,0.023716,0.017002,-0.148108,1211282.666667,1456109.600000,1677282.400000,0.582161,513.285999,513.406000,536.118997,-0.022465,5,True,False,False,False,0.037001,core_leader,4,-0.028201,-0.230087,0.432019,early_recovery,neutral,reasonable_pullback,reasonable_pullback,early_recovery,research_candidate,976448,ok,資料日期與本次市場日期一致。
GD,General Dynamics Corporation,Defense,2026-05-12,251,-0.003738,-0.007733,0.104501,0.019360,1366628.333333,1405557.000000,1592034.250000,0.405698,346.409998,345.915997,335.288998,-0.014692,7,False,False,False,False,0.124500,core_leader,4,0.033318,-0.052563,0.807548,early_recovery,neutral,neutral,neutral,sideways_base,research_candidate,645885,ok,資料日期與本次市場日期一致。
HII,Huntington Ingalls Industries Inc.,Defense,2026-05-12,251,0.059863,0.022782,-0.077034,-0.162057,706605.000000,742203.000000,607820.750000,1.306824,320.370001,337.841003,357.701503,-0.136073,6,True,False,False,True,-0.057035,specialist,4,-0.067491,-0.264849,0.488001,early_recovery,reasonable_pullback,neutral,reasonable_pullback,early_recovery,avoid_for_now,794315,ok,資料日期與本次市場日期一致。
LDOS,Leidos Holdings Inc.,Defense,2026-05-12,251,-0.021865,-0.064145,-0.121519,-0.177883,1686336.000000,1747361.600000,1200945.400000,1.376339,130.467998,138.269999,144.808000,-0.144408,3,False,False,False,True,-0.101520,non_leader,4,-0.113378,-0.353542,0.010011,early_recovery,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,1652908,ok,資料日期與本次市場日期一致。
RKLB,Rocket Lab USA Inc.,Space,2026-05-12,251,0.496055,0.492636,0.495865,0.627804,56225368.666667,42279641.200000,27173090.300000,1.250101,100.722000,90.102000,86.682500,-0.071707,6,True,True,True,True,0.278447,emerging_leader,3,0.356214,0.000000,1.000000,momentum_leader,very_extended,very_extended,very_extended,overextended,too_extended,33969106,ok,資料日期與本次市場日期一致。
LUNR,Intuitive Machines Inc.,Space,2026-05-12,251,0.330983,0.293952,0.305533,0.355725,14371462.000000,12458257.200000,12259869.300000,0.869258,28.784000,26.983000,26.886000,-0.084314,6,True,True,False,True,0.088115,emerging_leader,3,0.193558,-0.010179,0.986459,momentum_leader,very_extended,very_extended,very_extended,overextended,too_extended,10656986,ok,資料日期與本次市場日期一致。
ASTS,AST SpaceMobile Inc.,Space,2026-05-12,251,0.116450,0.142320,0.015025,-0.176245,31648859.666667,26613675.800000,20089563.950000,1.620313,73.318001,71.353000,76.340500,-0.135724,4,True,False,False,True,-0.202393,emerging_leader,3,-0.044282,-0.402408,0.503838,momentum_leader,reasonable_pullback,neutral,reasonable_pullback,early_recovery,avoid_for_now,32551379,ok,資料日期與本次市場日期一致。
IRDM,Iridium Communications Inc.,Space,2026-05-12,251,0.036576,0.061942,0.115395,0.153378,2329355.666667,2088733.400000,2684203.350000,0.654670,41.410000,40.107000,40.202000,-0.034531,6,True,True,False,False,-0.102023,specialist,3,0.036267,-0.040313,0.937031,momentum_leader,neutral,very_extended,very_extended,overextended,too_extended,1757267,ok,資料日期與本次市場日期一致。
SPCE,Virgin Galactic Holdings Inc.,Space,2026-05-12,251,0.111554,0.138775,0.172269,-0.034602,11273558.000000,8644034.800000,8176008.700000,0.846351,2.764000,2.615000,2.696000,-0.075472,4,True,False,False,False,-0.045149,non_leader,3,0.034866,-0.418750,0.235741,momentum_leader,neutral,deep_pullback,deep_pullback,strong_uptrend,avoid_for_now,6919774,ok,資料日期與本次市場日期一致。
PL,Planet Labs PBC,Space,2026-05-12,251,0.154370,0.095610,0.161290,0.198939,11180470.333333,10343882.200000,10140165.550000,0.827581,39.298000,38.011001,37.605000,-0.112119,5,True,False,False,True,-0.056127,specialist,3,0.081771,-0.027725,0.969602,momentum_leader,extended,very_extended,very_extended,overextended,too_extended,8391811,ok,資料日期與本次市場日期一致。
RDW,Redwire Corporation,Space,2026-05-12,251,0.256522,0.330265,0.278761,0.178389,43617569.000000,38797561.400000,29105090.350000,0.942835,10.726000,9.809000,10.005000,-0.074946,6,True,True,False,True,0.061343,emerging_leader,3,0.155422,-0.438017,0.419084,momentum_leader,very_extended,reasonable_pullback,very_extended,overextended,too_extended,27441307,ok,資料日期與本次市場日期一致。
BKSY,BlackSky Technology Inc.,Space,2026-05-12,251,0.250310,0.120968,0.291160,0.258115,3730922.666667,3711013.600000,2180138.400000,1.552547,38.778001,36.887000,36.612000,-0.204147,7,False,True,True,True,0.073742,specialist,3,0.101005,-0.025858,0.965067,momentum_leader,extended,very_extended,very_extended,overextended,too_extended,3384768,ok,資料日期與本次市場日期一致。
VSAT,Viasat Inc.,Space,2026-05-12,251,0.070255,0.082660,0.222701,0.245876,1624832.666667,1588499.600000,1510184.900000,0.919952,69.540001,66.740001,64.119001,-0.031710,6,False,True,False,False,0.005283,specialist,3,0.107160,-0.028466,0.967672,momentum_leader,extended,very_extended,very_extended,overextended,too_extended,1389298,ok,資料日期與本次市場日期一致。
SATL,Satellogic Inc.,Space,2026-05-12,251,0.140483,0.078571,0.227642,0.034247,12990709.000000,10957405.400000,8640756.350000,1.290990,7.516000,7.143000,6.967250,-0.132184,5,False,False,False,True,0.010224,non_leader,3,0.083641,-0.132184,0.845222,momentum_leader,extended,extended,extended,overextended,avoid_for_now,11155127,ok,資料日期與本次市場日期一致。
SPIR,Spire Global Inc.,Space,2026-05-12,251,0.092937,0.071689,0.105956,-0.149470,1822633.666667,1525420.200000,1674220.050000,1.032899,17.846000,17.496000,17.896000,-0.118033,5,True,False,False,True,-0.111462,specialist,3,-0.014305,-0.237684,0.658809,momentum_leader,neutral,neutral,neutral,strong_uptrend,avoid_for_now,1729301,ok,資料日期與本次市場日期一致。
CRWD,CrowdStrike Holdings Inc.,Cybersecurity,2026-05-12,251,0.080005,0.146161,0.200422,0.370624,3445175.666667,3529785.400000,2802916.350000,1.249066,518.000006,488.954004,464.770502,-0.017753,7,True,True,True,True,0.057141,core_leader,5,0.175161,-0.020358,0.945243,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,3501027,ok,資料日期與本次市場日期一致。
PANW,Palo Alto Networks Inc.,Cybersecurity,2026-05-12,251,0.097034,0.171867,0.191226,0.334241,9775568.000000,9095780.800000,6795765.200000,1.218495,203.470001,192.783000,183.406001,-0.012229,7,True,True,True,True,0.047945,core_leader,5,0.175534,-0.026109,0.927487,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,8280604,ok,資料日期與本次市場日期一致。
FTNT,Fortinet Inc.,Cybersecurity,2026-05-12,251,0.054645,0.266348,0.328395,0.446887,7176797.000000,9538258.200000,6053784.550000,0.810715,108.260001,97.717000,90.724500,-0.020904,8,True,True,False,True,0.185113,core_leader,5,0.255119,-0.013600,0.961754,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,4907891,ok,資料日期與本次市場日期一致。
ZS,Zscaler Inc.,Cybersecurity,2026-05-12,251,-0.043327,0.034027,0.074226,0.191474,2795088.000000,2806592.800000,2548338.200000,0.911129,147.757999,142.756998,139.165499,-0.043327,3,False,False,False,False,-0.069055,challenger,5,0.050332,-0.565320,0.128861,exhaustion,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,2321864,ok,資料日期與本次市場日期一致。
OKTA,Okta Inc.,Cybersecurity,2026-05-12,251,-0.022502,0.016849,0.037533,0.233578,2802323.000000,3014353.800000,3285848.450000,0.707662,80.594000,78.355000,76.581000,-0.057688,5,False,False,False,False,-0.105749,specialist,5,0.032371,-0.378947,0.250583,exhaustion,neutral,reasonable_pullback,reasonable_pullback,pullback_in_uptrend,not_eligible_industry,2325269,ok,資料日期與本次市場日期一致。
TENB,Tenable Holdings Inc.,Cybersecurity,2026-05-12,251,-0.024605,-0.000476,0.027886,0.175713,2661840.666667,3083224.400000,3411661.100000,0.561199,21.370000,21.229000,20.510500,-0.037563,6,False,False,False,False,-0.115395,specialist,5,0.024353,-0.407501,0.255922,exhaustion,neutral,reasonable_pullback,reasonable_pullback,pullback_in_uptrend,not_eligible_industry,1914622,ok,資料日期與本次市場日期一致。
CRM,Salesforce Inc.,Cloud Software,2026-05-12,251,-0.080659,-0.083855,-0.055206,0.000000,12147499.000000,12340199.400000,12605639.850000,0.807067,179.630002,181.219002,181.464502,-0.083855,4,False,False,False,True,-0.170010,core_leader,5,-0.055959,-0.407218,0.051196,exhaustion,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,10173597,ok,資料日期與本次市場日期一致。
NOW,ServiceNow Inc.,Cloud Software,2026-05-12,251,-0.049044,-0.032714,-0.016466,0.013783,22759878.333333,23871647.000000,27515756.750000,0.806001,90.862000,90.665000,92.638000,-0.049044,5,False,False,False,False,-0.131269,core_leader,5,-0.039271,-0.574036,0.047642,exhaustion,reasonable_pullback,deep_pullback,deep_pullback,sideways_base,not_eligible_industry,22177735,ok,資料日期與本次市場日期一致。
SNOW,Snowflake Inc.,Cloud Software,2026-05-12,251,-0.011319,0.072472,0.066077,0.121872,5648235.666667,7617041.400000,6983115.350000,0.696596,149.878000,145.400002,145.819501,-0.033635,4,False,False,False,False,-0.048726,challenger,5,0.042247,-0.451613,0.197847,exhaustion,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,4864407,ok,資料日期與本次市場日期一致。
DDOG,Datadog Inc.,Cloud Software,2026-05-12,251,0.059397,0.371989,0.519878,0.808266,8131301.000000,11717580.600000,6655710.150000,0.692819,186.972003,163.398001,145.892001,-0.020315,6,True,True,False,True,0.405075,infrastructure_leader,5,0.370466,-0.011764,0.976130,exhaustion,very_extended,very_extended,very_extended,overextended,not_eligible_industry,4611203,ok,資料日期與本次市場日期一致。
MDB,MongoDB Inc.,Cloud Software,2026-05-12,251,0.052144,0.157642,0.195662,0.321575,1968855.666667,2071973.400000,1621308.350000,1.635881,292.304004,276.547002,267.670500,-0.028882,7,True,True,True,True,0.080859,specialist,5,0.153358,-0.299319,0.484017,exhaustion,very_extended,neutral,very_extended,overextended,not_eligible_industry,2652267,ok,資料日期與本次市場日期一致。
WDAY,Workday Inc.,Cloud Software,2026-05-12,251,-0.093674,-0.079609,-0.021126,0.006448,3592099.666667,4294979.800000,4671274.950000,0.602405,124.276001,124.994001,123.995001,-0.093674,5,False,False,False,True,-0.135929,specialist,5,-0.043349,-0.568199,0.037729,exhaustion,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,2813999,ok,資料日期與本次市場日期一致。
TTD,The Trade Desk Inc.,Adtech,2026-05-12,251,-0.100043,-0.141000,-0.089970,0.005709,25833854.666667,27200672.800000,19294563.200000,0.750883,22.648000,23.415000,23.276500,-0.141000,3,False,False,False,True,-0.110397,core_leader,3,-0.091788,-0.764483,0.015071,neutral,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,14487964,ok,資料日期與本次市場日期一致。
APP,AppLovin Corporation,Adtech,2026-05-12,251,-0.016397,0.026312,0.092778,0.131900,5632858.333333,7487915.000000,4515333.750000,1.010595,481.071997,470.824997,468.789999,-0.060777,7,False,True,False,False,0.072351,challenger,3,0.046716,-0.331120,0.405943,neutral,neutral,reasonable_pullback,reasonable_pullback,pullback_in_uptrend,not_eligible_industry,4563175,ok,資料日期與本次市場日期一致。
ROKU,Roku Inc.,Adtech,2026-05-12,251,0.007579,0.025882,0.136712,0.197954,2107926.666667,2178096.000000,2910189.000000,0.692319,127.976001,124.307001,119.424001,-0.014668,6,False,True,False,False,0.116285,non_leader,3,0.068713,-0.014668,0.968605,neutral,neutral,very_extended,very_extended,overextended,not_eligible_industry,2014780,ok,資料日期與本次市場日期一致。
MGNI,Magnite Inc.,Adtech,2026-05-12,251,-0.012857,0.016176,0.065536,0.109149,3653931.000000,3987358.600000,2649554.650000,1.123394,13.742000,13.535000,13.396500,-0.053786,5,False,False,False,False,0.045109,specialist,3,0.031613,-0.478884,0.171018,neutral,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,2976493,ok,資料日期與本次市場日期一致。
PUBM,PubMatic Inc.,Adtech,2026-05-12,251,-0.044922,-0.059615,0.000000,0.112628,1405835.000000,1122961.000000,737845.250000,1.035590,10.156000,10.116000,9.881000,-0.089385,6,False,False,False,True,-0.020427,non_leader,3,-0.010222,-0.284565,0.473613,neutral,neutral,neutral,neutral,sideways_base,not_eligible_industry,764105,ok,資料日期與本次市場日期一致。
DV,DoubleVerify Holdings Inc.,Adtech,2026-05-12,251,-0.077419,-0.126527,-0.082493,-0.010870,2966832.666667,3003499.600000,2154729.900000,1.092990,10.700000,10.965000,10.849500,-0.126527,6,False,False,False,True,-0.102920,specialist,3,-0.077377,-0.384757,0.156334,neutral,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,2355098,ok,資料日期與本次市場日期一致。
CEG,Constellation Energy Corporation,Nuclear,2026-05-12,251,-0.056798,-0.083703,-0.039613,-0.010148,4325897.666667,3734018.600000,2903724.650000,1.293130,306.196002,309.026001,302.997002,-0.090402,3,False,False,False,True,-0.059223,core_leader,4,-0.031013,-0.271368,0.300034,neutral,reasonable_pullback,reasonable_pullback,reasonable_pullback,falling_knife,avoid_for_now,3754893,ok,資料日期與本次市場日期一致。
VST,Vistra Corp.,Nuclear,2026-05-12,251,-0.045989,-0.084237,-0.088443,-0.104287,6101460.333333,6882996.200000,4523199.050000,0.956067,151.775998,154.701999,157.907500,-0.086913,3,False,False,False,True,-0.108054,challenger,4,-0.069899,-0.324177,0.060593,neutral,reasonable_pullback,deep_pullback,deep_pullback,falling_knife,avoid_for_now,4324481,ok,資料日期與本次市場日期一致。
CCJ,Cameco Corporation,Nuclear,2026-05-12,251,-0.014995,0.021580,0.005331,0.007496,3045723.000000,3220853.800000,3274903.450000,1.159292,119.258000,118.694000,119.955000,-0.069733,3,False,False,False,False,-0.014280,core_leader,4,-0.025218,-0.127974,0.793277,neutral,neutral,neutral,neutral,strong_uptrend,not_eligible_industry,3796569,ok,資料日期與本次市場日期一致。
UEC,Uranium Energy Corp.,Nuclear,2026-05-12,251,-0.005773,0.068966,0.071923,0.096957,9074595.000000,9618977.000000,9197104.250000,1.070672,15.698000,15.105000,14.980000,-0.058895,4,False,False,False,False,0.052312,specialist,4,0.034713,-0.230387,0.690254,neutral,neutral,neutral,neutral,strong_uptrend,not_eligible_industry,9847085,ok,資料日期與本次市場日期一致。
LEU,Centrus Energy Corp.,Nuclear,2026-05-12,251,-0.019195,-0.017958,-0.015808,0.047797,839807.333333,1030884.400000,967491.100000,0.723337,212.102002,208.305000,207.375500,-0.125281,5,False,False,False,True,-0.035419,specialist,4,-0.024282,-0.535917,0.319628,neutral,neutral,reasonable_pullback,reasonable_pullback,falling_knife,avoid_for_now,699822,ok,資料日期與本次市場日期一致。
SMR,NuScale Power Corporation,Nuclear,2026-05-12,251,-0.046105,0.010952,0.015228,0.170732,42354773.000000,42372623.800000,41004260.950000,0.993305,12.788000,12.391000,12.343000,-0.112426,4,False,False,False,True,-0.004382,emerging_leader,4,-0.027789,-0.775407,0.064152,neutral,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,40729719,ok,資料日期與本次市場日期一致。
OKLO,Oklo Inc.,Nuclear,2026-05-12,251,0.025059,0.076777,0.065711,0.256914,14051160.000000,15965496.000000,16907059.000000,0.875763,75.144000,72.058000,70.529000,-0.097840,4,True,False,False,True,0.046101,emerging_leader,4,0.043968,-0.577179,0.292731,neutral,neutral,reasonable_pullback,reasonable_pullback,pullback_in_uptrend,not_eligible_industry,14806580,ok,資料日期與本次市場日期一致。
NNE,NANO Nuclear Energy Inc.,Nuclear,2026-05-12,251,0.014607,0.189723,0.142556,0.151786,2453028.333333,3629757.000000,2533799.250000,0.862927,27.732000,25.396000,25.232250,-0.081527,5,True,False,False,True,0.122945,emerging_leader,4,0.073626,-0.521632,0.214988,neutral,neutral,deep_pullback,deep_pullback,pullback_in_uptrend,not_eligible_industry,2186485,ok,資料日期與本次市場日期一致。
GEV,GE Vernova Inc.,Renewables,2026-05-12,251,0.025200,-0.021211,-0.015566,0.085549,2144772.666667,2261083.600000,2667340.900000,0.785658,1069.959985,1072.847974,1065.619489,-0.070431,5,False,False,False,False,-0.089804,infrastructure_leader,3,0.005969,-0.067462,0.892812,momentum_leader,neutral,extended,extended,sideways_base,too_extended,2095618,ok,資料日期與本次市場日期一致。
FSLR,First Solar Inc.,Renewables,2026-05-12,251,0.062870,0.039566,0.164403,0.136833,2893562.333333,2842477.400000,2641329.350000,1.019103,222.770001,214.883002,203.861001,-0.022335,5,False,False,False,False,0.090165,core_leader,3,0.118703,-0.198637,0.598850,momentum_leader,extended,neutral,extended,strong_uptrend,too_extended,2691787,ok,資料日期與本次市場日期一致。
