industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,0.014608,0.070400,-0.036940,-0.045904,-0.052767,0.280613,0.849903,1.087452,20649036.095238,17443555.942857,15476658.985714,0.718858,225.657430,224.248574,227.399232,-0.109305,4.857143,1.000000,0.285714,0.000000,0.000000,0.142857,0.285714,4.000000,0,-0.052420,False,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.047310,-0.046875,-0.098922,0.024702,-0.008839,0.119820,0.057854,-0.117339,4755673.055556,4431397.166667,4919375.125000,0.785153,102.376334,105.205501,112.919000,-0.111246,4.500000,0.000000,0.166667,0.000000,0.000000,0.166667,0.058333,-5.000000,0,0.042569,False,weak,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.040203,-0.045648,-0.055302,0.066662,0.041076,0.222999,-0.050508,-0.123676,15485320.166667,14454502.100000,16438218.650000,0.773307,217.569250,221.678625,222.811862,-0.107112,3.750000,0.000000,0.250000,0.000000,0.000000,0.000000,0.062500,-6.000000,0,0.027646,False,weak,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.016110,-0.002157,0.056133,0.210322,0.136277,0.219057,0.343421,0.563218,42332969.666667,44361161.800000,61360785.450000,0.772516,326.979999,326.156998,314.385500,-0.036196,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250000,0.000000,11,0.032651,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.047550,-0.046923,-0.065545,0.016913,-0.002600,-0.064349,-0.084955,-0.134756,19849380.296296,18647697.066667,21790373.711111,0.807583,240.586888,245.396333,243.963722,-0.096353,4.111111,0.222222,0.111111,0.111111,0.000000,0.111111,0.111111,-8.000000,0,0.022460,False,weak,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.041789,-0.094457,-0.038050,0.114583,0.119083,0.650624,0.495240,0.241938,4183392.388889,4388572.100000,5339808.025000,0.567319,166.349001,170.820167,169.247583,-0.129841,3.500000,0.000000,0.166667,0.000000,0.000000,0.000000,0.041667,-2.000000,0,0.000057,False,weak,none,unclear,unclear,needs_review
Defense,7,7,0.082531,0.074280,0.045871,0.099896,0.098504,-0.014317,-0.131037,0.135713,2030638.571429,1869488.857143,1653577.928571,0.925008,330.860858,327.974858,328.009952,-0.035016,5.000000,1.000000,1.000000,0.428571,0.142857,0.428571,0.628571,7.000000,2,0.020174,False,momentum_leader,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.035228,0.056529,-0.032175,-0.030484,-0.059979,-0.300498,-0.522015,0.304987,27089380.733333,36020996.440000,26548224.110000,0.608756,43.546800,42.887000,44.686500,-0.101606,4.200000,0.800000,0.400000,0.200000,0.000000,0.000000,0.310000,12.000000,0,-0.022639,False,momentum_leader,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.010082,0.009214,0.022858,0.047793,0.066203,0.121825,0.109096,0.351853,9456734.555556,10036477.400000,13715590.183333,0.533802,195.559667,194.173120,194.401627,-0.031938,5.666667,0.666667,0.666667,0.500000,0.000000,0.000000,0.425000,-1.000000,2,0.001517,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.001931,-0.013088,-0.007772,-0.010845,-0.027231,-0.027444,0.014276,0.060005,8700904.944444,8894902.966667,11005682.408333,0.671873,249.541667,250.231036,251.472816,-0.036788,4.166667,0.166667,0.333333,0.000000,0.000000,0.000000,0.116667,1.000000,0,0.023700,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
