industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,0.058507,-0.044520,-0.049237,-0.026299,-0.018118,0.570994,0.863079,1.317866,13214097.761905,14738370.085714,20745488.950000,0.795759,226.393142,230.795857,230.783949,-0.137452,4.428571,0.285714,0.285714,0.000000,0.000000,0.142857,0.142857,3.000000,0,0.006303,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.014392,0.030436,0.092873,0.114234,0.108097,0.325570,0.038916,-0.025336,4324435.277778,4801197.833333,7120487.791667,0.649231,123.792331,118.235998,115.888957,-0.044966,5.166667,1.000000,1.000000,0.333333,0.000000,0.000000,0.533333,0.000000,6,-0.013293,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Cloud Software,8,8,0.004767,0.045133,0.090013,-0.044349,-0.046522,0.311344,-0.054464,-0.030393,13636077.291667,15248938.875000,17836026.593750,0.620073,227.390749,219.065499,219.820616,-0.039341,5.125000,0.875000,0.875000,0.500000,0.000000,0.000000,0.518750,3.000000,2,-0.017664,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Consumer Hardware,1,1,0.015423,0.083045,0.064866,0.039298,0.019685,0.237391,0.174782,0.490164,44848683.000000,52012609.800000,66444157.450000,0.578923,307.944006,296.282999,295.632500,-0.061178,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,1.000000,0,-0.019603,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.003133,0.037495,0.067312,0.031130,0.028646,0.085170,-0.066609,-0.062489,16345998.481481,18440334.644444,24210190.327778,0.675190,244.852667,238.296888,237.025381,-0.036709,5.777778,0.888889,1.000000,0.444444,0.000000,0.000000,0.538889,1.000000,0,0.000098,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Cybersecurity,6,6,-0.009076,0.021075,0.185591,0.210125,0.192360,0.766257,0.579697,0.258149,5597076.611111,5568149.300000,6159719.825000,0.903900,171.380501,163.169959,153.529271,-0.046683,6.666667,0.833333,1.000000,0.666667,0.000000,0.000000,0.583333,0.000000,9,-0.064598,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defense,7,7,-0.015784,0.040019,0.037041,0.007817,-0.003298,-0.152559,-0.094101,0.124244,1452650.285714,1587401.600000,1911437.542857,0.622121,334.086286,324.827346,327.415623,-0.024567,5.285714,1.000000,0.857143,0.285714,0.000000,0.000000,0.485714,3.000000,0,-0.027372,False,neutral,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.086900,-0.075263,-0.055769,-0.212163,-0.216219,-0.188698,-0.375440,0.712678,16206159.133333,18803207.480000,17163211.870000,0.783168,49.432400,46.170500,48.040050,-0.125436,4.200000,0.200000,0.200000,0.000000,0.000000,0.000000,0.090000,-1.000000,0,-0.074833,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,-0.013803,0.015505,0.045147,0.057720,0.050451,0.110074,0.127617,0.342131,13566112.500000,14005584.166667,16296573.541667,0.555792,195.761332,193.337558,187.411538,-0.028291,5.166667,0.666667,0.833333,0.166667,0.000000,0.000000,0.383333,-4.000000,0,0.003080,False,neutral,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.008284,0.020504,-0.002443,0.015615,0.009232,0.014570,0.111262,0.081562,10192687.055556,11619392.233333,12053207.225000,0.670520,254.460665,254.312331,256.616271,-0.040986,4.833333,0.833333,0.500000,0.333333,0.000000,0.000000,0.375000,-3.000000,0,0.004844,False,early_recovery,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,0.001550,-0.063100,0.032625,-0.036410,0.007826,0.136766,-0.127549,0.331824,42039901.666667,47993061.000000,48308015.250000,0.688124,407.095996,399.827997,399.073495,-0.074888,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250000,3.000000,0,-0.041393,False,neutral,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.056046,-0.152753,-0.119192,-0.201495,-0.186024,0.143852,0.120172,0.411943,3840864.133333,3933302.480000,4420284.620000,1.029525,74.663600,78.865200,80.166400,-0.157274,4.400000,0.000000,0.200000,0.000000,0.000000,0.400000,0.090000,1.000000,0,-0.049212,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,-0.024410,0.041042,0.064943,0.134725,0.167976,0.270653,-0.161753,-0.101952,21511475.277778,23227958.500000,25578972.958333,0.761520,83.516667,80.345833,78.454416,-0.042115,5.666667,0.666667,1.000000,0.500000,0.000000,0.000000,0.508333,-1.000000,0,0.006405,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Market ETFs,8,8,-0.005394,-0.014927,0.004917,0.018164,0.025168,0.181222,0.166804,0.313931,14927716.041667,15890448.400000,20992413.562500,0.911291,449.017756,447.350241,446.190686,-0.021681,5.000000,0.125000,0.625000,0.125000,0.000000,0.125000,0.225000,-1.000000,0,-0.011384,False,neutral,none,unclear,unclear,needs_review
Nuclear,8,8,-0.034486,-0.064073,-0.128965,-0.114602,-0.101944,-0.075287,-0.317294,-0.103957,6364950.208333,6855875.125000,8874037.531250,0.632125,93.577125,96.156563,97.591891,-0.117914,3.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0,0.009347,False,weak,none,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,-0.082247,-0.153586,-0.220743,-0.282166,-0.206058,0.582310,-0.074523,-0.010536,15514007.333333,15591144.400000,24069286.100000,0.627531,47.966000,50.044000,53.712500,-0.163326,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0,0.004543,False,weak,none,unclear,unclear,needs_review
