industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,6,6,0.084222,0.217723,0.403965,0.418446,0.436727,0.784555,0.939035,1.352870,32074403.222222,32127228.600000,19330777.983333,0.966997,234.249998,218.581999,209.730489,-0.042196,7.166667,1.000000,1.000000,0.833333,0.166667,0.166667,0.708333,5.000000,1,0.006933,True,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.023729,0.003340,0.078440,0.009730,0.015599,0.097867,-0.017388,-0.034375,5594825.500000,6700545.300000,6148320.491667,0.894704,131.110002,122.915002,116.666667,-0.071581,5.833333,0.666667,0.833333,0.500000,0.000000,0.000000,0.466667,-7.000000,0,-0.122702,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Cloud Software,8,8,-0.003321,0.175759,0.167292,0.315727,0.317795,0.332574,-0.009295,0.162462,22286528.583333,25100582.150000,17168558.037500,0.904900,251.243499,233.073000,219.971974,-0.096797,5.125000,1.000000,1.000000,0.375000,0.000000,0.000000,0.543750,-3.000000,0,-0.102605,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Consumer Hardware,1,1,-0.005768,-0.001898,0.037763,0.092779,0.121793,0.182942,0.097974,0.535800,47948050.000000,52418270.000000,47461752.500000,1.063162,311.268005,309.158002,302.032539,-0.019839,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250000,,0,0.006230,False,neutral,none,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.022033,-0.028296,0.002595,-0.027272,-0.032972,-0.014640,-0.083537,-0.023951,22072705.555556,23360030.000000,19084506.944444,1.001595,247.359555,247.980890,245.338667,-0.064244,4.444444,0.333333,0.444444,0.111111,0.000000,0.333333,0.238889,-7.000000,0,-0.039110,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.017414,0.183681,0.154069,0.448057,0.456365,0.570923,0.332551,0.175815,8437287.388889,8557122.433333,6150153.108333,1.282818,243.142332,231.881665,211.985167,-0.105419,6.333333,1.000000,0.833333,0.833333,0.666667,0.666667,0.816667,-2.000000,0,0.025005,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defense,7,7,-0.041424,-0.038204,-0.032302,-0.039901,-0.070316,-0.225261,-0.009302,0.161266,1545598.190476,1847436.057143,1751362.585714,0.841240,331.621868,333.601443,333.858190,-0.053168,4.000000,0.000000,0.000000,0.000000,0.000000,0.142857,0.014286,-7.000000,0,-0.018016,False,weak,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.079997,0.098263,0.299860,0.213650,0.164086,-0.084831,0.213983,1.837647,24410378.800000,36585299.280000,23231245.820000,1.005732,60.427200,55.670000,52.423850,-0.107192,6.400000,1.000000,1.000000,0.600000,0.000000,0.000000,0.600000,-1.000000,5,-0.210090,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defensive Healthcare,6,6,-0.005091,-0.016395,-0.009325,0.012434,0.008397,-0.017687,0.034982,0.266327,12136771.000000,13402725.933333,12408262.316667,0.943089,173.107666,174.028060,173.221450,-0.042872,3.833333,0.333333,0.333333,0.166667,0.000000,0.166667,0.208333,-5.000000,0,0.017619,False,weak,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.013472,-0.040947,-0.067628,-0.047459,-0.041794,-0.073961,0.037517,0.033452,11035792.500000,12430165.500000,10384697.208333,1.012331,255.294002,262.489834,266.886784,-0.079675,3.666667,0.000000,0.000000,0.000000,0.000000,0.166667,0.016667,-4.000000,0,0.004859,False,weak,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,-0.027743,-0.037833,0.048477,0.088168,0.079463,0.043750,-0.014972,0.276013,42093779.333333,40778627.600000,50800846.900000,0.861156,428.242004,427.628003,425.925500,-0.059308,7.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250000,,0,-0.014054,False,neutral,none,unclear,unclear,needs_review
Energy Storage,5,5,0.050403,0.012583,0.287583,0.493804,0.584300,0.466562,0.679674,1.805435,7895914.800000,6446512.880000,6837796.220000,0.729797,91.464801,87.963001,82.324000,-0.086499,6.000000,0.600000,1.000000,0.600000,0.000000,0.000000,0.520000,-1.000000,0,-0.097837,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Fintech,6,6,-0.094782,-0.008424,0.008708,-0.028292,-0.046612,-0.005182,-0.232971,-0.012597,24945859.444444,28623182.333333,21922978.916667,1.037556,78.955667,77.588583,78.487250,-0.103418,5.166667,0.333333,0.666667,0.333333,0.000000,0.166667,0.333333,-7.000000,0,-0.119445,False,neutral,none,unclear,unclear,needs_review
Market ETFs,8,8,0.002931,0.009464,0.056639,0.058013,0.069719,0.159617,0.208871,0.402729,14641290.083333,15290346.300000,16505605.350000,0.850766,452.291996,448.132374,442.938499,-0.007706,7.625000,0.875000,1.000000,0.875000,0.000000,0.000000,0.643750,-2.000000,0,-0.018046,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Nuclear,8,8,-0.027438,-0.006104,0.137624,-0.025742,-0.040494,-0.058846,-0.109278,0.237239,13320922.583333,11699741.050000,9909277.137500,1.237074,107.363250,106.560875,107.364229,-0.097383,6.750000,0.500000,1.000000,0.500000,0.125000,0.500000,0.550000,6.000000,0,-0.046526,True,neutral,momentum_exhaustion,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,-0.053281,0.043272,0.408547,0.421458,0.491366,0.837598,0.448005,0.721241,28749384.000000,29302030.400000,35837742.600000,0.844907,70.224001,65.514000,58.991000,-0.053281,7.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,,3,-0.045351,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Renewables,5,5,-0.002877,0.035812,0.146560,0.168606,0.211988,0.342057,0.405460,0.950427,2429657.533333,3004646.520000,2903519.630000,0.837139,314.793199,314.633799,312.388344,-0.054855,6.000000,0.600000,0.800000,0.600000,0.000000,0.000000,0.470000,0.000000,0,-0.017218,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Robotics Automation,6,6,0.020106,-0.011082,0.067104,0.023537,0.064893,0.093103,0.247216,0.979858,2163486.000000,2569584.933333,2327119.566667,0.826792,270.011834,269.683833,267.698186,-0.067917,5.333333,0.333333,0.833333,0.333333,0.000000,0.000000,0.358333,2.000000,0,0.016660,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Semiconductors,18,18,0.082419,0.096942,0.241459,0.285611,0.336502,0.900769,1.159599,2.185396,33539008.055556,34040182.611111,32225878.708333,1.016373,518.828166,500.195406,478.134187,-0.047344,6.444444,0.777778,0.944444,0.666667,0.055556,0.111111,0.580556,3.000000,0,0.035012,False,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred
