industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,6,6,0.011521,0.168924,0.339626,0.319313,0.395060,0.755992,0.898706,1.335493,26048963.777778,30711971.600000,18522857.066667,0.858496,239.690998,223.334332,211.406666,-0.052416,6.666667,1.000000,1.000000,0.833333,0.000000,0.000000,0.658333,5.000000,2,-0.048799,True,momentum_leader,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,-0.044851,0.007742,0.106320,0.046438,0.031704,0.073615,-0.002191,-0.020603,5372480.777778,6613778.466667,6155532.116667,0.871528,129.614668,124.298668,117.394167,-0.074829,6.333333,0.500000,1.000000,0.500000,0.000000,0.000000,0.475000,-3.000000,0,0.004402,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Cloud Software,8,8,-0.088442,0.092406,0.176480,0.339785,0.324060,0.290019,-0.033953,0.132123,16628984.458333,22977093.175000,17146825.793750,0.735659,255.059749,236.344250,222.720065,-0.099906,5.375000,1.000000,1.000000,0.625000,0.000000,0.000000,0.606250,-3.000000,0,-0.083353,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Consumer Hardware,1,1,0.016062,-0.004096,0.029711,0.083499,0.096195,0.196806,0.089515,0.557418,44165386.333333,50274571.800000,46420042.950000,0.799757,311.012006,310.056003,303.231772,-0.019839,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250000,,0,-0.002198,False,neutral,none,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.015673,-0.016980,0.012773,-0.021340,-0.010316,-0.003179,-0.074506,-0.009652,22342979.740741,24358590.066667,19023173.627778,1.034123,245.826666,248.494223,245.386834,-0.062840,4.777778,0.333333,0.333333,0.111111,0.111111,0.333333,0.233333,-6.000000,0,0.011316,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.063856,0.130242,0.116718,0.445591,0.438295,0.490023,0.306892,0.158416,7543035.777778,8339268.133333,6240184.533333,0.990721,247.371000,233.886332,215.792750,-0.113545,5.833333,1.000000,0.833333,0.500000,0.000000,0.166667,0.550000,-5.000000,0,-0.053439,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defense,7,7,0.003004,-0.030677,-0.007249,-0.018377,-0.019199,-0.193003,0.008478,0.188616,1362234.238095,1724183.400000,1700994.421429,0.664029,329.611716,333.274558,333.625362,-0.052780,4.714286,0.142857,0.571429,0.000000,0.000000,0.000000,0.171429,-5.000000,0,0.007527,False,weak,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.034843,-0.042737,0.322367,0.237562,0.277336,-0.028597,0.258383,2.038016,22112584.266667,26200986.560000,23444295.640000,0.827993,59.902000,56.833400,52.827550,-0.107192,6.400000,0.200000,1.000000,0.200000,0.000000,0.000000,0.340000,0.000000,6,-0.141000,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.045830,0.020657,0.033891,0.049558,0.050290,0.038438,0.077019,0.317499,12509579.277778,14092114.233333,12444473.558333,1.166741,173.904333,174.643248,173.759411,-0.042872,4.666667,0.666667,0.833333,0.166667,0.000000,0.333333,0.416667,2.000000,0,0.037052,False,neutral,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.000392,-0.035398,-0.061739,-0.053076,-0.048065,-0.051438,0.042109,0.046530,10766326.333333,12485912.466667,10459017.283333,0.908681,253.846333,260.264000,266.371015,-0.068342,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0,0.005549,False,weak,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,0.006180,-0.053495,0.002852,0.049457,0.074685,0.031809,-0.025137,0.469793,38778208.333333,41289865.000000,49877136.250000,0.686445,423.512006,427.747003,426.911501,-0.059308,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250000,,0,-0.015662,False,neutral,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.005142,0.029573,0.237179,0.518836,0.519631,0.496838,0.654445,1.943472,5150546.933333,6475888.160000,6759432.040000,0.561513,91.556000,89.434801,83.200900,-0.088741,5.400000,0.200000,1.000000,0.200000,0.000000,0.000000,0.340000,3.000000,0,0.016990,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Fintech,6,6,-0.064136,-0.031930,0.017318,-0.004834,-0.001665,0.007208,-0.201328,0.014285,21843197.611111,27648731.900000,21947130.475000,0.857353,78.158334,77.369000,78.286917,-0.103418,5.333333,0.333333,0.500000,0.333333,0.000000,0.000000,0.275000,-6.000000,0,-0.023506,False,neutral,none,unclear,unclear,needs_review
Market ETFs,8,8,0.000744,0.009057,0.044277,0.045118,0.061470,0.175421,0.208406,0.410713,15171021.666667,15823232.100000,16549167.056250,1.004073,452.910749,449.537749,443.811093,-0.009131,7.250000,0.875000,1.000000,0.875000,0.125000,0.250000,0.693750,0.000000,0,-0.000407,False,momentum_leader,none,unclear,unclear,needs_review
Nuclear,8,8,-0.022592,-0.022281,0.073982,-0.121782,-0.027636,-0.028488,-0.133094,0.262211,11790235.291667,11691728.675000,9606980.293750,0.674633,106.651499,106.911749,106.508359,-0.101758,6.125000,0.375000,0.875000,0.250000,0.000000,0.000000,0.356250,2.000000,0,-0.016177,True,neutral,momentum_exhaustion,policy_driven,policy_or_thematic_support,inferred
