ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-05-26,251,0.124706,0.115024,0.158176,-0.083841,10705755.666667,10107013.400000,12789913.350000,0.777337,148.539999,145.742000,152.332499,-0.049523,5,True,False,False,False,0.062287,infrastructure_leader,5,0.037270,-0.110955,0.784434,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,strong_uptrend,avoid_for_now,9942067,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-05-26,251,0.026103,-0.046566,-0.119618,0.004590,5481024.666667,6299314.800000,5764963.700000,1.115614,322.614001,343.709003,339.195502,-0.160965,4,False,False,False,True,-0.215508,infrastructure_leader,5,-0.045064,-0.139064,0.805091,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,reasonable_pullback,neutral,reasonable_pullback,falling_knife,avoid_for_now,6431474,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-05-26,251,0.255835,0.281687,0.234942,0.412604,9927009.000000,7639325.400000,6460356.350000,1.462632,266.251996,254.197998,238.860999,-0.050950,6,True,True,True,True,0.139052,challenger,5,0.277228,0.000000,1.000000,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,very_extended,very_extended,very_extended,overextended,too_extended,9449127,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-05-26,251,0.126036,0.153333,0.232912,0.329839,19718257.333333,16172674.400000,16208348.600000,1.036378,35.206001,33.854000,31.658500,-0.044243,6,True,True,False,True,0.137023,non_leader,5,0.202205,0.000000,1.000000,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,very_extended,very_extended,very_extended,overextended,avoid_for_now,16797972,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-05-26,251,0.108787,0.202593,0.106802,0.332136,36521619.333333,34168551.600000,38857607.900000,1.083913,34.032000,32.987000,31.542500,-0.074780,4,True,False,False,True,0.010912,challenger,5,0.176191,-0.388898,0.412394,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,very_extended,reasonable_pullback,very_extended,overextended,too_extended,42118258,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-05-26,251,0.061735,0.055673,-0.037876,-0.030055,2248991.333333,2476694.800000,2954678.700000,0.832501,385.512006,392.544003,403.649789,-0.088753,6,True,False,False,True,-0.133766,infrastructure_leader,5,-0.001288,-0.066433,0.756575,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,early_recovery,avoid_for_now,2459774,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-05-26,251,-0.038529,-0.033555,-0.020871,-0.008079,184716873.333333,175860084.000000,162367491.000000,1.123516,218.756000,222.377002,214.658001,-0.088572,4,False,False,False,True,-0.100920,core_leader,5,0.000941,-0.088572,0.793189,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,neutral,neutral,falling_knife,avoid_for_now,182422520,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-05-26,251,0.125810,0.196917,0.098302,0.505812,33039896.666667,34802818.000000,41721479.500000,0.891780,456.523999,447.120001,414.359001,-0.079275,5,True,False,False,True,0.018253,challenger,5,0.216071,0.000000,1.000000,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,very_extended,very_extended,very_extended,overextended,too_extended,37206390,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-05-26,251,0.010173,0.003090,-0.014985,0.009110,17601140.000000,17953624.000000,18834746.000000,1.161471,415.910010,420.133005,419.280501,-0.065304,3,True,False,False,False,-0.095034,core_leader,5,0.006510,-0.040428,0.913704,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,early_recovery,too_extended,21876020,ok,資料日期與本次市場日期一致。
TSM,Taiwan Semiconductor Manufacturing Co. Ltd.,Semiconductors,2026-05-26,251,0.026642,0.041344,0.019232,0.018124,8681326.333333,10076255.800000,13042268.950000,0.767472,403.643994,403.331998,402.955498,-0.060112,5,True,False,False,False,-0.060817,core_leader,5,0.023240,-0.017116,0.968584,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,very_extended,very_extended,overextended,too_extended,10009579,ok,資料日期與本次市場日期一致。
