industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.065751,-0.067007,0.006832,0.027875,0.057869,0.613684,0.842494,1.300807,17019730.333333,19365903.914286,23975640.978571,1.091671,237.627428,235.813907,233.133685,-0.115452,5.000000,0.000000,0.714286,0.000000,0.000000,0.285714,0.207143,-5.000000,0,-0.074578,False,neutral,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.037439,0.033774,0.072811,0.036760,0.059389,0.298148,-0.018986,-0.007770,7364936.277778,7295608.433333,7490986.275000,2.190624,109.681832,112.681582,117.905209,-0.077157,4.333333,0.666667,0.666667,0.333333,0.333333,0.666667,0.516667,10.000000,1,0.068224,False,momentum_leader,none,unclear,unclear,needs_review
Cloud Software,8,8,0.022342,0.002507,-0.054424,-0.070845,0.013077,0.200751,-0.140691,-0.063813,23538204.958333,20959437.975000,19330805.118750,1.627574,207.148750,214.002375,228.589284,-0.125328,3.375000,0.625000,0.250000,0.000000,0.000000,0.500000,0.237500,4.000000,0,0.074513,False,early_recovery,none,unclear,unclear,needs_review
Consumer Hardware,1,1,-0.035746,-0.047750,-0.040084,-0.091933,-0.087084,0.123182,0.043866,0.416878,140446640.333333,103646144.200000,66956926.050000,3.901677,288.663995,292.407001,298.288501,-0.080504,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.100000,5.000000,0,0.022532,False,weak,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.027390,-0.008087,0.010086,-0.037800,-0.031808,0.070731,-0.101784,-0.100852,37056365.814815,33147261.711111,25306780.983333,1.832999,229.938666,233.702166,237.770945,-0.074631,4.222222,0.444444,0.333333,0.111111,0.111111,0.666667,0.288889,10.000000,0,0.014147,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.051092,0.060907,0.062764,0.147598,0.194098,0.625268,0.363008,0.165333,4219922.500000,4066006.833333,5601726.708333,0.985799,232.596669,231.661334,233.724583,-0.037931,6.000000,1.000000,1.000000,0.500000,0.000000,0.333333,0.608333,11.000000,1,0.036908,False,momentum_leader,none,unclear,unclear,needs_review
Defense,7,7,-0.010700,-0.016981,-0.068156,-0.074248,-0.061625,-0.182812,-0.099228,0.108494,2058187.238095,2050260.914286,1953776.657143,1.446151,315.645140,324.550001,327.692260,-0.090643,4.142857,0.142857,0.142857,0.000000,0.000000,0.714286,0.135714,2.000000,0,0.046331,False,weak,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.076889,-0.158586,-0.221098,-0.348233,-0.213552,-0.223531,-0.277639,0.756704,19978566.933333,17347500.160000,18245361.040000,2.114200,43.019399,46.704000,51.624750,-0.206327,3.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.060000,0.000000,0,0.014624,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.042100,0.077752,0.044353,0.078140,0.078022,0.133730,0.134601,0.381245,20166757.166667,19190504.300000,16011628.575000,1.922834,186.844333,183.681000,180.643239,-0.050303,6.000000,0.833333,0.833333,0.833333,0.500000,0.500000,0.733333,10.000000,0,0.041910,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,-0.002926,0.007451,-0.006281,-0.005527,-0.011681,0.023070,0.098130,0.087441,13766779.444444,12638761.000000,12406816.916667,1.635713,255.486998,257.590500,256.921941,-0.036940,5.166667,0.500000,0.500000,0.166667,0.166667,0.666667,0.366667,3.000000,0,0.017609,False,early_recovery,none,defensive_rotation,defensive_rotation,inferred
