industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.144058,-0.169475,-0.134101,-0.185500,-0.150022,0.142152,0.568161,0.724170,15720677.380952,15943732.142857,14909273.750000,1.604260,215.670002,217.612293,223.293481,-0.178285,4.285714,0.000000,0.000000,0.000000,0.000000,0.428571,0.042857,-10.000000,0,-0.120888,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.058334,0.040270,-0.038549,-0.002677,-0.003470,0.153721,0.133401,-0.069628,4764792.055556,4890745.233333,4421042.975000,0.945640,101.345334,103.239501,110.961833,-0.092776,5.166667,0.833333,0.166667,0.000000,0.000000,0.000000,0.208333,8.000000,0,0.033228,False,early_recovery,none,unclear,unclear,needs_review
Cloud Software,8,8,0.101717,0.094692,0.037194,0.084542,0.088256,0.320929,0.014096,-0.046062,17089990.750000,16721591.950000,15331094.862500,1.409913,220.260751,221.323500,224.232333,-0.086777,4.750000,0.875000,0.500000,0.250000,0.125000,0.750000,0.462500,10.000000,0,0.069101,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.015525,0.037743,0.032641,0.168752,0.200362,0.250421,0.311876,0.624165,50105395.000000,47729277.000000,49215819.250000,0.992626,333.971997,331.707999,322.400500,-0.036196,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,-3.000000,0,0.000091,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.059716,0.033481,-0.022670,0.041353,0.023906,0.014426,-0.033200,-0.073149,18659537.148148,19626064.511111,19048285.016667,1.036919,237.991998,242.268887,245.087555,-0.088081,4.111111,0.666667,0.444444,0.222222,0.111111,0.111111,0.333333,6.000000,0,0.026268,False,early_recovery,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.000063,-0.013568,-0.097542,-0.032470,-0.000325,0.594516,0.445524,0.275858,4693887.666667,4327642.600000,4908345.650000,1.132611,161.546668,166.856001,169.354625,-0.114361,3.166667,0.333333,0.166667,0.000000,0.000000,0.166667,0.125000,3.000000,0,0.030927,False,weak,none,unclear,unclear,needs_review
Defense,7,7,-0.007673,0.053081,0.052791,0.074127,0.091207,-0.002478,-0.142466,0.127268,2166962.285714,2222817.371429,1666775.057143,1.222680,346.136285,334.137715,332.659357,-0.031286,6.142857,1.000000,1.000000,0.714286,0.142857,0.571429,0.714286,-1.000000,5,-0.055385,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defense Drones,5,5,-0.092864,-0.108436,-0.102106,-0.219387,-0.159951,-0.316780,-0.547308,0.232669,14764753.866667,17393816.320000,25088547.080000,0.941900,43.868000,43.234100,44.643600,-0.148854,4.400000,0.000000,0.200000,0.000000,0.000000,0.200000,0.070000,-7.000000,0,-0.079607,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.015725,0.029332,0.055322,0.051229,0.035162,0.153520,0.164945,0.408163,12348264.222222,11282358.533333,12623408.800000,0.752903,197.813668,196.215434,195.107473,-0.021882,6.166667,0.833333,1.000000,0.666667,0.000000,0.000000,0.583333,2.000000,2,-0.004653,True,momentum_leader,momentum_exhaustion,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.039942,0.040940,0.040301,0.039436,0.024813,0.006032,0.050424,0.119204,12210973.888889,10867677.666667,10641314.416667,1.071867,254.241702,252.624608,251.809083,-0.036788,5.666667,0.833333,0.833333,0.333333,0.000000,0.166667,0.475000,2.000000,1,0.001123,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,-0.046992,-0.202374,-0.243726,-0.290728,-0.275641,-0.206638,-0.307682,-0.064945,41152196.000000,60364597.600000,42966344.400000,0.901515,309.540002,344.211002,373.864999,-0.237150,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0,-0.013711,False,weak,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.075086,-0.149863,-0.221385,-0.344247,-0.319782,-0.153647,-0.230203,0.087720,3910967.133333,3389880.280000,3198814.070000,1.535509,59.552400,62.385200,67.411400,-0.191915,2.400000,0.000000,0.000000,0.000000,0.000000,0.600000,0.060000,-1.000000,0,-0.007252,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,-0.002148,-0.037070,-0.083017,0.022309,0.000263,0.036868,-0.073113,-0.181443,27658958.055556,25251368.166667,24209307.875000,1.170697,80.456667,81.600916,82.631125,-0.099549,3.166667,0.333333,0.333333,0.166667,0.000000,0.166667,0.208333,-3.000000,0,-0.007556,False,weak,none,unclear,unclear,needs_review
