industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,-0.098969,-0.048587,-0.081631,-0.072470,-0.059423,0.193975,0.738418,0.911739,14108529.809524,18136709.314286,14789655.185714,1.243704,223.975716,221.101567,226.016969,-0.105948,4.571429,0.142857,0.142857,0.000000,0.000000,0.571429,0.121429,-11.000000,0,-0.109672,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.072185,0.007042,-0.026344,-0.005819,0.015073,0.144365,0.111070,-0.055566,4864986.333333,4778561.800000,4541377.950000,0.826990,101.570334,104.127835,111.846500,-0.107074,5.333333,0.500000,0.166667,0.000000,0.000000,0.166667,0.158333,7.000000,0,0.031698,False,early_recovery,none,unclear,unclear,needs_review
Cloud Software,8,8,0.090428,0.025591,0.005948,0.054005,0.067896,0.269048,-0.022921,-0.079797,15724704.541667,15720070.225000,15148345.056250,1.095851,217.185000,220.853625,223.604532,-0.093519,4.375000,0.500000,0.500000,0.000000,0.000000,0.375000,0.262500,9.000000,0,0.041361,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.057265,0.037652,0.080099,0.207070,0.198393,0.271975,0.333980,0.616080,49286465.000000,45491219.000000,49973519.750000,1.015852,331.512000,330.638998,319.959000,-0.036196,7.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,-1.000000,13,0.006053,False,momentum_leader,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.062568,0.007213,-0.005396,0.021781,0.041178,-0.014342,-0.046367,-0.069490,18066151.222222,19323524.066667,19284945.461111,1.127735,237.517776,243.517221,244.651777,-0.096895,4.555556,0.555556,0.444444,0.111111,0.111111,0.333333,0.305556,5.000000,0,0.031349,False,early_recovery,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.006469,-0.044495,-0.120148,-0.003222,0.059557,0.591079,0.441009,0.248598,3876759.000000,4222818.733333,4989303.016667,0.919449,162.267334,168.449834,169.612917,-0.119693,2.666667,0.166667,0.000000,0.000000,0.000000,0.166667,0.050000,-3.000000,0,0.032829,False,weak,none,unclear,unclear,needs_review
Defense,7,7,0.037518,0.108466,0.085172,0.125819,0.117193,0.035483,-0.099807,0.161079,1936381.619048,2041657.542857,1631672.242857,1.171336,342.839715,332.441430,331.529913,-0.022032,6.428571,1.000000,1.000000,0.714286,0.142857,0.285714,0.685714,7.000000,4,0.025611,False,momentum_leader,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.035232,-0.028829,-0.033147,-0.067914,-0.042592,-0.270839,-0.462013,0.510118,17404166.933333,22244548.160000,25540874.040000,0.675670,44.468400,43.383900,45.002300,-0.092521,4.400000,0.600000,0.400000,0.200000,0.000000,0.000000,0.270000,4.000000,0,-0.101746,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.027079,0.033985,0.064759,0.040351,0.041817,0.164295,0.132756,0.410475,11942540.388889,11373580.900000,12973495.225000,1.144716,197.198444,195.309989,194.752535,-0.021882,6.500000,0.833333,1.000000,0.833333,0.166667,0.333333,0.691667,1.000000,1,0.008985,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.047472,0.039817,0.035582,0.021234,0.015347,0.015459,0.050311,0.102479,10642377.166667,10033796.300000,10571219.075000,1.205796,251.983468,251.340386,251.310798,-0.036788,5.166667,1.000000,0.833333,0.166667,0.166667,0.166667,0.500000,5.000000,0,0.027363,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,-0.038318,-0.188663,-0.223989,-0.253496,-0.190329,-0.188106,-0.293566,-0.042839,48817773.666667,58541164.200000,43147461.050000,0.898637,324.678003,353.825000,379.978999,-0.220605,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.000000,0,-0.025365,False,weak,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.091326,-0.142611,-0.197462,-0.292816,-0.276247,-0.163809,-0.195677,0.165661,3341949.200000,3069845.520000,3292279.380000,1.475495,60.968800,63.606600,68.831800,-0.190612,2.800000,0.000000,0.000000,0.000000,0.000000,0.600000,0.060000,-1.000000,0,-0.070283,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,0.017493,-0.029514,-0.018828,0.033797,0.049663,0.050673,-0.057689,-0.158549,21580866.000000,21146996.266667,23170915.733333,0.903554,81.081167,82.331583,82.542042,-0.100751,3.666667,0.333333,0.500000,0.166667,0.000000,0.000000,0.233333,-4.000000,0,-0.026357,False,weak,none,unclear,unclear,needs_review
Market ETFs,8,8,-0.005055,-0.018942,-0.024514,-0.024562,-0.010716,0.049382,0.114088,0.264981,15518771.625000,15132452.975000,15414768.806250,0.939789,441.389499,443.863272,446.874942,-0.033350,4.500000,0.125000,0.125000,0.000000,0.000000,0.250000,0.081250,-3.000000,0,-0.017095,False,weak,none,unclear,unclear,needs_review
Nuclear,8,8,-0.058306,-0.045591,-0.053599,-0.125912,-0.120221,-0.300382,-0.362103,-0.291706,7437233.375000,7686692.525000,7285581.881250,0.960117,96.037000,93.985188,94.103063,-0.091879,4.750000,0.000000,0.250000,0.000000,0.000000,0.125000,0.075000,-7.000000,0,-0.094982,False,weak,none,policy_driven,policy_or_thematic_support,inferred
Quantum Computing,1,1,-0.005577,-0.045902,-0.137694,-0.371195,-0.312918,-0.227190,-0.218815,-0.164076,21001034.000000,19129580.400000,18158320.100000,1.091015,34.278000,34.852999,40.371000,-0.124500,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0,-0.094967,False,weak,none,unclear,unclear,needs_review
Renewables,5,5,-0.066769,-0.091880,-0.111251,-0.163332,-0.158830,-0.169954,-0.120712,0.186747,3372436.933333,3227198.160000,3028965.540000,1.401464,281.617799,289.809601,300.422099,-0.129741,3.600000,0.000000,0.000000,0.000000,0.000000,0.800000,0.080000,2.000000,0,-0.066490,False,weak,none,unclear,unclear,needs_review
Robotics Automation,6,6,0.012061,-0.010804,-0.024093,-0.073370,-0.053277,-0.029510,0.102434,0.515853,2234708.111111,2077504.866667,2144725.383333,1.313038,254.695667,255.547500,264.320333,-0.083342,4.666667,0.500000,0.333333,0.333333,0.166667,0.500000,0.350000,2.000000,0,-0.013586,False,momentum_leader,none,unclear,unclear,needs_review
Semiconductors,18,18,-0.099098,-0.105105,-0.128023,-0.176700,-0.152569,0.066002,0.441407,1.189144,28793686.796296,26368374.300000,26234662.186111,1.206730,389.488666,392.631722,406.728797,-0.123996,3.111111,0.000000,0.000000,0.000000,0.000000,0.555556,0.055556,-9.000000,0,-0.090656,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Space,11,11,-0.054487,-0.079152,-0.132316,-0.275484,-0.168724,-0.194931,-0.004617,0.671710,6707843.727273,6468644.418182,8574096.559091,0.858341,29.883909,30.129227,33.361295,-0.127640,3.818182,0.090909,0.090909,0.000000,0.000000,0.000000,0.040909,3.000000,0,-0.083397,False,weak,none,unclear,unclear,needs_review
Telecom Infrastructure,1,1,-0.082220,-0.159925,-0.236752,-0.314658,-0.313605,-0.170074,0.292330,1.136364,108033047.666667,120205148.600000,93176512.150000,1.157193,9.464000,9.978000,11.154000,-0.206222,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0,-0.080560,False,weak,none,unclear,unclear,needs_review
