industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,6,6,0.015994,-0.011034,-0.132884,0.207690,0.180798,0.554280,0.754767,1.113488,18715260.722222,29501163.100000,22748814.108333,0.664093,221.215554,225.379584,219.340709,-0.178870,4.166667,0.833333,0.000000,0.000000,0.000000,0.000000,0.166667,-9.000000,0,0.016696,False,weak,none,risk_on_growth,industry_flow_leads_leaders,inferred
Adtech,6,6,0.072442,0.045226,0.005690,0.116445,0.139614,0.214105,-0.008459,0.035940,9540564.611111,8014718.766667,6267690.525000,1.516073,115.032333,118.691501,119.986001,-0.073531,4.500000,0.666667,0.333333,0.166667,0.166667,0.500000,0.341667,1.000000,0,0.008489,False,momentum_leader,none,unclear,unclear,needs_review
Cloud Software,8,8,-0.010015,-0.037092,-0.154786,0.052826,0.083484,0.160936,-0.111961,0.009739,13590379.916667,15653955.450000,17314829.487500,0.668425,225.503249,232.534801,231.242493,-0.124502,3.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.050000,-14.000000,0,0.011694,False,weak,none,unclear,unclear,needs_review
Consumer Hardware,1,1,0.012211,0.029909,-0.050635,0.004700,-0.003298,0.178129,0.077318,0.535612,40605611.666667,43436527.000000,50171436.750000,0.744291,294.800000,299.492001,303.760501,-0.066446,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.200000,1.000000,0,0.046888,False,early_recovery,none,unclear,unclear,needs_review
Consumer Platforms,9,9,0.030028,0.016316,0.005425,-0.008849,0.002632,0.021223,-0.070565,-0.028555,19284093.259259,19564629.288889,20048093.988889,0.900636,237.234442,239.419700,243.532057,-0.060452,4.666667,0.666667,0.666667,0.111111,0.000000,0.111111,0.338889,5.000000,0,0.002815,False,momentum_leader,none,unclear,unclear,needs_review
Cybersecurity,6,6,-0.000384,0.029873,-0.095634,0.103236,0.156878,0.436167,0.241091,0.101284,3708413.777778,4002384.933333,5902717.900000,0.593988,228.808333,229.779499,229.227415,-0.090110,3.666667,0.833333,0.000000,0.000000,0.000000,0.000000,0.166667,-10.000000,0,-0.001958,False,early_recovery,none,unclear,unclear,needs_review
Defense,7,7,-0.005208,0.007025,0.019840,-0.001605,0.013170,-0.171324,-0.020041,0.168273,1528463.666667,1596429.628571,1635220.978571,0.783623,335.280345,332.243235,333.654989,-0.032183,4.714286,0.857143,0.857143,0.285714,0.000000,0.285714,0.485714,4.000000,1,-0.003700,False,momentum_leader,none,unclear,unclear,needs_review
Defense Drones,5,5,-0.082466,-0.039072,-0.224407,0.064963,0.044363,-0.271485,-0.066649,1.418985,14441644.733333,13408690.840000,20679278.710000,0.687735,51.381800,53.474000,54.115550,-0.202063,2.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.040000,-7.000000,0,0.017045,False,weak,none,unclear,unclear,needs_review
Defensive Healthcare,6,6,-0.007434,-0.008837,0.049604,0.042353,0.046513,0.055362,0.064697,0.305096,12071292.944444,12258125.766667,12699702.275000,0.844744,182.074346,180.629794,177.201376,-0.024859,5.833333,0.166667,1.000000,0.166667,0.000000,0.000000,0.325000,2.000000,6,-0.007466,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.008915,0.018627,0.047451,-0.018488,-0.007145,-0.003854,0.092877,0.118134,9713823.166667,10070667.233333,11429096.808333,0.909171,261.484145,259.005673,261.969582,-0.016006,6.500000,0.833333,1.000000,0.833333,0.000000,0.000000,0.625000,2.000000,3,-0.007913,False,momentum_leader,none,defensive_rotation,defensive_rotation,inferred
Electric Vehicles,1,1,0.013804,0.020117,-0.045028,-0.013000,-0.041635,0.013500,-0.118311,0.279153,49417257.000000,48654334.200000,46389143.550000,0.843231,400.595996,404.176001,414.922501,-0.099386,4.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.200000,5.000000,0,0.014737,False,early_recovery,none,unclear,unclear,needs_review
Energy Storage,5,5,-0.012361,-0.004818,-0.202039,0.041064,-0.015211,0.183080,0.326465,1.452629,3714946.400000,4307911.840000,5338163.960000,0.623780,80.157999,83.112000,84.633100,-0.220685,3.800000,0.600000,0.000000,0.000000,0.000000,0.000000,0.120000,1.000000,0,0.019145,False,weak,none,unclear,unclear,needs_review
Fintech,6,6,0.071456,0.101974,0.018434,0.079666,0.072775,0.140644,-0.155375,0.038961,24651140.222222,24696010.800000,23650942.700000,1.079383,75.652666,74.294333,76.093563,-0.067704,5.333333,1.000000,0.500000,0.333333,0.000000,0.500000,0.458333,6.000000,0,0.030329,False,momentum_leader,none,unclear,unclear,needs_review
Market ETFs,8,8,0.018526,0.024550,-0.009779,0.043988,0.042670,0.177379,0.194295,0.385064,20034059.791667,22909520.775000,19660601.012500,0.892481,445.039421,445.191539,445.719171,-0.047466,4.875000,1.000000,0.250000,0.250000,0.000000,0.125000,0.337500,2.000000,0,-0.004842,False,early_recovery,none,unclear,unclear,needs_review
Nuclear,8,8,0.055798,0.046250,-0.156836,-0.003924,-0.041232,-0.091666,-0.209996,-0.007533,8430901.958333,9108063.675000,9767995.918750,0.738762,96.183375,97.812312,101.766812,-0.186203,4.250000,0.875000,0.125000,0.000000,0.000000,0.000000,0.206250,4.000000,0,0.032691,False,early_recovery,none,policy_driven,policy_or_thematic_support,inferred
