industry_group,ticker_count,tickers_with_data,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,positive_5d_pct,positive_10d_pct,confirmed_signal_pct,strong_signal_pct,high_relative_volume_pct,breadth_score,rotation_score,momentum_persistence,momentum_acceleration,momentum_exhaustion_warning,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status
AI Infrastructure,7,7,0.136989,0.101578,0.392195,0.200340,0.165016,0.426810,1.061781,1.246217,24709529.904762,19936295.085714,17367543.057143,1.452949,238.643429,232.667378,225.070176,-0.059404,7.571429,1.000000,1.000000,0.857143,0.142857,0.571429,0.750000,13.000000,0,0.108354,False,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,observed
Adtech,6,6,0.042507,0.001961,0.041149,0.005343,0.005668,0.213340,0.485336,0.100954,11531749.166667,16099162.833333,7734098.208333,0.935884,91.164334,97.048167,100.158500,-0.116649,5.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.383333,-11.000000,0,-0.007086,False,neutral,none,unclear,unclear,needs_review
Cloud Software,8,8,0.017474,0.028674,0.145183,0.179487,0.180087,0.356975,0.290272,0.198808,12551648.041667,13151103.825000,15917104.081250,0.891812,266.169500,259.281875,240.302688,-0.051444,6.375000,0.875000,0.875000,0.750000,0.125000,0.125000,0.618750,-8.000000,0,-0.003724,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Consumer Hardware,1,1,-0.034530,-0.027297,-0.105501,-0.076303,-0.039222,0.026156,0.106363,0.300161,40369919.666667,40337371.800000,55365517.950000,0.701169,308.124164,310.541132,320.981648,-0.092731,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0,-0.013699,False,weak,none,unclear,unclear,needs_review
Consumer Platforms,9,9,-0.007490,0.015792,0.047381,0.025564,0.040010,0.072884,0.124718,-0.031914,15816853.333333,16845240.888889,21063295.777778,0.750070,251.879444,249.494056,245.662638,-0.057494,5.333333,0.555556,0.666667,0.222222,0.000000,0.000000,0.333333,-9.000000,0,-0.014878,False,neutral,none,unclear,unclear,needs_review
Cybersecurity,6,6,0.034341,0.037802,0.155345,0.026705,0.046445,0.597382,0.790686,0.622076,4184742.666667,4121538.933333,4635606.400000,0.782197,185.318666,179.331333,173.282500,-0.021168,6.833333,0.666667,1.000000,0.666667,0.000000,0.000000,0.550000,-4.000000,0,0.000475,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Defense,7,7,0.012577,0.037982,0.083524,0.140179,0.139418,0.089789,-0.074102,0.176946,1231579.857143,1368076.485714,1763202.692857,0.666992,362.694571,356.557998,345.347856,-0.015482,6.857143,1.000000,0.857143,0.714286,0.000000,0.000000,0.592857,-4.000000,0,0.009792,True,neutral,momentum_exhaustion,unclear,unclear,needs_review
Defense Drones,5,5,0.052774,0.129554,0.396379,0.254770,0.216353,0.025042,-0.222258,0.310110,20286644.133333,19236914.480000,23905330.620000,0.875789,54.533199,50.157199,46.695650,-0.023853,8.200000,1.000000,1.000000,1.000000,0.000000,0.000000,0.700000,5.000000,3,-0.009985,True,momentum_leader,momentum_exhaustion,unclear,unclear,needs_review
Defensive Healthcare,6,6,0.013480,0.021051,-0.000921,0.055066,0.056780,0.142122,0.131630,0.354431,10965984.444444,11589144.000000,12563816.000000,0.671354,192.905998,193.309831,194.602716,-0.030378,6.000000,0.833333,0.500000,0.333333,0.000000,0.000000,0.375000,-3.000000,0,-0.003990,False,early_recovery,none,defensive_rotation,defensive_rotation,inferred
Defensive Staples,6,6,0.001820,0.001657,-0.015972,0.023364,0.022248,-0.015883,-0.032528,0.069230,8270249.000000,8577299.400000,10312544.016667,0.687654,254.275502,254.259417,253.442013,-0.017139,4.500000,0.333333,0.166667,0.166667,0.000000,0.000000,0.150000,-9.000000,0,0.004253,False,early_recovery,none,defensive_rotation,defensive_rotation,inferred
